"6909c123-4bda-4600-ba2e-305dda232963","Poll Single Select","What is your ethnicity?","White","67%","52%","56%","64%","63%","82%","0%","0%","0%","100%","0%","0%","65%","70%","61%","0%","64%","72%","66%","73%","0%","0%","78%","70%","62%","71%","61%","74%","80%","58%","64%","70%","70%","75%","100%","68%","67%","66%","67%","71%","63%","81%","30%","20%","51%","55%","63%","82%","70%","68%","65%","68%","68%","52%","70%","100%","0%","0%","70%","62%","71%","67%","69%","62%","67%","69%"
"6909c123-4bda-4600-ba2e-305dda232963","Poll Single Select","What is your ethnicity?","Mixed","5%","5%","7%","6%","5%","2%","0%","0%","0%","0%","100%","0%","4%","5%","22%","0%","4%","4%","6%","0%","0%","0%","11%","4%","5%","5%","6%","3%","0%","4%","5%","5%","4%","5%","0%","4%","5%","5%","4%","1%","25%","13%","0%","0%","5%","6%","5%","2%","6%","4%","7%","6%","3%","6%","6%","0%","0%","25%","4%","5%","5%","5%","4%","8%","5%","4%"
"6909c123-4bda-4600-ba2e-305dda232963","Poll Single Select","What is your ethnicity?","Other","1%","0%","2%","0%","0%","1%","0%","0%","0%","0%","0%","100%","1%","1%","0%","0%","1%","1%","1%","0%","0%","0%","0%","1%","1%","1%","1%","1%","0%","1%","0%","1%","2%","1%","0%","0%","1%","1%","1%","0%","0%","6%","20%","0%","1%","1%","0%","1%","1%","0%","2%","0%","0%","4%","1%","0%","0%","5%","1%","1%","1%","0%","4%","0%","1%","1%"

"Question ID","Question Type","Question","Responses","All(923)","O1: 18-24 (103)","O1: 25-34 (183)","O1: 35-44 (166)","O1: 45-54 (163)","O1: 55+ (308)","O2: Asian (57)","O2: Black (135)","O2: Hispanic (61)","O2: White (619)","O2: Mixed (43)","O2: Other (8)","O3: Male (443)","O3: Female (461)","O3: Other (18)","O3: Prefer not to say (1)","O4: Democrat (324)","O4: Republican (253)","O4: Independant (335)","O4: Other (11)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (9)","O5: High school or GED (449)","O5: College / Bachelors degree (332)","O5: Masters/ PhD or equivalent (133)","O6: A lot (484)","O6: A little (434)","O6: Nothing at all (5)","O7: Almost every day (135)","O7: Once or twice a week (266)","O7: Once or twice a month (205)","O7: Only once or twice ever (177)","O7: Never (138)","O7: Do not know what an AI assistant is (2)","O8: More excited than concerned (279)","O8: Equally concerned and excited (408)","O8: More concerned than excited (236)","O9: Christian - Protestant (282)","O9: Christian - Catholic (144)","O9: Christian - Mormon (8)","O9: Jewish (16)","O9: Muslim (10)","O9: Hindu (5)","O9: Other (75)","Under 34 (286)","33-54 (329)","55+ (308)","O9: None - I do not identify with any religious group or faith (383)","Initial support (613)","Initial unsure (171)","Initial not support (102)","Christian (434)","Religious - non-christian (106)","Non-religious (383)","White (619)","Black (135)","Not white or black (169)","High school or less (458)","College / Bachelors degree (332)","Masters / PhD (133)","FInal support (711)","Final unsure (110)","Final don't support (61)","O10: Yes, the public should help to decide how AI assistants answer difficult questions (717)","O10: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions (206)"
"34eaf0f4-ff90-4907-aece-4d7580e4abf1","Poll Single Select","What gender do you identify with?","Male","48%","50%","52%","50%","48%","43%","61%","46%","67%","46%","37%","38%","100%","0%","0%","0%","46%","52%","47%","55%","0%","0%","78%","44%","53%","47%","56%","40%","40%","59%","59%","46%","41%","28%","0%","63%","44%","37%","46%","58%","50%","19%","50%","100%","36%","52%","49%","43%","49%","51%","37%","44%","50%","38%","49%","46%","46%","56%","45%","53%","47%","49%","36%","57%","46%","54%"
"34eaf0f4-ff90-4907-aece-4d7580e4abf1","Poll Single Select","What gender do you identify with?","Female","50%","45%","45%","47%","50%","56%","37%","53%","31%","52%","53%","63%","0%","100%","0%","0%","52%","47%","51%","27%","0%","0%","11%","54%","46%","50%","42%","59%","60%","38%","40%","52%","56%","69%","100%","35%","54%","60%","54%","41%","50%","75%","50%","0%","59%","45%","49%","56%","48%","47%","60%","54%","50%","58%","48%","52%","53%","40%","53%","46%","50%","49%","61%","39%","52%","44%"
"34eaf0f4-ff90-4907-aece-4d7580e4abf1","Poll Single Select","What gender do you identify with?","Other","2%","5%","2%","3%","1%","1%","0%","1%","2%","2%","9%","0%","0%","0%","100%","0%","2%","1%","2%","18%","0%","0%","11%","2%","1%","2%","2%","1%","0%","4%","0%","1%","2%","4%","0%","1%","1%","3%","0%","1%","0%","6%","0%","0%","5%","3%","2%","1%","3%","2%","2%","2%","0%","5%","3%","2%","1%","3%","2%","1%","2%","2%","3%","3%","2%","2%"
"34eaf0f4-ff90-4907-aece-4d7580e4abf1","Poll Single Select","What gender do you identify with?","Prefer not to say","0%","0%","1%","0%","0%","0%","2%","0%","0%","0%","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","1%","0%","0%","0%","0%","0%","0%","0%","0%"

"Question ID","Question Type","Question","Responses","All(923)","O1: 18-24 (103)","O1: 25-34 (183)","O1: 35-44 (166)","O1: 45-54 (163)","O1: 55+ (308)","O2: Asian (57)","O2: Black (135)","O2: Hispanic (61)","O2: White (619)","O2: Mixed (43)","O2: Other (8)","O3: Male (443)","O3: Female (461)","O3: Other (18)","O3: Prefer not to say (1)","O4: Democrat (324)","O4: Republican (253)","O4: Independant (335)","O4: Other (11)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (9)","O5: High school or GED (449)","O5: College / Bachelors degree (332)","O5: Masters/ PhD or equivalent (133)","O6: A lot (484)","O6: A little (434)","O6: Nothing at all (5)","O7: Almost every day (135)","O7: Once or twice a week (266)","O7: Once or twice a month (205)","O7: Only once or twice ever (177)","O7: Never (138)","O7: Do not know what an AI assistant is (2)","O8: More excited than concerned (279)","O8: Equally concerned and excited (408)","O8: More concerned than excited (236)","O9: Christian - Protestant (282)","O9: Christian - Catholic (144)","O9: Christian - Mormon (8)","O9: Jewish (16)","O9: Muslim (10)","O9: Hindu (5)","O9: Other (75)","Under 34 (286)","33-54 (329)","55+ (308)","O9: None - I do not identify with any religious group or faith (383)","Initial support (613)","Initial unsure (171)","Initial not support (102)","Christian (434)","Religious - non-christian (106)","Non-religious (383)","White (619)","Black (135)","Not white or black (169)","High school or less (458)","College / Bachelors degree (332)","Masters / PhD (133)","FInal support (711)","Final unsure (110)","Final don't support (61)","O10: Yes, the public should help to decide how AI assistants answer difficult questions (717)","O10: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions (206)"
"f65518ed-431e-49dd-b367-39678a487c9e","Poll Single Select","What political party do you most identify with?","Democrat","35%","35%","31%","31%","31%","43%","30%","48%","33%","33%","33%","25%","34%","37%","33%","0%","100%","0%","0%","0%","0%","0%","22%","34%","37%","35%","37%","33%","40%","41%","34%","33%","33%","37%","50%","42%","30%","36%","26%","32%","38%","69%","40%","40%","35%","32%","31%","43%","42%","38%","32%","22%","28%","41%","42%","33%","48%","31%","34%","37%","35%","37%","32%","16%","36%","32%"
"f65518ed-431e-49dd-b367-39678a487c9e","Poll Single Select","What political party do you most identify with?","Republican","27%","18%","21%","22%","31%","35%","30%","17%","30%","30%","21%","38%","30%","26%","11%","100%","0%","100%","0%","0%","0%","0%","33%","27%","27%","29%","27%","28%","20%","34%","28%","24%","27%","26%","0%","25%","27%","30%","46%","43%","25%","6%","10%","20%","13%","20%","26%","35%","12%","26%","27%","37%","45%","12%","12%","30%","17%","28%","28%","27%","29%","26%","31%","34%","25%","35%"
"f65518ed-431e-49dd-b367-39678a487c9e","Poll Single Select","What political party do you most identify with?","Independant","36%","43%","48%","46%","36%","22%","39%","34%","36%","36%","47%","38%","35%","37%","44%","0%","0%","0%","100%","0%","0%","0%","44%","37%","36%","37%","35%","38%","40%","24%","38%","42%","38%","33%","50%","33%","42%","31%","27%","24%","38%","19%","50%","40%","49%","46%","41%","22%","45%","35%","38%","40%","26%","44%","45%","36%","34%","40%","37%","36%","37%","36%","35%","46%","38%","32%"
"f65518ed-431e-49dd-b367-39678a487c9e","Poll Single Select","What political party do you most identify with?","Other","1%","4%","1%","2%","2%","0%","2%","1%","2%","1%","0%","0%","1%","1%","11%","0%","0%","0%","0%","100%","0%","0%","0%","2%","1%","0%","1%","1%","0%","0%","0%","1%","1%","4%","0%","0%","1%","3%","1%","1%","0%","6%","0%","0%","3%","2%","2%","0%","1%","1%","3%","1%","1%","3%","1%","1%","1%","1%","2%","1%","0%","1%","3%","3%","1%","1%"

"Question ID","Question Type","Question","Responses","All(923)","O1: 18-24 (103)","O1: 25-34 (183)","O1: 35-44 (166)","O1: 45-54 (163)","O1: 55+ (308)","O2: Asian (57)","O2: Black (135)","O2: Hispanic (61)","O2: White (619)","O2: Mixed (43)","O2: Other (8)","O3: Male (443)","O3: Female (461)","O3: Other (18)","O3: Prefer not to say (1)","O4: Democrat (324)","O4: Republican (253)","O4: Independant (335)","O4: Other (11)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (9)","O5: High school or GED (449)","O5: College / Bachelors degree (332)","O5: Masters/ PhD or equivalent (133)","O6: A lot (484)","O6: A little (434)","O6: Nothing at all (5)","O7: Almost every day (135)","O7: Once or twice a week (266)","O7: Once or twice a month (205)","O7: Only once or twice ever (177)","O7: Never (138)","O7: Do not know what an AI assistant is (2)","O8: More excited than concerned (279)","O8: Equally concerned and excited (408)","O8: More concerned than excited (236)","O9: Christian - Protestant (282)","O9: Christian - Catholic (144)","O9: Christian - Mormon (8)","O9: Jewish (16)","O9: Muslim (10)","O9: Hindu (5)","O9: Other (75)","Under 34 (286)","33-54 (329)","55+ (308)","O9: None - I do not identify with any religious group or faith (383)","Initial support (613)","Initial unsure (171)","Initial not support (102)","Christian (434)","Religious - non-christian (106)","Non-religious (383)","White (619)","Black (135)","Not white or black (169)","High school or less (458)","College / Bachelors degree (332)","Masters / PhD (133)","FInal support (711)","Final unsure (110)","Final don't support (61)","O10: Yes, the public should help to decide how AI assistants answer difficult questions (717)","O10: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions (206)"
"3c121a2d-b979-4ac3-91e6-ae4a09e70bdb","Poll Single Select","What is your highest level of education?","No formal education","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"
"3c121a2d-b979-4ac3-91e6-ae4a09e70bdb","Poll Single Select","What is your highest level of education?","Elementary school","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"
"3c121a2d-b979-4ac3-91e6-ae4a09e70bdb","Poll Single Select","What is your highest level of education?","Middle school","1%","2%","1%","1%","1%","1%","2%","0%","0%","1%","2%","0%","2%","0%","6%","0%","1%","1%","1%","0%","0%","0%","100%","0%","0%","0%","1%","1%","0%","1%","1%","1%","1%","1%","0%","1%","1%","0%","1%","0%","13%","0%","0%","0%","3%","1%","1%","1%","1%","1%","1%","1%","1%","2%","1%","1%","0%","1%","2%","0%","0%","1%","1%","2%","1%","1%"
"3c121a2d-b979-4ac3-91e6-ae4a09e70bdb","Poll Single Select","What is your highest level of education?","High school or GED","49%","55%","56%","52%","48%","41%","30%","45%","59%","51%","42%","50%","44%","52%","56%","100%","47%","49%","49%","82%","0%","0%","0%","100%","0%","0%","44%","55%","20%","38%","42%","50%","58%","59%","50%","45%","50%","50%","44%","40%","25%","13%","30%","60%","52%","56%","50%","41%","57%","46%","57%","57%","42%","44%","57%","51%","45%","44%","98%","0%","0%","49%","59%","41%","48%","50%"
"3c121a2d-b979-4ac3-91e6-ae4a09e70bdb","Poll Single Select","What is your highest level of education?","College / Bachelors degree","36%","39%","29%","32%","35%","42%","53%","42%","33%","33%","40%","38%","40%","33%","22%","0%","38%","35%","35%","18%","0%","0%","0%","0%","100%","0%","42%","29%","40%","42%","40%","36%","33%","25%","50%","39%","33%","37%","35%","44%","50%","44%","30%","40%","36%","33%","33%","42%","33%","38%","28%","36%","38%","37%","33%","33%","42%","41%","0%","100%","0%","36%","29%","46%","36%","35%"
"3c121a2d-b979-4ac3-91e6-ae4a09e70bdb","Poll Single Select","What is your highest level of education?","Masters/ PhD or equivalent","14%","4%","14%","15%","16%","17%","16%","13%","8%","15%","16%","13%","14%","15%","17%","0%","14%","15%","15%","0%","0%","0%","0%","0%","0%","100%","13%","15%","40%","19%","18%","13%","8%","15%","0%","14%","16%","12%","20%","17%","13%","44%","40%","0%","9%","10%","16%","17%","9%","15%","14%","6%","18%","17%","9%","15%","13%","13%","0%","0%","100%","15%","11%","11%","15%","13%"

"Question ID","Question Type","Question","Responses","All(923)","O1: 18-24 (103)","O1: 25-34 (183)","O1: 35-44 (166)","O1: 45-54 (163)","O1: 55+ (308)","O2: Asian (57)","O2: Black (135)","O2: Hispanic (61)","O2: White (619)","O2: Mixed (43)","O2: Other (8)","O3: Male (443)","O3: Female (461)","O3: Other (18)","O3: Prefer not to say (1)","O4: Democrat (324)","O4: Republican (253)","O4: Independant (335)","O4: Other (11)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (9)","O5: High school or GED (449)","O5: College / Bachelors degree (332)","O5: Masters/ PhD or equivalent (133)","O6: A lot (484)","O6: A little (434)","O6: Nothing at all (5)","O7: Almost every day (135)","O7: Once or twice a week (266)","O7: Once or twice a month (205)","O7: Only once or twice ever (177)","O7: Never (138)","O7: Do not know what an AI assistant is (2)","O8: More excited than concerned (279)","O8: Equally concerned and excited (408)","O8: More concerned than excited (236)","O9: Christian - Protestant (282)","O9: Christian - Catholic (144)","O9: Christian - Mormon (8)","O9: Jewish (16)","O9: Muslim (10)","O9: Hindu (5)","O9: Other (75)","Under 34 (286)","33-54 (329)","55+ (308)","O9: None - I do not identify with any religious group or faith (383)","Initial support (613)","Initial unsure (171)","Initial not support (102)","Christian (434)","Religious - non-christian (106)","Non-religious (383)","White (619)","Black (135)","Not white or black (169)","High school or less (458)","College / Bachelors degree (332)","Masters / PhD (133)","FInal support (711)","Final unsure (110)","Final don't support (61)","O10: Yes, the public should help to decide how AI assistants answer difficult questions (717)","O10: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions (206)"
"e04a5aea-7489-4b26-b1cb-52f4159433f8","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","A lot","52%","54%","49%","52%","62%","49%","60%","67%","56%","47%","67%","50%","61%","44%","67%","100%","55%","51%","50%","64%","0%","0%","56%","47%","61%","49%","100%","0%","0%","89%","67%","53%","33%","15%","0%","65%","51%","40%","52%","55%","25%","44%","80%","60%","60%","51%","57%","49%","50%","55%","37%","60%","53%","59%","50%","47%","67%","60%","47%","61%","49%","53%","45%","64%","56%","41%"
"e04a5aea-7489-4b26-b1cb-52f4159433f8","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","A little","47%","46%","50%","48%","37%","50%","40%","33%","44%","52%","33%","50%","39%","56%","33%","0%","44%","49%","49%","36%","0%","0%","44%","53%","38%","50%","0%","100%","0%","11%","33%","47%","67%","83%","50%","35%","49%","58%","48%","44%","75%","56%","20%","40%","40%","49%","43%","50%","49%","44%","61%","40%","47%","41%","49%","52%","33%","40%","53%","38%","50%","47%","53%","36%","44%","58%"
"e04a5aea-7489-4b26-b1cb-52f4159433f8","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","Nothing at all","1%","0%","1%","1%","1%","1%","0%","1%","0%","1%","0%","0%","0%","1%","0%","0%","1%","0%","1%","0%","0%","0%","0%","0%","1%","2%","0%","0%","100%","0%","0%","0%","1%","2%","50%","0%","0%","2%","0%","1%","0%","0%","0%","0%","0%","0%","1%","1%","1%","0%","2%","0%","0%","0%","1%","1%","1%","0%","0%","1%","2%","0%","3%","0%","0%","1%"

"Question ID","Question Type","Question","Responses","All(923)","O1: 18-24 (103)","O1: 25-34 (183)","O1: 35-44 (166)","O1: 45-54 (163)","O1: 55+ (308)","O2: Asian (57)","O2: Black (135)","O2: Hispanic (61)","O2: White (619)","O2: Mixed (43)","O2: Other (8)","O3: Male (443)","O3: Female (461)","O3: Other (18)","O3: Prefer not to say (1)","O4: Democrat (324)","O4: Republican (253)","O4: Independant (335)","O4: Other (11)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (9)","O5: High school or GED (449)","O5: College / Bachelors degree (332)","O5: Masters/ PhD or equivalent (133)","O6: A lot (484)","O6: A little (434)","O6: Nothing at all (5)","O7: Almost every day (135)","O7: Once or twice a week (266)","O7: Once or twice a month (205)","O7: Only once or twice ever (177)","O7: Never (138)","O7: Do not know what an AI assistant is (2)","O8: More excited than concerned (279)","O8: Equally concerned and excited (408)","O8: More concerned than excited (236)","O9: Christian - Protestant (282)","O9: Christian - Catholic (144)","O9: Christian - Mormon (8)","O9: Jewish (16)","O9: Muslim (10)","O9: Hindu (5)","O9: Other (75)","Under 34 (286)","33-54 (329)","55+ (308)","O9: None - I do not identify with any religious group or faith (383)","Initial support (613)","Initial unsure (171)","Initial not support (102)","Christian (434)","Religious - non-christian (106)","Non-religious (383)","White (619)","Black (135)","Not white or black (169)","High school or less (458)","College / Bachelors degree (332)","Masters / PhD (133)","FInal support (711)","Final unsure (110)","Final don't support (61)","O10: Yes, the public should help to decide how AI assistants answer difficult questions (717)","O10: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions (206)"
"0695e280-e847-4b4c-a051-521ace4bbc94","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Almost every day","15%","18%","16%","15%","18%","11%","25%","18%","21%","13%","12%","13%","18%","11%","28%","0%","17%","18%","10%","0%","0%","0%","22%","11%","17%","19%","25%","3%","0%","100%","0%","0%","0%","0%","0%","23%","14%","6%","13%","19%","0%","13%","60%","20%","20%","17%","16%","11%","12%","17%","11%","12%","15%","23%","12%","13%","18%","20%","12%","17%","19%","16%","9%","13%","15%","12%"
"0695e280-e847-4b4c-a051-521ace4bbc94","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Once or twice a week","29%","24%","30%","25%","33%","29%","32%","36%","28%","27%","33%","0%","36%","23%","6%","100%","28%","29%","30%","9%","0%","0%","22%","25%","32%","35%","37%","21%","0%","0%","100%","0%","0%","0%","0%","41%","28%","17%","30%","33%","25%","31%","10%","80%","21%","28%","29%","29%","27%","31%","22%","26%","31%","25%","27%","27%","36%","29%","25%","32%","35%","30%","17%","30%","31%","23%"
"0695e280-e847-4b4c-a051-521ace4bbc94","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Once or twice a month","22%","28%","26%","24%","18%","19%","19%","18%","25%","23%","23%","25%","21%","23%","17%","0%","21%","19%","26%","27%","0%","0%","22%","23%","22%","20%","22%","22%","0%","0%","0%","100%","0%","0%","0%","23%","24%","19%","20%","22%","25%","13%","20%","0%","16%","27%","21%","19%","26%","23%","18%","23%","21%","15%","26%","23%","18%","22%","23%","22%","20%","22%","25%","23%","21%","25%"
"0695e280-e847-4b4c-a051-521ace4bbc94","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Only once or twice ever","19%","20%","16%","22%","18%","20%","21%","16%","15%","20%","16%","38%","16%","22%","22%","0%","18%","19%","20%","18%","0%","0%","22%","23%","18%","11%","12%","27%","20%","0%","0%","0%","100%","0%","0%","9%","21%","28%","22%","16%","50%","31%","10%","0%","23%","17%","20%","20%","17%","17%","25%","24%","20%","22%","17%","20%","16%","18%","23%","18%","11%","19%","20%","25%","19%","19%"
