"Name","CD1 - vax [pretest]"
"Title","Technology Policy"
"Date","September 20, 2023 at 09:00 PM (GMT)"
"Duration","17:44:46"
"Participants","54"
"Participant Limit","100"
"Total Screener Polls","10"
"Total Conversation Questions","12"


"Question ID","Question Type","Question","Responses","All(54)","O1: 18-24 (12)","O1: 25-34 (20)","O1: 33-44 (10)","O1: 45-54 (10)","O1: 55+ (2)","O2: Asian (8)","O2: Black (8)","O2: Hispanic (5)","O2: White (28)","O2: Mixed (4)","O2: Other (1)","O3: Male (21)","O3: Female (32)","O3: Other (1)","O3: Prefer not to say (0)","O4: Democrat (23)","O4: Republican (7)","O4: Independant (18)","O4: Other (6)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (0)","O5: High school or GED (19)","O5: College / Bachelors degree (28)","O5: Masters/ PhD or equivalent (7)","O6: A lot (21)","O6: A little (33)","O6: Nothing at all (0)","O7: Almost every day (6)","O7: Once or twice a week (9)","O7: Once or twice a month (5)","O7: Only once or twice ever (15)","O7: Never (19)","O7: Do not know what an AI assistant is (0)","O8: Yes, the public should help to decide how AI assistants answer difficult questions (43)","O8: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions (11)","O10: More excitedthan concerned (11)","O10: Equally concerned and excited (27)","O10: More concerned than excited (16)","O11: Christian - Protestant (14)","O11: Christian - Catholic (9)","Religious (32)","Not religious (22)","White (28)","Not white (26)","Under 34 (32)","33-54 (20)","55+ (2)","AI belief change (pess -> opt) (5)","O11: Christian - Mormon (0)","O11: Jewish (1)","O11: Muslim (1)","O11: Hindu (0)","O11: Other (7)","O11: None - I do not identify with any religious group or faith (22)"
"2402da7d-c36c-44d5-8059-efae7663ba48","Poll Single Select","What is your ethnicity?","White","52%","42%","35%","80%","60%","100%","0%","0%","0%","100%","0%","0%","52%","50%","100%","0%","43%","86%","56%","33%","0%","0%","0%","42%","61%","43%","52%","52%","0%","33%","33%","60%","67%","53%","0%","53%","45%","91%","41%","44%","29%","56%","44%","64%","100%","0%","38%","70%","100%","20%","0%","100%","0%","0%","57%","64%"
"2402da7d-c36c-44d5-8059-efae7663ba48","Poll Single Select","What is your ethnicity?","Mixed","7%","0%","20%","0%","0%","0%","0%","0%","0%","0%","100%","0%","5%","9%","0%","0%","9%","0%","6%","17%","0%","0%","0%","21%","0%","0%","5%","9%","0%","0%","0%","0%","13%","11%","0%","9%","0%","0%","7%","13%","0%","11%","6%","9%","0%","15%","13%","0%","0%","0%","0%","0%","0%","0%","14%","9%"
"2402da7d-c36c-44d5-8059-efae7663ba48","Poll Single Select","What is your ethnicity?","Other","2%","0%","0%","0%","10%","0%","0%","0%","0%","0%","0%","100%","0%","3%","0%","0%","0%","0%","0%","17%","0%","0%","0%","5%","0%","0%","5%","0%","0%","0%","0%","0%","0%","5%","0%","0%","9%","0%","0%","6%","7%","0%","3%","0%","0%","4%","0%","5%","0%","20%","0%","0%","0%","0%","0%","0%"

"Question ID","Question Type","Question","Responses","All(54)","O1: 18-24 (12)","O1: 25-34 (20)","O1: 33-44 (10)","O1: 45-54 (10)","O1: 55+ (2)","O2: Asian (8)","O2: Black (8)","O2: Hispanic (5)","O2: White (28)","O2: Mixed (4)","O2: Other (1)","O3: Male (21)","O3: Female (32)","O3: Other (1)","O3: Prefer not to say (0)","O4: Democrat (23)","O4: Republican (7)","O4: Independant (18)","O4: Other (6)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (0)","O5: High school or GED (19)","O5: College / Bachelors degree (28)","O5: Masters/ PhD or equivalent (7)","O6: A lot (21)","O6: A little (33)","O6: Nothing at all (0)","O7: Almost every day (6)","O7: Once or twice a week (9)","O7: Once or twice a month (5)","O7: Only once or twice ever (15)","O7: Never (19)","O7: Do not know what an AI assistant is (0)","O8: Yes, the public should help to decide how AI assistants answer difficult questions (43)","O8: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions (11)","O10: More excitedthan concerned (11)","O10: Equally concerned and excited (27)","O10: More concerned than excited (16)","O11: Christian - Protestant (14)","O11: Christian - Catholic (9)","Religious (32)","Not religious (22)","White (28)","Not white (26)","Under 34 (32)","33-54 (20)","55+ (2)","AI belief change (pess -> opt) (5)","O11: Christian - Mormon (0)","O11: Jewish (1)","O11: Muslim (1)","O11: Hindu (0)","O11: Other (7)","O11: None - I do not identify with any religious group or faith (22)"
"88cbd3ce-6aea-49c6-b06a-cee9fde24066","Poll Single Select","What gender do you identify with?","Male","39%","50%","55%","30%","10%","0%","13%","75%","40%","39%","25%","0%","100%","0%","0%","0%","39%","43%","39%","33%","0%","0%","0%","37%","39%","43%","52%","30%","0%","33%","56%","40%","47%","26%","0%","35%","55%","73%","33%","25%","43%","78%","44%","32%","39%","38%","53%","20%","0%","40%","0%","100%","0%","0%","0%","32%"
"88cbd3ce-6aea-49c6-b06a-cee9fde24066","Poll Single Select","What gender do you identify with?","Female","59%","50%","45%","60%","90%","100%","88%","25%","60%","57%","75%","100%","0%","100%","0%","0%","61%","57%","61%","50%","0%","0%","0%","63%","57%","57%","48%","67%","0%","67%","44%","60%","53%","68%","0%","63%","45%","27%","63%","75%","57%","22%","56%","64%","57%","62%","47%","75%","100%","60%","0%","0%","100%","0%","100%","64%"
"88cbd3ce-6aea-49c6-b06a-cee9fde24066","Poll Single Select","What gender do you identify with?","Other","2%","0%","0%","10%","0%","0%","0%","0%","0%","4%","0%","0%","0%","0%","100%","0%","0%","0%","0%","17%","0%","0%","0%","0%","4%","0%","0%","3%","0%","0%","0%","0%","0%","5%","0%","2%","0%","0%","4%","0%","0%","0%","0%","5%","4%","0%","0%","5%","0%","0%","0%","0%","0%","0%","0%","5%"
"88cbd3ce-6aea-49c6-b06a-cee9fde24066","Poll Single Select","What gender do you identify with?","Prefer not to say","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"

"Question ID","Question Type","Question","Responses","All(54)","O1: 18-24 (12)","O1: 25-34 (20)","O1: 33-44 (10)","O1: 45-54 (10)","O1: 55+ (2)","O2: Asian (8)","O2: Black (8)","O2: Hispanic (5)","O2: White (28)","O2: Mixed (4)","O2: Other (1)","O3: Male (21)","O3: Female (32)","O3: Other (1)","O3: Prefer not to say (0)","O4: Democrat (23)","O4: Republican (7)","O4: Independant (18)","O4: Other (6)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (0)","O5: High school or GED (19)","O5: College / Bachelors degree (28)","O5: Masters/ PhD or equivalent (7)","O6: A lot (21)","O6: A little (33)","O6: Nothing at all (0)","O7: Almost every day (6)","O7: Once or twice a week (9)","O7: Once or twice a month (5)","O7: Only once or twice ever (15)","O7: Never (19)","O7: Do not know what an AI assistant is (0)","O8: Yes, the public should help to decide how AI assistants answer difficult questions (43)","O8: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions (11)","O10: More excitedthan concerned (11)","O10: Equally concerned and excited (27)","O10: More concerned than excited (16)","O11: Christian - Protestant (14)","O11: Christian - Catholic (9)","Religious (32)","Not religious (22)","White (28)","Not white (26)","Under 34 (32)","33-54 (20)","55+ (2)","AI belief change (pess -> opt) (5)","O11: Christian - Mormon (0)","O11: Jewish (1)","O11: Muslim (1)","O11: Hindu (0)","O11: Other (7)","O11: None - I do not identify with any religious group or faith (22)"
"db333b6e-5ccb-49ef-be5c-1fe5a3ab7cc3","Poll Single Select","What political party do you most identify with?","Democrat","43%","50%","55%","30%","20%","50%","50%","63%","40%","36%","50%","0%","43%","44%","0%","0%","100%","0%","0%","0%","0%","0%","0%","42%","36%","71%","57%","33%","0%","50%","78%","40%","33%","32%","0%","44%","36%","27%","59%","25%","43%","11%","38%","50%","36%","50%","53%","25%","50%","40%","0%","100%","100%","0%","43%","50%"
"db333b6e-5ccb-49ef-be5c-1fe5a3ab7cc3","Poll Single Select","What political party do you most identify with?","Republican","13%","17%","5%","20%","20%","0%","0%","13%","0%","21%","0%","0%","14%","13%","0%","0%","0%","100%","0%","0%","0%","0%","0%","5%","18%","14%","14%","12%","0%","17%","11%","0%","7%","21%","0%","14%","9%","27%","4%","19%","7%","33%","16%","9%","21%","4%","9%","20%","0%","0%","0%","0%","0%","0%","14%","9%"
"db333b6e-5ccb-49ef-be5c-1fe5a3ab7cc3","Poll Single Select","What political party do you most identify with?","Independant","33%","25%","30%","40%","40%","50%","50%","13%","40%","36%","25%","0%","33%","34%","0%","0%","0%","0%","100%","0%","0%","0%","0%","32%","39%","14%","19%","42%","0%","33%","0%","60%","47%","32%","0%","33%","36%","45%","26%","38%","29%","44%","31%","36%","36%","31%","28%","40%","50%","40%","0%","0%","0%","0%","29%","36%"
"db333b6e-5ccb-49ef-be5c-1fe5a3ab7cc3","Poll Single Select","What political party do you most identify with?","Other","11%","8%","10%","10%","20%","0%","0%","13%","20%","7%","25%","100%","10%","9%","100%","0%","0%","0%","0%","100%","0%","0%","0%","21%","7%","0%","10%","12%","0%","0%","11%","0%","13%","16%","0%","9%","18%","0%","11%","19%","21%","11%","16%","5%","7%","15%","9%","15%","0%","20%","0%","0%","0%","0%","14%","5%"

"Question ID","Question Type","Question","Responses","All(54)","O1: 18-24 (12)","O1: 25-34 (20)","O1: 33-44 (10)","O1: 45-54 (10)","O1: 55+ (2)","O2: Asian (8)","O2: Black (8)","O2: Hispanic (5)","O2: White (28)","O2: Mixed (4)","O2: Other (1)","O3: Male (21)","O3: Female (32)","O3: Other (1)","O3: Prefer not to say (0)","O4: Democrat (23)","O4: Republican (7)","O4: Independant (18)","O4: Other (6)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (0)","O5: High school or GED (19)","O5: College / Bachelors degree (28)","O5: Masters/ PhD or equivalent (7)","O6: A lot (21)","O6: A little (33)","O6: Nothing at all (0)","O7: Almost every day (6)","O7: Once or twice a week (9)","O7: Once or twice a month (5)","O7: Only once or twice ever (15)","O7: Never (19)","O7: Do not know what an AI assistant is (0)","O8: Yes, the public should help to decide how AI assistants answer difficult questions (43)","O8: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions (11)","O10: More excitedthan concerned (11)","O10: Equally concerned and excited (27)","O10: More concerned than excited (16)","O11: Christian - Protestant (14)","O11: Christian - Catholic (9)","Religious (32)","Not religious (22)","White (28)","Not white (26)","Under 34 (32)","33-54 (20)","55+ (2)","AI belief change (pess -> opt) (5)","O11: Christian - Mormon (0)","O11: Jewish (1)","O11: Muslim (1)","O11: Hindu (0)","O11: Other (7)","O11: None - I do not identify with any religious group or faith (22)"
"4dbb316f-264b-4abb-a0f3-1ed9dba78628","Poll Single Select","What is your highest level of education?","No formal education","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"
"4dbb316f-264b-4abb-a0f3-1ed9dba78628","Poll Single Select","What is your highest level of education?","Elementary school","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"
"4dbb316f-264b-4abb-a0f3-1ed9dba78628","Poll Single Select","What is your highest level of education?","Middle school","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"
"4dbb316f-264b-4abb-a0f3-1ed9dba78628","Poll Single Select","What is your highest level of education?","High school or GED","35%","25%","40%","20%","60%","0%","0%","38%","60%","29%","100%","100%","33%","38%","0%","0%","35%","14%","33%","67%","0%","0%","0%","100%","0%","0%","48%","27%","0%","50%","33%","0%","40%","37%","0%","37%","27%","18%","37%","44%","21%","33%","34%","36%","29%","42%","34%","40%","0%","40%","0%","100%","0%","0%","57%","36%"
"4dbb316f-264b-4abb-a0f3-1ed9dba78628","Poll Single Select","What is your highest level of education?","College / Bachelors degree","52%","75%","35%","70%","40%","50%","75%","38%","40%","61%","0%","0%","52%","50%","100%","0%","43%","71%","61%","33%","0%","0%","0%","0%","100%","0%","33%","64%","0%","33%","44%","60%","60%","53%","0%","49%","64%","73%","41%","56%","57%","56%","50%","55%","61%","42%","50%","55%","50%","40%","0%","0%","0%","0%","43%","55%"
"4dbb316f-264b-4abb-a0f3-1ed9dba78628","Poll Single Select","What is your highest level of education?","Masters/ PhD or equivalent","13%","0%","25%","10%","0%","50%","25%","25%","0%","11%","0%","0%","14%","13%","0%","0%","22%","14%","6%","0%","0%","0%","0%","0%","0%","100%","19%","9%","0%","17%","22%","40%","0%","11%","0%","14%","9%","9%","22%","0%","21%","11%","16%","9%","11%","15%","16%","5%","50%","20%","0%","0%","100%","0%","0%","9%"

"Question ID","Question Type","Question","Responses","All(54)","O1: 18-24 (12)","O1: 25-34 (20)","O1: 33-44 (10)","O1: 45-54 (10)","O1: 55+ (2)","O2: Asian (8)","O2: Black (8)","O2: Hispanic (5)","O2: White (28)","O2: Mixed (4)","O2: Other (1)","O3: Male (21)","O3: Female (32)","O3: Other (1)","O3: Prefer not to say (0)","O4: Democrat (23)","O4: Republican (7)","O4: Independant (18)","O4: Other (6)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (0)","O5: High school or GED (19)","O5: College / Bachelors degree (28)","O5: Masters/ PhD or equivalent (7)","O6: A lot (21)","O6: A little (33)","O6: Nothing at all (0)","O7: Almost every day (6)","O7: Once or twice a week (9)","O7: Once or twice a month (5)","O7: Only once or twice ever (15)","O7: Never (19)","O7: Do not know what an AI assistant is (0)","O8: Yes, the public should help to decide how AI assistants answer difficult questions (43)","O8: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions (11)","O10: More excitedthan concerned (11)","O10: Equally concerned and excited (27)","O10: More concerned than excited (16)","O11: Christian - Protestant (14)","O11: Christian - Catholic (9)","Religious (32)","Not religious (22)","White (28)","Not white (26)","Under 34 (32)","33-54 (20)","55+ (2)","AI belief change (pess -> opt) (5)","O11: Christian - Mormon (0)","O11: Jewish (1)","O11: Muslim (1)","O11: Hindu (0)","O11: Other (7)","O11: None - I do not identify with any religious group or faith (22)"
"3d6ed798-50ef-44ce-9b30-5e1eedef1a7c","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","A lot","39%","42%","40%","20%","50%","50%","25%","75%","0%","39%","25%","100%","52%","31%","0%","0%","52%","43%","22%","33%","0%","0%","0%","53%","25%","57%","100%","0%","0%","100%","56%","40%","40%","11%","0%","37%","45%","45%","44%","25%","43%","22%","41%","36%","39%","38%","41%","35%","50%","60%","0%","100%","100%","0%","43%","36%"
"3d6ed798-50ef-44ce-9b30-5e1eedef1a7c","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","A little","61%","58%","60%","80%","50%","50%","75%","25%","100%","61%","75%","0%","48%","69%","100%","0%","48%","57%","78%","67%","0%","0%","0%","47%","75%","43%","0%","100%","0%","0%","44%","60%","60%","89%","0%","63%","55%","55%","56%","75%","57%","78%","59%","64%","61%","62%","59%","65%","50%","40%","0%","0%","0%","0%","57%","64%"
"3d6ed798-50ef-44ce-9b30-5e1eedef1a7c","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","Nothing at all","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"

"Question ID","Question Type","Question","Responses","All(54)","O1: 18-24 (12)","O1: 25-34 (20)","O1: 33-44 (10)","O1: 45-54 (10)","O1: 55+ (2)","O2: Asian (8)","O2: Black (8)","O2: Hispanic (5)","O2: White (28)","O2: Mixed (4)","O2: Other (1)","O3: Male (21)","O3: Female (32)","O3: Other (1)","O3: Prefer not to say (0)","O4: Democrat (23)","O4: Republican (7)","O4: Independant (18)","O4: Other (6)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (0)","O5: High school or GED (19)","O5: College / Bachelors degree (28)","O5: Masters/ PhD or equivalent (7)","O6: A lot (21)","O6: A little (33)","O6: Nothing at all (0)","O7: Almost every day (6)","O7: Once or twice a week (9)","O7: Once or twice a month (5)","O7: Only once or twice ever (15)","O7: Never (19)","O7: Do not know what an AI assistant is (0)","O8: Yes, the public should help to decide how AI assistants answer difficult questions (43)","O8: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions (11)","O10: More excitedthan concerned (11)","O10: Equally concerned and excited (27)","O10: More concerned than excited (16)","O11: Christian - Protestant (14)","O11: Christian - Catholic (9)","Religious (32)","Not religious (22)","White (28)","Not white (26)","Under 34 (32)","33-54 (20)","55+ (2)","AI belief change (pess -> opt) (5)","O11: Christian - Mormon (0)","O11: Jewish (1)","O11: Muslim (1)","O11: Hindu (0)","O11: Other (7)","O11: None - I do not identify with any religious group or faith (22)"
"6d09473b-41d4-4982-8aef-8639cbbd3726","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Almost every day","11%","8%","10%","0%","30%","0%","0%","50%","0%","7%","0%","0%","10%","13%","0%","0%","13%","14%","11%","0%","0%","0%","0%","16%","7%","14%","29%","0%","0%","100%","0%","0%","0%","0%","0%","12%","9%","18%","15%","0%","21%","0%","13%","9%","7%","15%","9%","15%","0%","20%","0%","0%","0%","0%","14%","9%"
"6d09473b-41d4-4982-8aef-8639cbbd3726","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Once or twice a week","17%","17%","20%","30%","0%","0%","38%","25%","20%","11%","0%","0%","24%","13%","0%","0%","30%","14%","0%","17%","0%","0%","0%","16%","14%","29%","24%","12%","0%","0%","100%","0%","0%","0%","0%","21%","0%","18%","22%","6%","14%","0%","13%","23%","11%","23%","19%","15%","0%","0%","0%","100%","100%","0%","0%","23%"
"6d09473b-41d4-4982-8aef-8639cbbd3726","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Once or twice a month","9%","17%","5%","20%","0%","0%","13%","13%","0%","11%","0%","0%","10%","9%","0%","0%","9%","0%","17%","0%","0%","0%","0%","0%","11%","29%","10%","9%","0%","0%","0%","100%","0%","0%","0%","7%","18%","9%","15%","0%","21%","11%","13%","5%","11%","8%","9%","10%","0%","20%","0%","0%","0%","0%","0%","5%"
"6d09473b-41d4-4982-8aef-8639cbbd3726","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Only once or twice ever","28%","25%","35%","20%","20%","50%","25%","0%","20%","36%","50%","0%","33%","25%","0%","0%","22%","14%","39%","33%","0%","0%","0%","32%","32%","0%","29%","27%","0%","0%","0%","0%","100%","0%","0%","23%","45%","36%","19%","38%","7%","33%","25%","32%","36%","19%","31%","20%","50%","20%","0%","0%","0%","0%","57%","32%"
"6d09473b-41d4-4982-8aef-8639cbbd3726","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Never","35%","33%","30%","30%","50%","50%","25%","13%","60%","36%","50%","100%","24%","41%","100%","0%","26%","57%","33%","50%","0%","0%","0%","37%","36%","29%","10%","52%","0%","0%","0%","0%","0%","100%","0%","37%","27%","18%","30%","56%","36%","56%","38%","32%","36%","35%","31%","40%","50%","40%","0%","0%","0%","0%","29%","32%"
"6d09473b-41d4-4982-8aef-8639cbbd3726","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Do not know what an AI assistant is","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"

