,id,prompt_type,prompt template,model,subject,agent_opinion_list,prompt,response,full_response,STEP 1,STEP 2,STEP 3,STEP 4,time,query_type,comment
10,6,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- This will cause small businesses to go out of business."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- This will cause small businesses to go out of business."" Would they agree with this: ""Raising the minimum wage is a crucial step in addressing income inequality and ensuring employees receive a livable wage, but the increase should be gradual and consider the potential impacts on small businesses and the adoption of automation in industries with unskilled workers.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,,,,,2023-09-13-11:05:35,query2,"Raising the minimum wage is a crucial step in addressing income inequality and ensuring employees receive a livable wage, but the increase should be gradual and consider the potential impacts on small businesses and the adoption of automation in industries with unskilled workers."
11,47,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- I agree. The small business will need to make poverty fashionable"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- I agree. The small business will need to make poverty fashionable"" Would they agree with this: ""Raising the minimum wage is a crucial step in addressing income inequality and ensuring employees receive a livable wage, but the increase should be gradual and consider the potential impacts on small businesses and the adoption of automation in industries with unskilled workers.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,,,,,2023-09-13-11:05:36,query2,"Raising the minimum wage is a crucial step in addressing income inequality and ensuring employees receive a livable wage, but the increase should be gradual and consider the potential impacts on small businesses and the adoption of automation in industries with unskilled workers."
12,12,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- $15 min wage will lead to inflation. Higher income population is penalized for this reason and therefore I don't think it is fair."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- $15 min wage will lead to inflation. Higher income population is penalized for this reason and therefore I don't think it is fair."" Would they agree with this: ""Raising the minimum wage is a crucial step in addressing income inequality and ensuring employees receive a livable wage, but the increase should be gradual and consider the potential impacts on small businesses and the adoption of automation in industries with unskilled workers.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,,,,,2023-09-13-11:05:38,query2,"Raising the minimum wage is a crucial step in addressing income inequality and ensuring employees receive a livable wage, but the increase should be gradual and consider the potential impacts on small businesses and the adoption of automation in industries with unskilled workers."
13,110,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- Guaranteed minimum income! Remove all the specific programs!"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- Guaranteed minimum income! Remove all the specific programs!"" Would they agree with this: ""Raising the minimum wage is a crucial step in addressing income inequality and ensuring employees receive a livable wage, but the increase should be gradual and consider the potential impacts on small businesses and the adoption of automation in industries with unskilled workers.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,DISAGREE,,,,,2023-09-13-11:05:39,query2,"Raising the minimum wage is a crucial step in addressing income inequality and ensuring employees receive a livable wage, but the increase should be gradual and consider the potential impacts on small businesses and the adoption of automation in industries with unskilled workers."
14,28,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- It's possible benefits may be cut in exchange for higher wages, along with other benefits. Worth it?"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- It's possible benefits may be cut in exchange for higher wages, along with other benefits. Worth it?"" Would they agree with this: ""Raising the minimum wage is a crucial step in addressing income inequality and ensuring employees receive a livable wage, but the increase should be gradual and consider the potential impacts on small businesses and the adoption of automation in industries with unskilled workers.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,,,,,2023-09-13-11:05:41,query2,"Raising the minimum wage is a crucial step in addressing income inequality and ensuring employees receive a livable wage, but the increase should be gradual and consider the potential impacts on small businesses and the adoption of automation in industries with unskilled workers."
15,15,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- Minimum wage will not just lead to robots. Minimum wage will lead to unionized robots. And that's a good thing."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- Minimum wage will not just lead to robots. Minimum wage will lead to unionized robots. And that's a good thing."" Would they agree with this: ""Raising the minimum wage is a crucial step in addressing income inequality and ensuring employees receive a livable wage, but the increase should be gradual and consider the potential impacts on small businesses and the adoption of automation in industries with unskilled workers.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,,,,,2023-09-13-11:05:42,query2,"Raising the minimum wage is a crucial step in addressing income inequality and ensuring employees receive a livable wage, but the increase should be gradual and consider the potential impacts on small businesses and the adoption of automation in industries with unskilled workers."
16,96,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- Higher wages makes it super hard for small businesses to survive.  In effect, mom and pop coffee shops with disappear."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- Higher wages makes it super hard for small businesses to survive.  In effect, mom and pop coffee shops with disappear."" Would they agree with this: ""Raising the minimum wage is a crucial step in addressing income inequality and ensuring employees receive a livable wage, but the increase should be gradual and consider the potential impacts on small businesses and the adoption of automation in industries with unskilled workers.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,,,,,2023-09-13-11:05:43,query2,"Raising the minimum wage is a crucial step in addressing income inequality and ensuring employees receive a livable wage, but the increase should be gradual and consider the potential impacts on small businesses and the adoption of automation in industries with unskilled workers."
17,5989,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- the minimum wage should $25 per hour"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- the minimum wage should $25 per hour"" Would they agree with this: ""Raising the minimum wage is a crucial step in addressing income inequality and ensuring employees receive a livable wage, but the increase should be gradual and consider the potential impacts on small businesses and the adoption of automation in industries with unskilled workers.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,,,,,2023-09-13-11:05:45,query2,"Raising the minimum wage is a crucial step in addressing income inequality and ensuring employees receive a livable wage, but the increase should be gradual and consider the potential impacts on small businesses and the adoption of automation in industries with unskilled workers."
18,0,basic_explain_common_ground,"Below is a list of people with various opinions on a topic. Follow the following steps: 
            1. Determine what topic they are discussing. What are the key axes of disagreement here?
            2. For each person, give them a number and write down what their main beliefs are, and how they compare to the crowd. 
            3. Reflect on which opinions are commonly held and which opinions are less commonly held. Where might people find common ground? 
            4. Write a single specific statement that the most possible people would agree with. You should try to find common ground among the different opinions. But also, the statement you generate should not be wishy-washy: it should represent a single specific viewpoint on the topic. It should sound like an opinionated statement one of the people in the list would make.
{agent_opinion_list}
This concludes the list of people, now start following the steps. Your output should be a Python dictionary with key-val pairs:{{""STEP 1"": """"""<writing for step 1>"""""", ""STEP 2"": """"""<writing for step 2>"""""", ""STEP 3"":, """"""<writing for step 3>"""""", ""STEP 4"": """"""<writing for step 4>"""""".}} Output only the Python dict and nothing else.",gpt-4-0314,basic_explain_common_ground,"- Person who believes the following 1 things: (1) Reactionary liberal trash. Doesn't solve the problem. It's a systemic problem and this solution is like a band aid on a broken leg. 
- Person who believes the following 1 things: (1) Guaranteed minimum income! Remove all the specific programs! ","Below is a list of people with various opinions on a topic. Follow the following steps: 
            1. Determine what topic they are discussing. What are the key axes of disagreement here?
            2. For each person, give them a number and write down what their main beliefs are, and how they compare to the crowd. 
            3. Reflect on which opinions are commonly held and which opinions are less commonly held. Where might people find common ground? 
            4. Write a single specific statement that the most possible people would agree with. You should try to find common ground among the different opinions. But also, the statement you generate should not be wishy-washy: it should represent a single specific viewpoint on the topic. It should sound like an opinionated statement one of the people in the list would make.
- Person who believes the following 1 things: (1) Reactionary liberal trash. Doesn't solve the problem. It's a systemic problem and this solution is like a band aid on a broken leg. 
- Person who believes the following 1 things: (1) Guaranteed minimum income! Remove all the specific programs! 
This concludes the list of people, now start following the steps. Your output should be a Python dictionary with key-val pairs:{""STEP 1"": """"""<writing for step 1>"""""", ""STEP 2"": """"""<writing for step 2>"""""", ""STEP 3"":, """"""<writing for step 3>"""""", ""STEP 4"": """"""<writing for step 4>"""""".} Output only the Python dict and nothing else.",Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.,"{""STEP 1"": ""The topic being discussed is about social welfare programs and their effectiveness, specifically the idea of a guaranteed minimum income and whether or not it would be better than specific programs. The key axes of disagreement are the effectiveness of current social welfare programs and whether the implementation of a guaranteed minimum income can address systemic issues."", ""STEP 2"": ""Person 1: Believes that the current social welfare programs are reactionary and don't solve the underlying systemic issues, comparing the solutions to a 'band-aid on a broken leg.' Person 2: Supports the idea of a guaranteed minimum income, implying that it would be more effective than specific social welfare programs, and wants to remove those individual programs in favor of the guaranteed minimum income."", ""STEP 3"": ""The common ground between these two opinions is the dissatisfaction with the current social welfare programs. Both believe that they are not solving underlying systemic issues, but they disagree on the solution to tackle these issues."", ""STEP 4"": ""Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.""}","The topic being discussed is about social welfare programs and their effectiveness, specifically the idea of a guaranteed minimum income and whether or not it would be better than specific programs. The key axes of disagreement are the effectiveness of current social welfare programs and whether the implementation of a guaranteed minimum income can address systemic issues.","Person 1: Believes that the current social welfare programs are reactionary and don't solve the underlying systemic issues, comparing the solutions to a 'band-aid on a broken leg.' Person 2: Supports the idea of a guaranteed minimum income, implying that it would be more effective than specific social welfare programs, and wants to remove those individual programs in favor of the guaranteed minimum income.","The common ground between these two opinions is the dissatisfaction with the current social welfare programs. Both believe that they are not solving underlying systemic issues, but they disagree on the solution to tackle these issues.",Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.,2023-09-13-11:06:32,query1,
19,215,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- Businesses, small or large, shouldn't be able to pay workers anything below a livable wage. Why should we subsidize businesses that depend on inadequate wages? If a business's product is good, then this shouldn't be a challenge."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- Businesses, small or large, shouldn't be able to pay workers anything below a livable wage. Why should we subsidize businesses that depend on inadequate wages? If a business's product is good, then this shouldn't be a challenge."" Would they agree with this: ""Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,,,,,2023-09-13-11:06:34,query2,Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.
20,85,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- It's just going to speed up the adoption of robotics in industries with unskilled or low-skilled workers."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- It's just going to speed up the adoption of robotics in industries with unskilled or low-skilled workers."" Would they agree with this: ""Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,,,,,2023-09-13-11:06:35,query2,Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.
21,33,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- Reactionary liberal trash. Doesn't solve the problem. It's a systemic problem and this solution is like a band aid on a broken leg."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- Reactionary liberal trash. Doesn't solve the problem. It's a systemic problem and this solution is like a band aid on a broken leg."" Would they agree with this: ""Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,,,,,2023-09-13-11:06:37,query2,Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.
22,14,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- Good move. Will boost econy here"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- Good move. Will boost econy here"" Would they agree with this: ""Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,DISAGREE,,,,,2023-09-13-11:06:39,query2,Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.
23,55,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- Something needs to be done to address income inequality and this is a good if imperfect start"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- Something needs to be done to address income inequality and this is a good if imperfect start"" Would they agree with this: ""Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,,,,,2023-09-13-11:06:40,query2,Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.
24,92,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- One step towards a world where a basic minimum income will be the way developed nations must function as the need for human workers collapses vs populace that ""needs a job."""" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- One step towards a world where a basic minimum income will be the way developed nations must function as the need for human workers collapses vs populace that ""needs a job."""" Would they agree with this: ""Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,,,,,2023-09-13-11:06:42,query2,Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.
25,56,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- This is something that will impact SMB who cannot afford paying 15$/hour wage"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- This is something that will impact SMB who cannot afford paying 15$/hour wage"" Would they agree with this: ""Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,,,,,2023-09-13-11:06:43,query2,Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.
26,52,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- It's so high that it will definitely cost some needy people their jobs."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- It's so high that it will definitely cost some needy people their jobs."" Would they agree with this: ""Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,,,,,2023-09-13-11:06:44,query2,Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.
27,63,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- This is cool! I say hike it up to $20"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- This is cool! I say hike it up to $20"" Would they agree with this: ""Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,DISAGREE,,,,,2023-09-13-11:06:46,query2,Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.
28,6,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- This will cause small businesses to go out of business."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- This will cause small businesses to go out of business."" Would they agree with this: ""Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,DISAGREE,,,,,2023-09-13-11:06:48,query2,Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.
29,47,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- I agree. The small business will need to make poverty fashionable"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- I agree. The small business will need to make poverty fashionable"" Would they agree with this: ""Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,,,,,2023-09-13-11:06:48,query2,Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.
30,12,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- $15 min wage will lead to inflation. Higher income population is penalized for this reason and therefore I don't think it is fair."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- $15 min wage will lead to inflation. Higher income population is penalized for this reason and therefore I don't think it is fair."" Would they agree with this: ""Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,DISAGREE,,,,,2023-09-13-11:06:49,query2,Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.
31,110,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- Guaranteed minimum income! Remove all the specific programs!"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- Guaranteed minimum income! Remove all the specific programs!"" Would they agree with this: ""Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,,,,,2023-09-13-11:06:51,query2,Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.
32,28,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- It's possible benefits may be cut in exchange for higher wages, along with other benefits. Worth it?"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- It's possible benefits may be cut in exchange for higher wages, along with other benefits. Worth it?"" Would they agree with this: ""Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,,,,,2023-09-13-11:06:53,query2,Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.
33,15,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- Minimum wage will not just lead to robots. Minimum wage will lead to unionized robots. And that's a good thing."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- Minimum wage will not just lead to robots. Minimum wage will lead to unionized robots. And that's a good thing."" Would they agree with this: ""Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,,,,,2023-09-13-11:06:55,query2,Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.
34,96,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- Higher wages makes it super hard for small businesses to survive.  In effect, mom and pop coffee shops with disappear."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- Higher wages makes it super hard for small businesses to survive.  In effect, mom and pop coffee shops with disappear."" Would they agree with this: ""Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,,,,,2023-09-13-11:06:57,query2,Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.
35,5989,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- the minimum wage should $25 per hour"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- the minimum wage should $25 per hour"" Would they agree with this: ""Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,,,,,2023-09-13-11:07:00,query2,Our current social welfare programs are failing to address the systemic issues that give rise to the need for these supports in the first place.
