,timestamp,datetime,comment-id,author-id,agrees,disagrees,moderated,comment-body
15,1518492278786,Tue Feb 13 10:24:38 WIB 2018,880,1686,1,0,-1,Growth is being pushed. Adequate roads are necessary to go along with growth.
16,1518492278745,Tue Feb 13 10:24:38 WIB 2018,879,1669,1,0,-1,We need a noise ordinance for the county
17,1518491997187,Tue Feb 13 10:19:57 WIB 2018,878,1685,34,10,1,"Install a ""train"" sign visible from the Nashville, Industrial & Russellville road entrances to reroute traffic when a trains are crossing."
18,1518491937425,Tue Feb 13 10:18:57 WIB 2018,877,1669,1,0,-1,Bowling Green needs rental assistance.
19,1518490985215,Tue Feb 13 10:03:05 WIB 2018,876,1652,1,0,-1,"Older apartment complexes deteriorate.  Creates blighted areas, crime increases.  Stricter Landlord/Tenant rules needed!"
20,1518490830990,Tue Feb 13 10:00:30 WIB 2018,875,1652,66,18,1,Older neighborhoods change from owner occupied to rental.  Deterioration occurs.  Stronger landlord/tenant laws needed!
21,1518490495817,Tue Feb 13 09:54:55 WIB 2018,874,0,61,5,1,Cable TV providers should include all local channels.
22,1518490191928,Tue Feb 13 09:49:51 WIB 2018,873,1649,1,0,-1,"Cable TV is pitiful - way too expensive and not including ""local"" channels."
23,1518490150831,Tue Feb 13 09:49:10 WIB 2018,872,1649,86,8,1,We need faster internet service.
24,1518490045720,Tue Feb 13 09:47:25 WIB 2018,871,1649,33,39,1,Emphasize that ALL immigrants should learn and speak ENGLLISH.
25,1518490010823,Tue Feb 13 09:46:50 WIB 2018,870,1649,121,9,1,Provide accessible transportation for seniors that have difficulty driving
26,1518489930837,Tue Feb 13 09:45:30 WIB 2018,869,1649,95,7,1,Insist that schools at all levels have daily physical activity  for all students to help combat the childhood obesity crisis.
27,1518489789862,Tue Feb 13 09:43:09 WIB 2018,868,1649,57,22,1,Provide regular and affordable daily transport to Nashville Airport from Bowling Green.
28,1518489732860,Tue Feb 13 09:42:12 WIB 2018,867,1649,12,21,1,Raise drivers license from 16 to 18 and IMPROVE DRIVERS ED CLASSES in High schools  Believe me they are pitiful.
29,1518489612145,Tue Feb 13 09:40:12 WIB 2018,866,1654,32,13,1,A round about would be the best solution to improve traffic flow on Fairview Ave at Keriakes Park.
30,1518488616639,Tue Feb 13 09:23:36 WIB 2018,865,1651,1,0,-1,Older neighborhoods change from owner occupied to rentals.  Deterioration occurs.  Stronger landlord/tenant rules needed!
31,1518488041193,Tue Feb 13 09:14:01 WIB 2018,864,1651,1,0,-1,Older neighborhoods change from owner occupied to rentals.  Neighborhoods deteriorate as a result.  Improved landlord/tenant rules needed!
32,1518487338416,Tue Feb 13 09:02:18 WIB 2018,863,1646,35,10,1,"SNAP grants for neighborhood improvements should be available in Warren County, not just in the city."
33,1518486343584,Tue Feb 13 08:45:43 WIB 2018,862,0,14,14,1,Both school districts shamefully manipulate low economic status parents to gain Title I funding. It should stop.
34,1518486217201,Tue Feb 13 08:43:37 WIB 2018,861,1640,37,20,1,Hawaii outlaws billboards tokeep the landscape from being blocked I would love to see Bowling Green billboard free
35,1518486146375,Tue Feb 13 08:42:26 WIB 2018,860,1638,90,15,1,New buildings should not be built right up to the sidewalk to inhibit seeing around corners when driving.
36,1518485435056,Tue Feb 13 08:30:35 WIB 2018,859,1631,64,12,1,Street lights should be required on residential streets in town. Too many dark corners.
37,1518485404820,Tue Feb 13 08:30:04 WIB 2018,858,1631,28,32,1,A private (catholic) high school would be beneficial to all.
38,1518485108117,Tue Feb 13 08:25:08 WIB 2018,857,853,24,6,1,"BG's Kummer Little gym is open limited hours for indoor track. On other hand, County has new gyms that are open lots of hrs. Inequitable."
39,1518483982260,Tue Feb 13 08:06:22 WIB 2018,856,1626,1,0,-1,Complete the Greenways an continue focusing tax revenue on keeping our community clean an healthy!
40,1518483227478,Tue Feb 13 07:53:47 WIB 2018,855,1624,1,0,-1,More awareness of the cultural opportunities in BG -- such as SKYPAC and the Capitol. Cool things for everyone!
41,1518482758331,Tue Feb 13 07:45:58 WIB 2018,854,1621,1,0,-1,"MORE EFFECTIVE INTERNET OPTIONS, AINT NOBODY GOT TIME FOR LESS THAN TWO OPTIONS, THAT STUFF BE WACK, YO."
42,1518482630171,Tue Feb 13 07:43:50 WIB 2018,853,1611,1,0,-1,"SKyPAC should work hard to attract musical acts for 25 - 50 crowd...new acts, play off numerous Nashville dates of many artists."
43,1518482532669,Tue Feb 13 07:42:12 WIB 2018,852,1611,1,0,-1,The city should consider burying power lines wherever possible.
44,1518482510596,Tue Feb 13 07:41:50 WIB 2018,851,1611,1,0,-1,Incentives should be provided for unique redevelopment of dated properties on the bypass.
45,1518482436290,Tue Feb 13 07:40:36 WIB 2018,850,1611,102,12,1,We must ensure historic preservation codes are properly enforced in our historic districts; lack of consistency erodes our unique aesthetic.
46,1518482256753,Tue Feb 13 07:37:36 WIB 2018,849,1611,1,0,-1,"We must preserve and protect our historic buildings and neighborhoods, especially as new developments continue in the downtown area."
47,1518482095869,Tue Feb 13 07:34:55 WIB 2018,848,0,41,15,1,More parking for Fountain Square to become a pedestrian zone.
48,1518482063887,Tue Feb 13 07:34:23 WIB 2018,847,1608,46,29,1,"Build parking garage behind Spencer’s, remove some parking from Ft. Square. Add a green space on top of garage! Soccer field or rooftop food"
49,1518481980862,Tue Feb 13 07:33:00 WIB 2018,846,1009,55,5,1,Solving the drug crisis should not mean people with health problems/injuries have to suffer with severe pain.
50,1518481960447,Tue Feb 13 07:32:40 WIB 2018,845,1608,1,0,-1,"Let’s beautify the waterfront and bring in great artists! Nashville full of talent,  just down the road. Updates will attract talent/culture"
51,1518481843811,Tue Feb 13 07:30:43 WIB 2018,844,1608,55,10,1,Support more local chefs and brewers! White Squirrel is fantastic and I want to see more of it in BG!
52,1518481789845,Tue Feb 13 07:29:49 WIB 2018,843,1608,1,0,-1,"So many beautiful buildings on the fountain square...update, add residential space, more parking for ft square to become pedestrian zone"
53,1518481663038,Tue Feb 13 07:27:43 WIB 2018,842,1608,1,0,-1,"Update and beautify and expand! Need to support small business, bring in fiber, federalize renters rights, fix the traffic jams, concerts!!"
54,1518481466510,Tue Feb 13 07:24:26 WIB 2018,841,853,1,0,-1,Bowling Green & Warren County need more affordable housing options not more luxury or upscale housing.
55,1518481231075,Tue Feb 13 07:20:31 WIB 2018,840,1222,12,19,1,"Kentucky and Adams streets should be two-way roads. Adams St. should be zoned commercial, and Kentucky St. should be zoned residential."
56,1518480596959,Tue Feb 13 07:09:56 WIB 2018,839,1607,98,18,1,Need term limits for all local elected officiałs
57,1518478730683,Tue Feb 13 06:38:50 WIB 2018,838,1603,1,0,-1,"Bowling Green needs more services for the homeless.  Shelter, soup kitchen, clothing ect."
58,1518478672588,Tue Feb 13 06:37:52 WIB 2018,837,1603,1,0,-1,Bowling Green needs a homeless shelter.
59,1518477937391,Tue Feb 13 06:25:37 WIB 2018,836,854,1,0,-1,A couple of indoor swimming pools that seniors can use and that are heated
60,1518477521729,Tue Feb 13 06:18:41 WIB 2018,835,1601,1,0,-1,The driving conditions on the 31-W bypass are very poor and need to be changed.
61,1518476361244,Tue Feb 13 05:59:21 WIB 2018,834,1534,45,44,1,"Support non-public (or public charter) school choice options, and make choice viable for families of ALL income levels."
62,1518476201541,Tue Feb 13 05:56:41 WIB 2018,833,1592,1,0,-1,Bowling Green should become a Metro.
63,1518476047543,Tue Feb 13 05:54:07 WIB 2018,832,1592,74,18,1,There are not enough family-centered activities to do down town.
64,1518475791279,Tue Feb 13 05:49:51 WIB 2018,831,1592,1,0,-1,Bowling Green needs to improve driving conditions on the 31-W bypass.
65,1518475571199,Tue Feb 13 05:46:11 WIB 2018,830,1590,1,0,-1,Know who all your neighbors are
66,1518475086129,Tue Feb 13 05:38:06 WIB 2018,829,1578,1,0,-1,We need high speed internet options available in the county besides satellite internet!!
67,1518475059716,Tue Feb 13 05:37:39 WIB 2018,828,1575,51,27,1,"The Public Library ""Internet Café"" has become a hangout for the homeless, and this has become an issue the community has chosen to ignore."
68,1518475033227,Tue Feb 13 05:37:13 WIB 2018,827,1560,91,13,1,Police should not focus on Public Intoxication charges for people walking home. We should encourage people to walk -- not drive drunk.
69,1518474926111,Tue Feb 13 05:35:26 WIB 2018,826,1560,1,0,-1,"City needs to focus on maintaining businesses downtown rather than encouraging new development. Help local business, bring downtown back."
70,1518474536544,Tue Feb 13 05:28:56 WIB 2018,825,188,51,58,1,Parents should be able to send their kids to the school district of their choice no matter where they live in Bowling Green/Warren County.
71,1518474189717,Tue Feb 13 05:23:09 WIB 2018,824,1560,44,14,1,"BGPD needs to work toward community policing, where cops patrol the neighborhoods they live in. Stop incentivizing cops to live in suburbs"
72,1518473889378,Tue Feb 13 05:18:09 WIB 2018,823,1560,1,0,-1,Bowling Green (and KY) need the same protection of renters as other states. (Only KY and one other state don't have URLTA laws!)
73,1518473805239,Tue Feb 13 05:16:45 WIB 2018,822,1560,127,9,1,Fines and other enforcement actions should be taken against landlords who don't keep up with their properties.
74,1518473762004,Tue Feb 13 05:16:02 WIB 2018,821,1560,80,12,1,Low-income areas should get beautification money -- not the wealthy who can afford it themselves.
75,1518473732275,Tue Feb 13 05:15:32 WIB 2018,820,1560,70,12,1,"Locally owned, small businesses should get incentives and assistance -- not chains and outside investors."
76,1518473690840,Tue Feb 13 05:14:50 WIB 2018,819,1560,58,18,1,City officials need to spread resources across city and not just focus on wealthy neighborhoods. Low-income areas of city are ignored.
77,1518473323511,Tue Feb 13 05:08:43 WIB 2018,818,1560,1,0,-1,Bowling Green needs to protect renters. Even educated renters get stuck in leases where they can be evicted in mere days. Pass URLTA rules
78,1518472965748,Tue Feb 13 05:02:45 WIB 2018,817,428,1,0,-1,Drivers Education classes should be required for new drivers before you can get a permit or license.
79,1518472819088,Tue Feb 13 05:00:19 WIB 2018,816,1560,106,22,1,Businesses and multi-family dwellings should be required to offer and use recycling services.
80,1518472794649,Tue Feb 13 04:59:54 WIB 2018,815,1560,88,19,1,"Recycling services need to be improved and modernized. Current contractor uses outdated equipment, services are messy, company unresponsive."
81,1518472012208,Tue Feb 13 04:46:52 WIB 2018,814,1343,1,0,-1,"Museums would be beneficial to BG/Warren County residents, and also bring in tourists from surrounding counties."
82,1518471567734,Tue Feb 13 04:39:27 WIB 2018,813,833,53,7,1,City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow
83,1518471448394,Tue Feb 13 04:37:28 WIB 2018,812,1562,1,0,-1,Take better care of senior citizens. WRECC needs to reduce rates. Get rid of Spectrum- rates too high for seniors.
84,1518471140290,Tue Feb 13 04:32:20 WIB 2018,811,1543,1,0,-1,"Poor Planning over recent years - 3 corners of 31W & Scottsville Rd intersection, allowed development instead of adding turn lanes."
85,1518470419142,Tue Feb 13 04:20:19 WIB 2018,810,0,41,18,1,"Judge/prosecutors should not let influential family of victim push extraordinarily harsh sentences & create more victims, ruined young lives"
86,1518470151530,Tue Feb 13 04:15:51 WIB 2018,809,0,44,14,1,Better/more mass media choices available.
87,1518469976429,Tue Feb 13 04:12:56 WIB 2018,808,1552,1,0,-1,Infrastructure/ traffic flow considerations needs attention. Better/more  mass media choices available.
88,1518469885221,Tue Feb 13 04:11:25 WIB 2018,807,1530,72,28,1,More walking/nature trails in our sports-centric parks. Have certain hours where walkers can enjoy the beauty of Paul Walker Golf Course.
89,1518467873324,Tue Feb 13 03:37:53 WIB 2018,795,1527,1,0,-1,no specific comments
90,1518469652133,Tue Feb 13 04:07:32 WIB 2018,806,1549,1,0,-1,NEED A NEW CABLE SYSTEM
91,1518469326295,Tue Feb 13 04:02:06 WIB 2018,805,1543,41,17,1,"Scottsville Rd should be 4+ lanes between I-65 & Lovers Lane, get rid of the service Rd."
92,1518469074378,Tue Feb 13 03:57:54 WIB 2018,804,1491,32,11,1,"Access Rd, east side of Scottsville Rd. in shopping dist causes congestion. Give right of way to access road or cross streets, not a mix!"
93,1518469041983,Tue Feb 13 03:57:21 WIB 2018,803,1542,15,6,1,Traffic flow on Cavemill Rd during peek hours (3pm - 5pm)
94,1518468939924,Tue Feb 13 03:55:39 WIB 2018,802,1542,1,0,-1,"The entrance to Natcher Elementary and Cavemill Rd should consider putting a ""red / green"" light there between the hours of 3:30-4:30."
95,1518468740352,Tue Feb 13 03:52:20 WIB 2018,801,771,74,22,1,Other counties have school at home on snow days so that kids do not have to make up days.  This should be considered for here.
96,1518468685690,Tue Feb 13 03:51:25 WIB 2018,800,1543,1,0,-1,"Why are there 2 separate school systems. Silly to have duplicate everything, all that money would benefit kids & save the teacher pensions."
97,1518468620736,Tue Feb 13 03:50:20 WIB 2018,799,771,123,12,1,Community Education provides after-school care necessary to working parents.  Funding should not be cut.
98,1518468588363,Tue Feb 13 03:49:48 WIB 2018,798,1542,38,9,1,The traffic intersection at Scottsville Rd and Pascoe Blvd needs some immediate attention as far as congestion.  It's very unsafe.
99,1518468211700,Tue Feb 13 03:43:31 WIB 2018,797,1534,1,0,-1,Support more non-public school choice options for ALL families.
100,1518468085241,Tue Feb 13 03:41:25 WIB 2018,796,1537,48,16,1,We need a significantly sized public library branch in the southern end of Warren County near South Warren.
101,1518467645312,Tue Feb 13 03:34:05 WIB 2018,794,36,1,0,-1,both dists w/well-off schools out of Title 1 Keeps low economic status parents transferring from low-income schools as GOV allows. 4Shame.
102,1518467617359,Tue Feb 13 03:33:37 WIB 2018,793,36,1,0,-1,both dists the well-off schools out of Title 1 Keeps low economic status parents transferring from well-off schools as GOV allows. 4Shame.
103,1518467519273,Tue Feb 13 03:31:59 WIB 2018,792,1496,1,0,-1,Maybe that would be good for the public library to do.  They get a big load of tax dollars.
104,1518467335470,Tue Feb 13 03:28:55 WIB 2018,791,1496,1,0,-1,"We need tenants who treat the property as their own, not tearing it up, then moving on."
105,1518467102267,Tue Feb 13 03:25:02 WIB 2018,790,1496,45,38,1,Many people want something for nothing and if they don't get it they steal it instead of working for it.  We are producing a gimme society.
106,1518466886515,Tue Feb 13 03:21:26 WIB 2018,789,36,13,27,1,The city and county work together to keep the low socieconomic status children out of certain schools. This reduces learning opportunities.
107,1518466716237,Tue Feb 13 03:18:36 WIB 2018,788,1516,31,29,1,Pass a No animals on chains in the county.
108,1518466680560,Tue Feb 13 03:18:00 WIB 2018,787,1516,91,25,1,Pass a no animals in a hot car ordinance.
109,1518466643581,Tue Feb 13 03:17:23 WIB 2018,786,1516,34,57,1,Allow parents that take their kids out of public schools to use that money in a private school.
110,1518466593273,Tue Feb 13 03:16:33 WIB 2018,785,1516,34,40,1,Pass an ordinance that requires pet owners to pay a fee if their pets are not fixed.
111,1518466547746,Tue Feb 13 03:15:47 WIB 2018,784,1518,19,18,1,"Have a Dual Slalom Course, Pump Track & Bike Skills Course co-located by the Low Hollow Mountain Bike Trail at Weldon Peete Park."
112,1518466531730,Tue Feb 13 03:15:31 WIB 2018,783,1516,1,0,-1,Stop pan handling
113,1518466523119,Tue Feb 13 03:15:23 WIB 2018,782,1516,31,24,1,Build a homeless park w/tiny homes so they can live & not suffer. There should also be a main house to can receive/organize donations
114,1518466430335,Tue Feb 13 03:13:50 WIB 2018,781,1496,1,0,-1,"We have recycling now, but alot of people choose not to do it and throw their trash out the car window."
115,1518466347840,Tue Feb 13 03:12:27 WIB 2018,780,1506,37,21,1,I believe BGISD and WCS should be combined to lower tax payer overheads of multi-administration wastages
116,1518466321017,Tue Feb 13 03:12:01 WIB 2018,779,1426,4,43,1,Government should ignore criminal malfeasance/embezzlement of public funds by anyone if little or no funds can be recovered.
117,1518466196113,Tue Feb 13 03:09:56 WIB 2018,778,1519,1,0,-1,Some medical benefits of medical marijuana have been undisputed.  Controlled legal availability of medical marijuana would be a good thing.
118,1518465950842,Tue Feb 13 03:05:50 WIB 2018,777,1516,50,32,1,A fine if your cat or dog is picked up as a stray and is not spayed or neutered in the county.
119,1518465762905,Tue Feb 13 03:02:42 WIB 2018,776,1385,63,19,1,"BG needs to develop a marketing campaign to draw Warren Co and surrounding counties to downtown for eating, shopping, and entertainment."
120,1518465637701,Tue Feb 13 03:00:37 WIB 2018,775,1385,75,19,1,BG needs to redevelop from WKU to the river and beyond. Model after Greenville SC
121,1518465587130,Tue Feb 13 02:59:47 WIB 2018,774,1385,49,30,1,Bowling Green Government needs more perspective from Millennials. We need ideas for the future not outdated Boomer development ideas.
122,1518465567918,Tue Feb 13 02:59:27 WIB 2018,773,0,60,11,1,WRECC should provide internet services.
123,1518465376150,Tue Feb 13 02:56:16 WIB 2018,772,1505,90,12,1,"BGMU needs to be held accountable for their rates and ""averages."""
124,1518465274657,Tue Feb 13 02:54:34 WIB 2018,771,1505,28,25,1,There needs to be a stoplight at the intersection of Shive Lane and Ken Bale Blvd to improve traffic flow. The backups there are awful.
125,1518464824527,Tue Feb 13 02:47:04 WIB 2018,770,1488,55,32,1,"24hr parks would be a huge, and relatively inexpensive, benefit for the many people in our community who work 2nd and 3rd shifts."
126,1518464820494,Tue Feb 13 02:47:00 WIB 2018,769,1502,78,52,1,Bowling Green needs to pass a resolution in support of medical cannabis.
127,1518464774857,Tue Feb 13 02:46:14 WIB 2018,768,1496,1,0,-1,Not enough parking close to the square to do it.
128,1518464640021,Tue Feb 13 02:44:00 WIB 2018,767,1488,1,0,-1,"As Bowling Green continues to develop, quality bike lanes should be installed, focusing in the downtown/campus area."
129,1518464587919,Tue Feb 13 02:43:07 WIB 2018,766,0,91,15,1,A kayak trail from Lampkin Park to Barren River. Improved River access.
130,1518464482046,Tue Feb 13 02:41:22 WIB 2018,765,1494,1,0,-1,Improved opportunities for outdoor recreation.More bike lanes and a kayak trail from Lampkin Park to Barren River. Improved River access.
131,1518462502737,Tue Feb 13 02:08:22 WIB 2018,724,1432,74,6,1,"How is it that surrounding counties have county wide high speed internet, yet one third of Warren County residents have slow or no internet?"
132,1518462678094,Tue Feb 13 02:11:18 WIB 2018,727,1433,1,0,-1,Zoning seems to be a real issue here. Everything apparently is zoned multi-purpose...
133,1518463367768,Tue Feb 13 02:22:47 WIB 2018,733,1450,1,0,-1,Downtown BG should be a pedestrian area.
134,1518463875977,Tue Feb 13 02:31:15 WIB 2018,764,1476,1,0,-1,New outdoor recreation opportunities along Barren River would be a huge plus and economic benefit to the area.
135,1518463833924,Tue Feb 13 02:30:33 WIB 2018,763,1480,1,0,-1,"Alcohol should be sold in Warren County, and not just in Bowling Green city limits."
136,1518463676078,Tue Feb 13 02:27:56 WIB 2018,762,1478,1,0,-1,Better traffic flow especially on Campbell lane and Scottsville road area.
137,1518458627477,Tue Feb 13 01:03:47 WIB 2018,697,1348,91,20,1,Greek Life should be monitored on WKU's campus.
138,1518458557838,Tue Feb 13 01:02:37 WIB 2018,696,1348,74,23,1,There should be more healthy food options near/on campus of WKU.
139,1518458545967,Tue Feb 13 01:02:25 WIB 2018,695,1353,86,19,1,Bowling Green should have basic zoning mandates in order to beautify decrepit buildings/gravel lawns/general trashiness.
140,1518458506136,Tue Feb 13 01:01:46 WIB 2018,694,1335,1,0,-1,Blind people should not be able to drive
141,1518458425060,Tue Feb 13 01:00:25 WIB 2018,693,1349,99,14,1,Bowling Green needs more accessible programs for mentorships of young adults and teenagers.
142,1518458377553,Tue Feb 13 00:59:37 WIB 2018,692,1353,67,30,1,Bowling Green should have more healthy/clean eating options for those who have limited diets.
143,1518458331379,Tue Feb 13 00:58:51 WIB 2018,691,1336,1,0,-1,Efforts should be made to make all areas near wku’s campus livable for college students. No Sec. 8 Less crime Cost of attendance goes down
144,1518458100339,Tue Feb 13 00:55:00 WIB 2018,690,1335,25,15,1,Holly drive needs sidewalks
145,1518457921040,Tue Feb 13 00:52:01 WIB 2018,689,1338,87,23,1,stronger enforcement of junk cars in yards and trashy looking yards in general
146,1518457812312,Tue Feb 13 00:50:12 WIB 2018,688,0,24,15,1,The face of drug dealers has changed. Today most opioid drug dealers are doctors or teenagers in the suburbs ordering from China.
147,1518457792498,Tue Feb 13 00:49:52 WIB 2018,687,1336,1,0,-1,Bowling green should phase away from above ground powerlines and start implementing underground lines. The congestion of wires is unsightly.
148,1518457652388,Tue Feb 13 00:47:32 WIB 2018,686,0,34,14,1,We know fentanyl is coming through our post office. Law enforcement should have dogs finding it before it kills the next youth.
149,1518457556541,Tue Feb 13 00:45:56 WIB 2018,685,1298,1,0,-1,Adult education is availabe in many areas through Community Education of Warren County and WKU's Society for Lifelong Learning.
150,1518457522230,Tue Feb 13 00:45:22 WIB 2018,684,1318,61,28,1,Working folks need ordinances struck down that prevent them from assembling to bargain for better pay. benefits and working conditions.
151,1518457491415,Tue Feb 13 00:44:51 WIB 2018,683,0,88,25,1,Doctors over-prescribing opioids should be sentenced at least as harshly as street dealers if not more harshly due to their knowledge.
152,1518457489092,Tue Feb 13 00:44:49 WIB 2018,682,1298,1,0,-1,"Options for community choir participation exist in the WKU Community Chorus, church choirs, and a Barbershop group."
153,1518457383807,Tue Feb 13 00:43:03 WIB 2018,681,1332,1,0,-1,No proof of a problem has been identified.
154,1518457375667,Tue Feb 13 00:42:55 WIB 2018,680,1298,1,0,-1,Society considers freedom from pain and suffering of any type a right rather than a privilege.
155,1518457293530,Tue Feb 13 00:41:33 WIB 2018,679,1298,17,12,1,State and federal medical societies are unable or unwilling to police their members regarding the drug dependency problem.
156,1518457230878,Tue Feb 13 00:40:30 WIB 2018,678,1298,82,24,1,Doctors who prescribe pain and tranquilizing meds too easily fuel the drug dependency crisis.
157,1518457209899,Tue Feb 13 00:40:09 WIB 2018,677,1329,1,0,-1,morte comnpetitive internet rates
158,1518457169073,Tue Feb 13 00:39:29 WIB 2018,676,1298,25,31,1,American comfort and avoidance of any pain or suffering drives the drug dependency problem.
159,1518457090068,Tue Feb 13 00:38:10 WIB 2018,675,1298,21,31,1,Individual unhappiness combined with easy legal and illegal availability of drugs drives the opioid crisis.
160,1518456600475,Tue Feb 13 00:30:00 WIB 2018,674,1314,12,54,1,We need more pet stores
161,1518454729419,Mon Feb 12 23:58:49 WIB 2018,673,1307,148,16,1,BG needs to increase recycling and trash bins around the parks and parkways to decrease trash and litter
162,1518451618133,Mon Feb 12 23:06:58 WIB 2018,656,1282,1,0,-1,"An indoor, heated olympic size pool is EXTREMELY needed for adult exercise. The one at Total Fitness is totally inadequate."
163,1518453798586,Mon Feb 12 23:43:18 WIB 2018,672,301,53,18,1,There is too much bullying in our schools that administrators are ignoring.
164,1518453718850,Mon Feb 12 23:41:58 WIB 2018,671,1296,43,25,1,Bowling Green should be become a carbon neutral city.
165,1518453695755,Mon Feb 12 23:41:35 WIB 2018,670,301,66,44,1,The Bowling Green Daily News is too politically slanted.
166,1518453676607,Mon Feb 12 23:41:16 WIB 2018,669,1265,1,0,-1,"Planning & Zoning Board needs an overhaul w/ fewer builders appointed, fair notice to opposition, stop rubber stamping by P&Z and City Comm."
167,1518451738883,Mon Feb 12 23:08:58 WIB 2018,657,1282,84,19,1,"More weekend activites are needed for YOUNG Seniors, who arent yet ready for Bingo nights."
168,1518453107705,Mon Feb 12 23:31:47 WIB 2018,668,1290,62,12,1,There should be officers more readily available to the county areas; ex. for domestic violence disputes.
169,1518453094135,Mon Feb 12 23:31:34 WIB 2018,667,1296,94,21,1,"Bowling Green needs more access to affordable , healthy, local food sources."
170,1518453056956,Mon Feb 12 23:30:56 WIB 2018,666,1292,1,0,-1,"Teach people how to drive. Red means stop, who woulda guessed?"
171,1518453050763,Mon Feb 12 23:30:50 WIB 2018,665,1287,62,94,1,"More gender-neutral bathrooms need to be seen across BG on WKU's campus, in local businesses, etc."
172,1518453049020,Mon Feb 12 23:30:49 WIB 2018,664,1291,57,88,1,There should be gender-neutral housing options on WKU's campus for LGBTQ+ students.
173,1518453039035,Mon Feb 12 23:30:39 WIB 2018,663,1288,33,29,1,"WKU should open its facilities to the public once or twice a month to the community, and those in need should be welcome more often."
174,1518453013000,Mon Feb 12 23:30:13 WIB 2018,662,1294,74,21,1,Bowling Green should work on becoming a more food sustainable city with less food waste and food insecurity
175,1518452785402,Mon Feb 12 23:26:25 WIB 2018,661,1292,1,0,-1,More recreational spots and fewer mattress stores
176,1518452241278,Mon Feb 12 23:17:21 WIB 2018,660,1158,31,29,1,"A traffic light is needed on Cave Mill in front of Natcher School.  Operational on school days, 7:30 to 9 AM & 3 to 4:30 PM."
177,1518451917874,Mon Feb 12 23:11:57 WIB 2018,659,1282,84,22,1,"For a city of this size, there is too little available in the way of weekend activities for Seniors who are not ready for rocking chairs."
178,1518451806838,Mon Feb 12 23:10:06 WIB 2018,658,1282,1,0,-1,Would love to see more community ed. Craft classes made available at a reasonable cost.
179,1518450774918,Mon Feb 12 22:52:54 WIB 2018,655,981,31,6,1,Encourage growth of OTA tv stations. Lots of cord cutters and shavers enjoy the HD content they can get with an antenna.
180,1518450505406,Mon Feb 12 22:48:25 WIB 2018,654,1276,120,26,1,Historic preservation of homes and buildings needs countywide attention to maintain our unique architectural heritage.
181,1518450297988,Mon Feb 12 22:44:57 WIB 2018,652,1269,1,0,-1,Increase and support school choice options for ALL families.
182,1518450434616,Mon Feb 12 22:47:14 WIB 2018,653,1275,143,4,1,More citizens need to be involved in the future development of BG. Too many developers who benefit financially are calling the shots.
183,1518448977029,Mon Feb 12 22:22:57 WIB 2018,651,1269,1,0,-1,Expand and support non-public (or even public) school choice options
184,1518448880516,Mon Feb 12 22:21:20 WIB 2018,650,1269,102,9,1,"Do SOMETHING about completing the ""wrap"" downtown, or at least enhance (and that includes restaurant service) what is currently there."
185,1518448379914,Mon Feb 12 22:12:59 WIB 2018,649,1265,95,22,1,"Planning & Zoning Board needs an overhaul. Fewer builders appointed, fairness to opposition, stop rubber stamping by P&Z and City Comm."
