Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,U.s. political affiliation,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6523f3804e16067f006bb5cc,5e84f020507cd30b367b2624,AWAITING REVIEW,2023-10-09T12:35:43.067000Z,2023-10-09T12:50:59.875000Z,,2023-10-09T12:51:00.672878Z,917.0,C16VIHGQ,5823,Independent,English,68,Male,White,United States,United States,United States,English,No,Full-Time
6523f45d2f34fc7f113df85b,63e2edc0b1d33c48c3246626,AWAITING REVIEW,2023-10-09T12:38:59.172000Z,2023-10-09T13:13:19.257000Z,,2023-10-09T13:13:20.112715Z,2061.0,C16VIHGQ,1381,Independent,English,65,Male,White,United States,United States,United States,English,No,Full-Time
6523fa0843e3ec0631a722f3,6503144f9a10397111eb3eb9,AWAITING REVIEW,2023-10-09T13:04:50.017000Z,2023-10-09T13:29:50.664000Z,,2023-10-09T13:29:52.011926Z,1501.0,C16VIHGQ,117,Independent,English,63,Male,White,United States,United States,United States,English,No,Full-Time
6523fc50ee5700df7eacbd0a,5a0efb83ab721b0001ef8509,AWAITING REVIEW,2023-10-09T13:13:01.016000Z,2023-10-09T13:27:46.630000Z,,2023-10-09T13:27:48.632611Z,886.0,C16VIHGQ,3224,Independent,English,69,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523ff0b26c66c2762412555,5d41e832b0ca7200169d857e,AWAITING REVIEW,2023-10-09T13:24:27.408000Z,2023-10-09T14:15:01.031000Z,,2023-10-09T14:15:01.728265Z,3034.0,NOCODE,5256,Independent,English,85,Male,White,United States,United States,United States,English,No,Full-Time
652401a3e54736250f7ce131,63378180a7bc5bc3427e8db0,AWAITING REVIEW,2023-10-09T13:35:35.654000Z,2023-10-09T14:05:20.338000Z,,2023-10-09T14:05:21.854233Z,1785.0,C16VIHGQ,2253,Independent,English,70,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65240308bf0ac80285135fb4,5ed559e5afbd830e2117ed55,AWAITING REVIEW,2023-10-09T13:41:31.335000Z,2023-10-09T14:20:57.178000Z,,2023-10-09T14:21:15.040436Z,2366.0,C16VIHGQ,6228,Independent,English,62,Male,White,United States,United States,United States,English,No,Full-Time
652403c9b67b8e8a3f550a2a,55900dcffdf99b3f7aada3f5,AWAITING REVIEW,2023-10-09T13:44:51.481000Z,2023-10-09T14:39:53.433000Z,,2023-10-09T14:39:54.156057Z,3302.0,C16VIHGQ,1947,Independent,English,72,Male,White,United States,United States,United States,English,No,Part-Time
6524096c6cb74b6e14f27d0d,645179915e31c1aeb3dc8129,AWAITING REVIEW,2023-10-09T14:08:51.256000Z,2023-10-09T14:21:40.506000Z,,2023-10-09T14:22:06.551961Z,770.0,C16VIHGQ,1366,Independent,English,59,Male,White,United States,United States,United States,English,No,Part-Time
65240b6e20e913d0020c84c0,63cbd5095083beef0c8b1a7a,AWAITING REVIEW,2023-10-09T14:17:25.388000Z,2023-10-09T15:01:27.057000Z,,2023-10-09T15:02:51.515263Z,2642.0,C16VIHGQ,1259,Independent,English,62,Male,White,United States,United States,United States,English,Yes,Full-Time
65246969f8a622a72246d2f3,5f5128c3aa1c4e30e4506d2c,AWAITING REVIEW,2023-10-09T20:58:23.731000Z,2023-10-09T21:27:20.318000Z,,2023-10-09T21:27:25.193742Z,1737.0,C16VIHGQ,883,Independent,English,78,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
652023672ac4e211bce15f7a,5c3a5a61fc2bdf00017714a2,AWAITING REVIEW,2023-10-06T15:10:37.084000Z,2023-10-06T15:54:25.168000Z,,2023-10-06T15:54:25.988216Z,2629.0,C16VIHGQ,2998,Independent,English,61,Female,White,United States,United States,United States,English,No,Other
65202587eccc5cbb0d4727b5,58e558cc728bea0001bbda24,AWAITING REVIEW,2023-10-06T15:19:38.790000Z,2023-10-06T15:30:46.685000Z,,2023-10-06T15:32:34.948831Z,668.0,C16VIHGQ,2949,Independent,English,66,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
652056a6a1fe9422391c7be3,6501ffd0811ee51f40dbc8f1,AWAITING REVIEW,2023-10-06T18:49:14.897000Z,2023-10-06T19:10:17.305000Z,,2023-10-06T19:10:18.018714Z,1263.0,NOCODE,125,Independent,English,58,Female,White,United States,United States,United States,English,No,Part-Time
65205c7b52153ee9ef2fad61,60e5868307d715a4d1445116,AWAITING REVIEW,2023-10-06T19:14:08.458000Z,2023-10-06T19:46:27.370000Z,,2023-10-06T19:46:28.685351Z,1939.0,NOCODE,3315,Independent,English,69,Female,White,United States,United States,United States,English,DATA_EXPIRED,Unemployed (and job seeking)
6523cb4273d0c25ac024eaee,651d9c3e3d6044b4b3127713,AWAITING REVIEW,2023-10-09T09:43:34.430000Z,2023-10-09T10:17:57.502000Z,,2023-10-09T10:17:58.238436Z,2064.0,C16VIHGQ,47,Independent,"English, French",60,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
6523da4f7683a9630be01f43,63d17f45aa9ba4a22c0e5b83,AWAITING REVIEW,2023-10-09T10:47:53.044000Z,2023-10-09T11:03:22.495000Z,,2023-10-09T11:03:23.079012Z,930.0,C16VIHGQ,1259,Independent,English,65,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523de2b1ad11db75133c470,60fdf4ec0eb3705b6d362018,AWAITING REVIEW,2023-10-09T11:04:18.283000Z,2023-10-09T11:18:25.345000Z,,2023-10-09T11:18:26.333190Z,848.0,C16VIHGQ,866,Independent,English,62,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
6523e1a58cfca35a93ba7ef1,6480bdf6d433e2e158870605,AWAITING REVIEW,2023-10-09T11:19:29.335000Z,2023-10-09T11:41:19.514000Z,,2023-10-09T11:41:20.124422Z,1311.0,C16VIHGQ,1028,Independent,English,60,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523e79403fe3c5684b0ba00,63a0f27fca07899904e593f1,AWAITING REVIEW,2023-10-09T11:44:24.661000Z,2023-10-09T11:59:47.700000Z,,2023-10-09T11:59:48.310682Z,924.0,C16VIHGQ,2034,Independent,English,58,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523eb81431a6b0bf9ef7879,64836981f87b85ab4b89dcf1,AWAITING REVIEW,2023-10-09T12:01:11.421000Z,2023-10-09T12:20:31.797000Z,,2023-10-09T12:20:32.422301Z,1161.0,C16VIHGQ,895,Independent,English,61,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6523ee26169fd04660338aa5,5de7d10810088f749c347bb6,AWAITING REVIEW,2023-10-09T12:16:51.722000Z,2023-10-09T12:52:57.217000Z,,2023-10-09T12:52:57.838530Z,2166.0,C16VIHGQ,139,Independent,English,69,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523f00f3ce491b82fcab762,5c804f4092ad770015846011,AWAITING REVIEW,2023-10-09T12:20:48.004000Z,2023-10-09T13:10:41.510000Z,,2023-10-09T13:10:42.175289Z,2994.0,C16VIHGQ,1886,Independent,"Tagalog-Filipino, English",59,Female,Asian,Philippines,United States,United States,Tagalog-Filipino,No,Unemployed (and job seeking)
6523f214e040e777be9972a8,63ab29096cc555f088566bce,AWAITING REVIEW,2023-10-09T12:29:13.685000Z,2023-10-09T12:38:12.343000Z,,2023-10-09T12:38:13.015741Z,539.0,No code Given CHATCPT told me to close the tab and I did,598,Independent,English,71,Female,White,United States,United States,United States,English,No,Full-Time
6523f4e52c151cd983296062,6455616c0fe23ecca70ce1b9,AWAITING REVIEW,2023-10-09T12:42:30.251000Z,2023-10-09T13:25:22.607000Z,,2023-10-09T13:25:23.226118Z,2573.0,C16VIHGQ,1008,Independent,English,66,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523f670c807c3dbf6b6c425,5ba4057af0741400010637b9,AWAITING REVIEW,2023-10-09T12:47:49.943000Z,2023-10-09T13:03:15.900000Z,,2023-10-09T13:03:16.599709Z,926.0,C16VIHGQ,1576,Independent,English,61,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
6523f81048d0eff20bcc403a,639dd20ab47fd76a4fd9c2c0,AWAITING REVIEW,2023-10-09T12:54:49.150000Z,2023-10-09T13:16:02.934000Z,,2023-10-09T13:16:04.047986Z,1274.0,C16VIHGQ,1885,Independent,English,69,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523f813bd1f7d0c0b62033a,57aa96584cda6e0001842142,AWAITING REVIEW,2023-10-09T12:54:43.794000Z,2023-10-09T13:26:06.662000Z,,2023-10-09T13:26:07.991156Z,1883.0,C16VIHGQ,450,Independent,English,60,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523f90cfa6851ab596bb6ea,5cd6c1197b871a0001b13589,AWAITING REVIEW,2023-10-09T12:58:58.742000Z,2023-10-09T13:15:58.031000Z,,2023-10-09T13:15:59.162068Z,1020.0,C16VIHGQ,6082,Independent,English,62,Female,White,United States,United States,United States,English,No,Full-Time
652402c8ee771beec1fd6f54,6335fd309608ba9c606477fc,AWAITING REVIEW,2023-10-09T13:40:46.661000Z,2023-10-09T14:05:14.011000Z,,2023-10-09T14:05:17.191651Z,1468.0,C16VIHGQ,2743,Independent,English,59,Female,White,United States,United States,United States,English,No,Full-Time
652404014fc25084c5bdc19b,63f3e75e0787bb42195e1e4c,AWAITING REVIEW,2023-10-09T13:45:41.881000Z,2023-10-09T14:03:07.837000Z,,2023-10-09T14:03:10.687162Z,1046.0,C16VIHGQ,1545,Independent,English,65,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
65246c1ce69bccfd95f4d9bc,647660ef7bc13de7eaf0c76e,AWAITING REVIEW,2023-10-09T21:10:12.423000Z,2023-10-09T22:01:09.906000Z,,2023-10-09T22:01:12.568491Z,3058.0,C16VIHGQ,472,Independent,English,66,Female,White,United States,United States,United States,English,DATA_EXPIRED,Part-Time
65246e274558e9805779acf4,5e64a02eb7d70b20f250b129,AWAITING REVIEW,2023-10-09T21:18:36.088000Z,2023-10-09T21:53:19.172000Z,,2023-10-09T21:53:19.925671Z,2084.0,C16VIHGQ,2213,Independent,English,65,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65201a7e815a9afc467f2488,630dd0429f7ec338d28e2de1,AWAITING REVIEW,2023-10-06T14:32:36.462000Z,2023-10-06T14:58:40.930000Z,,2023-10-06T14:58:41.667174Z,1565.0,C16VIHGQ,122,Independent,English,38,Male,Mixed,United States,United States,United States,English,Yes,Full-Time
6520266c99f4d3c03c1d9f1a,5f4859d23306481f0f0dd2a5,AWAITING REVIEW,2023-10-06T15:23:35.327000Z,2023-10-06T15:46:12.751000Z,,2023-10-06T15:46:14.538629Z,1358.0,C13ZY9YZ,2677,Independent,English,39,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
65205c8719c9ae9534bb0b15,614e2791b9cd4f7631f6b991,AWAITING REVIEW,2023-10-06T19:14:25.801000Z,2023-10-06T19:28:29.242000Z,,2023-10-06T19:28:30.474718Z,844.0,NOCODE,2006,Independent,English,44,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523d18842c76fba4d120051,5e6d8c46f93a0c35d1f82335,AWAITING REVIEW,2023-10-09T10:10:22.233000Z,2023-10-09T10:35:07.527000Z,,2023-10-09T10:35:08.213323Z,1486.0,C16VIHGQ,2423,Independent,English,43,Male,White,United States,United States,United States,English,No,Full-Time
6523d43154911a4223c8e2e5,5f467b0a0d1aef037515c8c9,AWAITING REVIEW,2023-10-09T10:21:53.952000Z,2023-10-09T10:39:07.816000Z,,2023-10-09T10:39:08.913844Z,1034.0,C16VIHGQ,3474,Independent,English,41,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6523d599d5505eeaeafb0392,62d50038465c17afbd56b7de,AWAITING REVIEW,2023-10-09T10:27:42.192000Z,2023-10-09T11:09:59.047000Z,,2023-10-09T11:09:59.629033Z,2537.0,C16VIHGQ,726,Independent,English,47,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6523d8cd2b12760a5a4de307,5f6b8930b9d9530b1b065360,AWAITING REVIEW,2023-10-09T10:41:27.343000Z,2023-10-09T10:56:02.714000Z,,2023-10-09T10:56:03.370777Z,876.0,C16VIHGQ,4153,Independent,"English, Spanish",41,Male,White,United States,United States,United States,English,No,Full-Time
6523dca64edbe342444d1be0,5ed3fdbdb6ee6f39f590e455,AWAITING REVIEW,2023-10-09T10:57:45.809000Z,2023-10-09T11:30:01.579000Z,,2023-10-09T11:30:02.244649Z,1936.0,C16VIHGQ,3448,Independent,"English, Spanish",43,Male,Mixed,Honduras,United States,United States,Spanish,DATA_EXPIRED,DATA_EXPIRED
6523e47256f128d00ef30a44,631e3ba1714b8e7f8fe9338d,AWAITING REVIEW,2023-10-09T11:31:14.037000Z,2023-10-09T11:53:24.207000Z,,2023-10-09T11:53:24.906466Z,1331.0,C16VIHGQ,2900,Independent,English,38,Male,White,United States,United States,United States,English,No,Part-Time
6523e57e075b52060c25d267,5d3899e31c8fb9001ca6183c,AWAITING REVIEW,2023-10-09T11:35:44.918000Z,2023-10-09T11:44:30.396000Z,,2023-10-09T11:44:31.299735Z,526.0,C16VIHGQ,4560,Independent,English,38,Male,White,United States,United States,United States,English,No,Full-Time
652466c8c5b88f20469ea0c5,5e6de0ab9e71d4392921839b,AWAITING REVIEW,2023-10-09T20:47:08.977000Z,2023-10-09T21:15:18.255000Z,,2023-10-09T21:15:18.986577Z,1690.0,C16VIHGQ,1035,Independent,English,38,Male,White,United States,United States,United States,English,No,Full-Time
652468e80b551c913904d785,6400eea126c44543bb49dc75,AWAITING REVIEW,2023-10-09T20:56:14.170000Z,2023-10-09T21:17:15.228000Z,,2023-10-09T21:17:16.300175Z,1262.0,C16VIHGQ,1069,Independent,"English, Spanish",39,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
65205682bfba2be676c62a94,59c3eeac05da9d0001402bcd,AWAITING REVIEW,2023-10-06T18:49:39.414000Z,2023-10-06T19:01:17.431000Z,,2023-10-06T19:01:18.947402Z,699.0,NOCODE,2343,Independent,English,38,Female,White,United States,United States,United States,English,No,Part-Time
6520573323eacd4d0f6f36b4,5c31e4f46558270001bd6c90,AWAITING REVIEW,2023-10-06T18:51:37.075000Z,2023-10-06T19:21:54.259000Z,,2023-10-06T19:21:54.966582Z,1818.0,NOCODE,2076,Independent,English,46,Female,White,United States,United States,United States,English,No,Part-Time
6522974b18d96cd4b17097f6,5bd8d7dc196e7000013cdc2e,AWAITING REVIEW,2023-10-08T11:49:38.971000Z,2023-10-08T11:59:16.881000Z,,2023-10-08T11:59:17.571266Z,578.0,C16VIHGQ,3406,Independent,English,44,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523d47a505f33ec789efdd3,5a135875074b1900012527a9,AWAITING REVIEW,2023-10-09T10:22:53.868000Z,2023-10-09T10:38:13.065000Z,,2023-10-09T10:38:14.069927Z,920.0,C16VIHGQ,5877,Independent,English,47,Female,White,United States,United States,United States,English,No,Full-Time
6523d57905d23e16059af27c,5bf19d37e657aa0001a2314a,AWAITING REVIEW,2023-10-09T10:27:10.893000Z,2023-10-09T10:48:11.388000Z,,2023-10-09T10:48:13.151823Z,1261.0,C16VIHGQ,1525,Independent,English,39,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523daf7f5855a9aa2fb223b,58c1ce3c3783090001b49355,AWAITING REVIEW,2023-10-09T10:50:37.694000Z,2023-10-09T11:01:48.172000Z,,2023-10-09T11:01:49.562766Z,671.0,C16VIHGQ,6806,Independent,English,45,Female,White,United States,United States,United States,English,No,Full-Time
6523de2e7d8e9b2874400b73,5ad13714a010190001b35d66,AWAITING REVIEW,2023-10-09T11:04:14.975000Z,2023-10-09T11:21:57.044000Z,,2023-10-09T11:21:57.783404Z,1063.0,C16VIHGQ,2948,Independent,English,44,Female,White,United States,United States,United States,English,No,Full-Time
6523dfef4abe9a90756a429d,5e42fc295135b5000cd20d0b,AWAITING REVIEW,2023-10-09T11:11:48.970000Z,2023-10-09T11:26:19.308000Z,,2023-10-09T11:26:19.903343Z,871.0,C16VIHGQ,4130,Independent,English,43,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523e72b37c43e10125b0f76,61282ca83be28773ac7c421f,AWAITING REVIEW,2023-10-09T11:43:08.684000Z,2023-10-09T12:29:24.567000Z,,2023-10-09T12:29:25.668315Z,2776.0,C16VIHGQ,1415,Independent,English,43,Female,White,United States,United States,United States,English,No,Full-Time
65245f3d4fb3f75fa3de2f4f,5d43b2ec71d6970016f668b2,AWAITING REVIEW,2023-10-09T20:14:56.697000Z,2023-10-09T20:24:46.502000Z,,2023-10-09T20:25:09.111065Z,590.0,C16VIHGQ,2853,Independent,English,38,Female,White,United States,United States,United States,English,Yes,Other
652461ab985b3c44edad7d81,6400eaacb040af23b394eb99,AWAITING REVIEW,2023-10-09T20:25:20.180000Z,2023-10-09T20:57:42.958000Z,,2023-10-09T20:57:43.668194Z,1943.0,C16VIHGQ,65,Independent,English,43,Female,White,United States,United States,United States,English,No,Full-Time
6523d7bd179620be8d6fe0f4,63d42387aba51e699ab9ce5c,AWAITING REVIEW,2023-10-09T10:37:20.006000Z,2023-10-09T11:20:46.797000Z,,2023-10-09T11:20:47.375506Z,2607.0,C16VIHGQ,870,Independent,English,23,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6523e5f537c43e10125b0f3a,62ec6694c12a233950f64486,AWAITING REVIEW,2023-10-09T11:45:35.752000Z,2023-10-09T12:35:37.333000Z,,2023-10-09T12:35:37.895995Z,3002.0,C16VIHGQ,2206,Independent,English,23,Male,Black,United States,United States,United States,English,No,Full-Time
6523ed88638d9d1c5f78862c,5dc9a379d210e46baff956fb,AWAITING REVIEW,2023-10-09T12:09:48.488000Z,2023-10-09T12:23:07.731000Z,,2023-10-09T12:23:11.242562Z,800.0,C16VIHGQ,518,Independent,"English, Spanish",23,Male,Other,United States,United States,United States,Spanish,Yes,Full-Time
6523efa48cb3894ecb8014a0,5ed1adc2906e0810d6ccccbf,AWAITING REVIEW,2023-10-09T12:18:47.708000Z,2023-10-09T12:32:32.620000Z,,2023-10-09T12:32:34.137321Z,825.0,C16VIHGQ,1802,Independent,English,23,Male,Black,United States,United States,United States,English,Yes,Part-Time
6523f1e343e3ec0631a7213d,5b86dea0600e3a000194c372,AWAITING REVIEW,2023-10-09T12:28:23.446000Z,2023-10-09T12:40:23.128000Z,,2023-10-09T12:40:23.759719Z,720.0,C16VIHGQ,1587,Independent,English,26,Male,White,United States,United States,United States,English,No,Full-Time
6523f43a2c151cd983296043,5f90a9b6980885196a0d084d,AWAITING REVIEW,2023-10-09T12:38:22.625000Z,2023-10-09T12:50:55.505000Z,,2023-10-09T12:50:56.175810Z,753.0,C16VIHGQ,768,Independent,English,24,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523f6f57bf9235001f978af,6441a0b968ccfb017694a842,AWAITING REVIEW,2023-10-09T12:50:12.289000Z,2023-10-09T12:58:26.255000Z,,2023-10-09T12:58:27.118633Z,494.0,C16VIHGQ,790,Independent,"English, Tagalog-Filipino",25,Male,Asian,United States,United States,United States,English,No,Full-Time
6523f6f8e759b4e48b58e15e,64542858c348ef24892679d6,AWAITING REVIEW,2023-10-09T12:50:12.580000Z,2023-10-09T13:22:05.642000Z,,2023-10-09T13:22:06.650574Z,1914.0,C16VIHGQ,1101,Independent,English,26,Male,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523f8e814de791ffe94874f,650ef0204f00d6640e5b781f,AWAITING REVIEW,2023-10-09T13:01:18.875000Z,2023-10-09T13:12:55.025000Z,,2023-10-09T13:12:55.967938Z,697.0,C16VIHGQ,55,Independent,"English, Other",18,Male,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking)
6523fc248fc8961a9caee9ce,63235c5bf70d8e4f79b205cd,AWAITING REVIEW,2023-10-09T13:12:10.925000Z,2023-10-09T13:36:09.499000Z,,2023-10-09T13:36:10.308718Z,1439.0,C16VIHGQ,869,Independent,English,25,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6523fc6c536363042c2e2e1f,641359b5040c453203e2c088,AWAITING REVIEW,2023-10-09T13:13:28.652000Z,2023-10-09T13:27:07.829000Z,,2023-10-09T13:27:08.588773Z,820.0,C16VIHGQ,1356,Independent,English,22,Male,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
652460e91d2c8c69f3dee06b,60f5d68c9b6838e7659f53af,AWAITING REVIEW,2023-10-09T20:22:37.419000Z,2023-10-09T20:55:58.929000Z,,2023-10-09T20:56:00.573977Z,2002.0,C16VIHGQ,975,Independent,English,27,Male,Black,United States,United States,United States,English,Yes,Part-Time
65246761a0c03ea6fdc8986f,62d488043c7590e53ee7683f,AWAITING REVIEW,2023-10-09T20:49:40.639000Z,2023-10-09T21:00:48.586000Z,,2023-10-09T21:00:49.935565Z,668.0,C16VIHGQ,227,Independent,English,22,Male,Asian,United States,United States,United States,Telugu,DATA_EXPIRED,DATA_EXPIRED
652016a65102e8378d497c7e,62e0694f2df985fd601c85de,AWAITING REVIEW,2023-10-06T14:16:10.064000Z,2023-10-06T14:28:29.196000Z,,2023-10-06T14:28:30.354197Z,740.0,C16VIHGQ,390,Independent,English,27,Female,White,United States,United States,United States,English,No,Full-Time
652024872935c12b3c15097c,5f4c4dd50a92c286c1972f06,AWAITING REVIEW,2023-10-06T15:16:25.551000Z,2023-10-06T15:23:09.835000Z,,2023-10-06T15:23:12.019185Z,405.0,C16VIHGQ,3620,Independent,English,26,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
65229e01afae5ff30160c1f9,60b8d294c3007957fb5b9965,AWAITING REVIEW,2023-10-08T12:18:13.428000Z,2023-10-08T12:41:31.994000Z,,2023-10-08T12:41:33.169598Z,1399.0,C16VIHGQ,826,Independent,English,27,Female,White,United States,United States,United States,English,No,Part-Time
6523c3c32731830d2a508972,5ed885609d0c93397b6b50fd,AWAITING REVIEW,2023-10-09T09:11:34.666000Z,2023-10-09T09:23:12.127000Z,,2023-10-09T09:23:12.721350Z,698.0,C16VIHGQ,716,Independent,English,27,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6523e567887d3679d003aa4c,6234a7fc493d026318784c23,AWAITING REVIEW,2023-10-09T11:43:22.478000Z,2023-10-09T12:03:33.856000Z,,2023-10-09T12:03:34.491759Z,1212.0,C16VIHGQ,1541,Independent,English,20,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6523e7ff638d9d1c5f788547,5cbb45b34ab38b001577ab0b,AWAITING REVIEW,2023-10-09T11:46:10.469000Z,2023-10-09T11:54:52.651000Z,,2023-10-09T11:54:53.250076Z,523.0,C16VIHGQ,985,Independent,"English, Portuguese, Spanish",26,Female,Mixed,United States,United States,United States,English,Yes,Unemployed (and job seeking)
6523eb0b45033d5d561da2b1,6116876a64aadf8649c181a8,AWAITING REVIEW,2023-10-09T11:59:25.501000Z,2023-10-09T12:18:26.379000Z,,2023-10-09T12:18:27.774377Z,1141.0,C16VIHGQ,2363,Independent,English,27,Female,White,United States,United States,United States,English,No,Full-Time
6523ec5057cd934f01a77505,63ede400ea283f02067dadad,AWAITING REVIEW,2023-10-09T12:04:36.621000Z,2023-10-09T12:30:26.469000Z,,2023-10-09T12:30:27.127140Z,1550.0,C16VIHGQ,691,Independent,English,20,Female,White,United States,United States,United States,English,No,Part-Time
