"Name","CD1 - conflicts"
"Title","AI Policy on Wars and Conflicts"
"Date","October 04, 2023 at 07:02 PM (GMT)"
"Duration","20:30:53"
"Participants","300"
"Participant Limit","300"
"Total Screener Polls","10"
"Total Conversation Questions","14"


"Question ID","Question Type","Question","Responses","All(300)","O1: 18-24 (22)","O1: 25-34 (63)","O1: 33-44 (65)","O1: 45-54 (54)","O1: 55+ (96)","O2: Asian (13)","O2: Black (41)","O2: Hispanic (15)","O2: White (216)","O2: Mixed (13)","O2: Other (2)","O3: Male (145)","O3: Female (151)","O3: Other (3)","O3: Prefer not to say (1)","O4: Democrat (106)","O4: Republican (75)","O4: Independant (117)","O4: Other (2)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (3)","O5: High school or GED (104)","O5: College / Bachelors degree (148)","O5: Masters/ PhD or equivalent (45)","O6: A lot (153)","O6: A little (143)","O6: Nothing at all (4)","O7: Almost every day (25)","O7: Once or twice a week (88)","O7: Once or twice a month (65)","O7: Only once or twice ever (69)","O7: Never (50)","O7: Do not know what an AI assistant is (3)","O8: Yes, the public should help to decide how AI assistants answer difficult questions (208)","O8: No, I doubt the public has the insight useful to guide how AI assistants answer difficult questions (92)","O9: More excited than concerned (99)","O9: Equally concerned and excited (129)","O9: More concerned than excited (72)","O10: Christian - Protestant (84)","O10: Christian - Catholic (52)","O10: Christian - Mormon (4)","O10: Jewish (3)","O10: Muslim (3)","O10: Hindu (3)","O10: Other (28)","O10: None - I do not identify with any religious group or faith (123)","Religious (177)","Not religious (123)","White (216)","Not white (84)","Under 34 (85)","33-54 (119)","55+ (96)","AI belief change (pess -> opt) (14)"
"1f9af06d-0894-4e51-98ba-608e42efc12c","Poll Single Select","What is your ethnicity?","White","72%","59%","59%","65%","74%","88%","0%","0%","0%","100%","0%","0%","76%","68%","100%","0%","65%","83%","73%","0%","0%","0%","67%","75%","70%","71%","65%","80%","50%","52%","67%","77%","72%","86%","33%","70%","76%","71%","75%","68%","77%","71%","75%","100%","0%","33%","61%","73%","71%","73%","100%","0%","59%","69%","88%","79%"
"1f9af06d-0894-4e51-98ba-608e42efc12c","Poll Single Select","What is your ethnicity?","Mixed","4%","5%","8%","3%","7%","1%","0%","0%","0%","0%","100%","0%","4%","5%","0%","0%","4%","4%","5%","0%","0%","0%","33%","2%","5%","7%","5%","4%","0%","12%","3%","5%","4%","2%","0%","6%","1%","4%","5%","4%","5%","2%","0%","0%","0%","0%","4%","6%","3%","6%","0%","15%","7%","5%","1%","0%"
"1f9af06d-0894-4e51-98ba-608e42efc12c","Poll Single Select","What is your ethnicity?","Other","1%","0%","0%","2%","0%","1%","0%","0%","0%","0%","0%","100%","1%","1%","0%","0%","1%","0%","0%","50%","0%","0%","0%","1%","0%","2%","1%","1%","0%","0%","1%","2%","0%","0%","0%","1%","0%","0%","2%","0%","0%","0%","0%","0%","0%","0%","4%","1%","1%","1%","0%","2%","0%","1%","1%","0%"

"Question ID","Question Type","Question","Responses","All(300)","O1: 18-24 (22)","O1: 25-34 (63)","O1: 33-44 (65)","O1: 45-54 (54)","O1: 55+ (96)","O2: Asian (13)","O2: Black (41)","O2: Hispanic (15)","O2: White (216)","O2: Mixed (13)","O2: Other (2)","O3: Male (145)","O3: Female (151)","O3: Other (3)","O3: Prefer not to say (1)","O4: Democrat (106)","O4: Republican (75)","O4: Independant (117)","O4: Other (2)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (3)","O5: High school or GED (104)","O5: College / Bachelors degree (148)","O5: Masters/ PhD or equivalent (45)","O6: A lot (153)","O6: A little (143)","O6: Nothing at all (4)","O7: Almost every day (25)","O7: Once or twice a week (88)","O7: Once or twice a month (65)","O7: Only once or twice ever (69)","O7: Never (50)","O7: Do not know what an AI assistant is (3)","O8: Yes, the public should help to decide how AI assistants answer difficult questions (208)","O8: No, I doubt the public has the insight useful to guide how AI assistants answer difficult questions (92)","O9: More excited than concerned (99)","O9: Equally concerned and excited (129)","O9: More concerned than excited (72)","O10: Christian - Protestant (84)","O10: Christian - Catholic (52)","O10: Christian - Mormon (4)","O10: Jewish (3)","O10: Muslim (3)","O10: Hindu (3)","O10: Other (28)","O10: None - I do not identify with any religious group or faith (123)","Religious (177)","Not religious (123)","White (216)","Not white (84)","Under 34 (85)","33-54 (119)","55+ (96)","AI belief change (pess -> opt) (14)"
"42d51b9d-e01a-4f44-ad52-b790aadb0ef5","Poll Single Select","What gender do you identify with?","Male","48%","50%","48%","51%","52%","45%","46%","41%","33%","51%","46%","50%","100%","0%","0%","0%","44%","49%","51%","50%","0%","0%","67%","41%","51%","53%","57%","39%","50%","76%","60%","46%","42%","28%","0%","47%","51%","60%","48%","33%","50%","52%","0%","33%","33%","100%","32%","50%","47%","50%","51%","42%","48%","51%","45%","21%"
"42d51b9d-e01a-4f44-ad52-b790aadb0ef5","Poll Single Select","What gender do you identify with?","Female","50%","50%","51%","46%","48%","54%","54%","56%","67%","48%","54%","50%","0%","100%","0%","0%","53%","51%","48%","50%","0%","0%","33%","57%","48%","44%","42%","59%","50%","24%","40%","51%","55%","72%","100%","52%","47%","39%","51%","64%","50%","46%","100%","67%","67%","0%","68%","47%","53%","47%","48%","57%","51%","47%","54%","71%"
"42d51b9d-e01a-4f44-ad52-b790aadb0ef5","Poll Single Select","What gender do you identify with?","Other","1%","0%","2%","2%","0%","1%","0%","0%","0%","1%","0%","0%","0%","0%","100%","0%","2%","0%","1%","0%","0%","0%","0%","2%","1%","0%","0%","2%","0%","0%","0%","2%","3%","0%","0%","1%","1%","1%","1%","1%","0%","2%","0%","0%","0%","0%","0%","2%","1%","2%","1%","0%","1%","1%","1%","7%"
"42d51b9d-e01a-4f44-ad52-b790aadb0ef5","Poll Single Select","What gender do you identify with?","Prefer not to say","0%","0%","0%","2%","0%","0%","0%","2%","0%","0%","0%","0%","0%","0%","0%","100%","1%","0%","0%","0%","0%","0%","0%","0%","0%","2%","1%","0%","0%","0%","0%","2%","0%","0%","0%","0%","1%","0%","0%","1%","0%","0%","0%","0%","0%","0%","0%","1%","0%","1%","0%","1%","0%","1%","0%","0%"

"Question ID","Question Type","Question","Responses","All(300)","O1: 18-24 (22)","O1: 25-34 (63)","O1: 33-44 (65)","O1: 45-54 (54)","O1: 55+ (96)","O2: Asian (13)","O2: Black (41)","O2: Hispanic (15)","O2: White (216)","O2: Mixed (13)","O2: Other (2)","O3: Male (145)","O3: Female (151)","O3: Other (3)","O3: Prefer not to say (1)","O4: Democrat (106)","O4: Republican (75)","O4: Independant (117)","O4: Other (2)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (3)","O5: High school or GED (104)","O5: College / Bachelors degree (148)","O5: Masters/ PhD or equivalent (45)","O6: A lot (153)","O6: A little (143)","O6: Nothing at all (4)","O7: Almost every day (25)","O7: Once or twice a week (88)","O7: Once or twice a month (65)","O7: Only once or twice ever (69)","O7: Never (50)","O7: Do not know what an AI assistant is (3)","O8: Yes, the public should help to decide how AI assistants answer difficult questions (208)","O8: No, I doubt the public has the insight useful to guide how AI assistants answer difficult questions (92)","O9: More excited than concerned (99)","O9: Equally concerned and excited (129)","O9: More concerned than excited (72)","O10: Christian - Protestant (84)","O10: Christian - Catholic (52)","O10: Christian - Mormon (4)","O10: Jewish (3)","O10: Muslim (3)","O10: Hindu (3)","O10: Other (28)","O10: None - I do not identify with any religious group or faith (123)","Religious (177)","Not religious (123)","White (216)","Not white (84)","Under 34 (85)","33-54 (119)","55+ (96)","AI belief change (pess -> opt) (14)"
"c4c8db8b-469e-4937-b29a-8ce8f230db89","Poll Single Select","What political party do you most identify with?","Democrat","35%","27%","35%","34%","39%","36%","31%","49%","53%","32%","31%","50%","32%","37%","67%","100%","100%","0%","0%","0%","0%","0%","0%","30%","38%","42%","38%","34%","0%","28%","31%","32%","43%","38%","67%","35%","37%","35%","35%","36%","21%","25%","25%","67%","67%","100%","36%","46%","28%","46%","32%","44%","33%","36%","36%","36%"
"c4c8db8b-469e-4937-b29a-8ce8f230db89","Poll Single Select","What political party do you most identify with?","Republican","25%","9%","30%","25%","24%","26%","23%","10%","20%","29%","23%","0%","26%","25%","0%","0%","0%","100%","0%","0%","0%","0%","33%","26%","28%","11%","20%","30%","50%","32%","24%","28%","25%","22%","0%","21%","34%","30%","22%","22%","43%","37%","50%","33%","0%","0%","11%","11%","34%","11%","29%","15%","25%","24%","26%","21%"
"c4c8db8b-469e-4937-b29a-8ce8f230db89","Poll Single Select","What political party do you most identify with?","Independant","39%","64%","35%","42%","37%","35%","46%","39%","27%","39%","46%","0%","41%","37%","33%","0%","0%","0%","100%","0%","0%","0%","67%","43%","34%","44%","41%","36%","50%","40%","44%","40%","30%","40%","33%","43%","29%","34%","42%","40%","36%","38%","25%","0%","33%","0%","46%","42%","37%","42%","39%","38%","42%","39%","35%","36%"
"c4c8db8b-469e-4937-b29a-8ce8f230db89","Poll Single Select","What political party do you most identify with?","Other","1%","0%","0%","0%","0%","2%","0%","2%","0%","0%","0%","50%","1%","1%","0%","0%","0%","0%","0%","100%","0%","0%","0%","1%","0%","2%","1%","0%","0%","0%","1%","0%","1%","0%","0%","1%","0%","0%","1%","1%","0%","0%","0%","0%","0%","0%","7%","0%","1%","0%","0%","2%","0%","0%","2%","7%"

"Question ID","Question Type","Question","Responses","All(300)","O1: 18-24 (22)","O1: 25-34 (63)","O1: 33-44 (65)","O1: 45-54 (54)","O1: 55+ (96)","O2: Asian (13)","O2: Black (41)","O2: Hispanic (15)","O2: White (216)","O2: Mixed (13)","O2: Other (2)","O3: Male (145)","O3: Female (151)","O3: Other (3)","O3: Prefer not to say (1)","O4: Democrat (106)","O4: Republican (75)","O4: Independant (117)","O4: Other (2)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (3)","O5: High school or GED (104)","O5: College / Bachelors degree (148)","O5: Masters/ PhD or equivalent (45)","O6: A lot (153)","O6: A little (143)","O6: Nothing at all (4)","O7: Almost every day (25)","O7: Once or twice a week (88)","O7: Once or twice a month (65)","O7: Only once or twice ever (69)","O7: Never (50)","O7: Do not know what an AI assistant is (3)","O8: Yes, the public should help to decide how AI assistants answer difficult questions (208)","O8: No, I doubt the public has the insight useful to guide how AI assistants answer difficult questions (92)","O9: More excited than concerned (99)","O9: Equally concerned and excited (129)","O9: More concerned than excited (72)","O10: Christian - Protestant (84)","O10: Christian - Catholic (52)","O10: Christian - Mormon (4)","O10: Jewish (3)","O10: Muslim (3)","O10: Hindu (3)","O10: Other (28)","O10: None - I do not identify with any religious group or faith (123)","Religious (177)","Not religious (123)","White (216)","Not white (84)","Under 34 (85)","33-54 (119)","55+ (96)","AI belief change (pess -> opt) (14)"
"9a266e53-9fa9-4f64-8178-2a2744722feb","Poll Single Select","What is your highest level of education?","No formal education","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"
"9a266e53-9fa9-4f64-8178-2a2744722feb","Poll Single Select","What is your highest level of education?","Elementary school","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"
"9a266e53-9fa9-4f64-8178-2a2744722feb","Poll Single Select","What is your highest level of education?","Middle school","1%","0%","2%","0%","4%","0%","0%","0%","0%","1%","8%","0%","1%","1%","0%","0%","0%","1%","2%","0%","0%","0%","100%","0%","0%","0%","0%","2%","0%","0%","0%","0%","1%","4%","0%","1%","0%","0%","2%","1%","1%","2%","0%","0%","0%","0%","0%","1%","1%","1%","1%","1%","1%","2%","0%","0%"
"9a266e53-9fa9-4f64-8178-2a2744722feb","Poll Single Select","What is your highest level of education?","High school or GED","35%","36%","37%","46%","33%","26%","15%","37%","40%","36%","15%","50%","30%","39%","67%","0%","29%","36%","38%","50%","0%","0%","0%","100%","0%","0%","31%","38%","50%","28%","34%","28%","41%","40%","33%","35%","35%","32%","36%","35%","33%","29%","25%","0%","67%","0%","39%","38%","32%","38%","36%","31%","36%","40%","26%","29%"
"9a266e53-9fa9-4f64-8178-2a2744722feb","Poll Single Select","What is your highest level of education?","College / Bachelors degree","49%","59%","51%","38%","50%","53%","46%","54%","60%","48%","54%","0%","52%","47%","33%","0%","53%","56%","43%","0%","0%","0%","0%","0%","100%","0%","53%","46%","25%","64%","49%","55%","43%","44%","33%","49%","51%","49%","48%","51%","50%","63%","75%","33%","33%","67%","43%","44%","53%","44%","48%","52%","53%","44%","53%","64%"
"9a266e53-9fa9-4f64-8178-2a2744722feb","Poll Single Select","What is your highest level of education?","Masters/ PhD or equivalent","15%","5%","11%","15%","13%","21%","38%","10%","0%","15%","23%","50%","17%","13%","0%","100%","18%","7%","17%","50%","0%","0%","0%","0%","0%","100%","16%","14%","25%","8%","17%","17%","14%","12%","33%","15%","14%","18%","14%","13%","15%","6%","0%","67%","0%","33%","18%","17%","14%","17%","15%","15%","9%","14%","21%","7%"

"Question ID","Question Type","Question","Responses","All(300)","O1: 18-24 (22)","O1: 25-34 (63)","O1: 33-44 (65)","O1: 45-54 (54)","O1: 55+ (96)","O2: Asian (13)","O2: Black (41)","O2: Hispanic (15)","O2: White (216)","O2: Mixed (13)","O2: Other (2)","O3: Male (145)","O3: Female (151)","O3: Other (3)","O3: Prefer not to say (1)","O4: Democrat (106)","O4: Republican (75)","O4: Independant (117)","O4: Other (2)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (3)","O5: High school or GED (104)","O5: College / Bachelors degree (148)","O5: Masters/ PhD or equivalent (45)","O6: A lot (153)","O6: A little (143)","O6: Nothing at all (4)","O7: Almost every day (25)","O7: Once or twice a week (88)","O7: Once or twice a month (65)","O7: Only once or twice ever (69)","O7: Never (50)","O7: Do not know what an AI assistant is (3)","O8: Yes, the public should help to decide how AI assistants answer difficult questions (208)","O8: No, I doubt the public has the insight useful to guide how AI assistants answer difficult questions (92)","O9: More excited than concerned (99)","O9: Equally concerned and excited (129)","O9: More concerned than excited (72)","O10: Christian - Protestant (84)","O10: Christian - Catholic (52)","O10: Christian - Mormon (4)","O10: Jewish (3)","O10: Muslim (3)","O10: Hindu (3)","O10: Other (28)","O10: None - I do not identify with any religious group or faith (123)","Religious (177)","Not religious (123)","White (216)","Not white (84)","Under 34 (85)","33-54 (119)","55+ (96)","AI belief change (pess -> opt) (14)"
"b21dc1ba-6ccf-48b2-9148-dfdd7a294d59","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","A lot","51%","59%","48%","51%","63%","45%","62%","73%","47%","46%","54%","50%","60%","43%","0%","100%","55%","40%","54%","100%","0%","0%","0%","46%","55%","53%","100%","0%","0%","92%","73%","49%","32%","22%","33%","51%","50%","64%","50%","35%","52%","42%","0%","0%","67%","100%","57%","54%","49%","54%","46%","63%","51%","56%","45%","43%"
"b21dc1ba-6ccf-48b2-9148-dfdd7a294d59","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","A little","48%","41%","52%","46%","37%","53%","31%","24%","53%","53%","46%","50%","39%","56%","100%","0%","45%","57%","44%","0%","0%","0%","100%","52%","45%","44%","0%","100%","0%","8%","27%","51%","67%","74%","33%","48%","47%","36%","48%","63%","48%","56%","100%","100%","33%","0%","39%","45%","50%","45%","53%","35%","49%","42%","53%","57%"
"b21dc1ba-6ccf-48b2-9148-dfdd7a294d59","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","Nothing at all","1%","0%","0%","3%","0%","2%","8%","2%","0%","1%","0%","0%","1%","1%","0%","0%","0%","3%","2%","0%","0%","0%","0%","2%","1%","2%","0%","0%","100%","0%","0%","0%","1%","4%","33%","0%","3%","0%","2%","3%","0%","2%","0%","0%","0%","0%","4%","2%","1%","2%","1%","2%","0%","2%","2%","0%"

"Question ID","Question Type","Question","Responses","All(300)","O1: 18-24 (22)","O1: 25-34 (63)","O1: 33-44 (65)","O1: 45-54 (54)","O1: 55+ (96)","O2: Asian (13)","O2: Black (41)","O2: Hispanic (15)","O2: White (216)","O2: Mixed (13)","O2: Other (2)","O3: Male (145)","O3: Female (151)","O3: Other (3)","O3: Prefer not to say (1)","O4: Democrat (106)","O4: Republican (75)","O4: Independant (117)","O4: Other (2)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (3)","O5: High school or GED (104)","O5: College / Bachelors degree (148)","O5: Masters/ PhD or equivalent (45)","O6: A lot (153)","O6: A little (143)","O6: Nothing at all (4)","O7: Almost every day (25)","O7: Once or twice a week (88)","O7: Once or twice a month (65)","O7: Only once or twice ever (69)","O7: Never (50)","O7: Do not know what an AI assistant is (3)","O8: Yes, the public should help to decide how AI assistants answer difficult questions (208)","O8: No, I doubt the public has the insight useful to guide how AI assistants answer difficult questions (92)","O9: More excited than concerned (99)","O9: Equally concerned and excited (129)","O9: More concerned than excited (72)","O10: Christian - Protestant (84)","O10: Christian - Catholic (52)","O10: Christian - Mormon (4)","O10: Jewish (3)","O10: Muslim (3)","O10: Hindu (3)","O10: Other (28)","O10: None - I do not identify with any religious group or faith (123)","Religious (177)","Not religious (123)","White (216)","Not white (84)","Under 34 (85)","33-54 (119)","55+ (96)","AI belief change (pess -> opt) (14)"
"bff00c11-21ba-4011-85ef-0270dc1e2b20","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Almost every day","8%","9%","5%","15%","11%","4%","8%","10%","27%","6%","23%","0%","13%","4%","0%","0%","7%","11%","9%","0%","0%","0%","0%","7%","11%","4%","15%","1%","0%","100%","0%","0%","0%","0%","0%","10%","5%","14%","9%","0%","5%","15%","0%","0%","0%","0%","7%","9%","8%","9%","6%","14%","6%","13%","4%","0%"
"bff00c11-21ba-4011-85ef-0270dc1e2b20","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Once or twice a week","29%","32%","35%","28%","24%","29%","38%","41%","20%","27%","23%","50%","37%","23%","0%","0%","25%","28%","33%","50%","0%","0%","0%","29%","29%","33%","42%","17%","0%","0%","100%","0%","0%","0%","0%","29%","30%","37%","33%","13%","32%","23%","25%","0%","33%","100%","29%","29%","29%","29%","27%","35%","34%","26%","29%","21%"
"bff00c11-21ba-4011-85ef-0270dc1e2b20","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Once or twice a month","22%","14%","25%","23%","30%","16%","23%","15%","13%","23%","23%","50%","21%","22%","33%","100%","20%","24%","22%","0%","0%","0%","0%","17%","24%","24%","21%","23%","0%","0%","0%","100%","0%","0%","0%","23%","18%","22%","20%","24%","21%","19%","25%","33%","0%","0%","25%","23%","21%","23%","23%","18%","22%","26%","16%","21%"
"bff00c11-21ba-4011-85ef-0270dc1e2b20","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Only once or twice ever","23%","23%","27%","25%","13%","25%","23%","22%","27%","23%","23%","0%","20%","25%","67%","0%","28%","23%","18%","50%","0%","0%","33%","27%","20%","22%","14%","32%","25%","0%","0%","0%","100%","0%","0%","22%","25%","18%","21%","33%","23%","27%","25%","33%","67%","0%","21%","21%","24%","21%","23%","23%","26%","19%","25%","43%"
"bff00c11-21ba-4011-85ef-0270dc1e2b20","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Never","17%","23%","8%","8%","20%","25%","0%","10%","13%","20%","8%","0%","10%","24%","0%","0%","18%","15%","17%","0%","0%","0%","67%","19%","15%","13%","7%","26%","50%","0%","0%","0%","0%","100%","0%","16%","18%","8%","18%","26%","18%","15%","25%","33%","0%","0%","18%","16%","17%","16%","20%","8%","12%","13%","25%","14%"
"bff00c11-21ba-4011-85ef-0270dc1e2b20","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Do not know what an AI assistant is","1%","0%","0%","2%","2%","1%","8%","2%","0%","0%","0%","0%","0%","2%","0%","0%","2%","0%","1%","0%","0%","0%","0%","1%","1%","2%","1%","1%","25%","0%","0%","0%","0%","0%","100%","0%","2%","0%","0%","4%","1%","0%","0%","0%","0%","0%","0%","2%","1%","2%","0%","2%","0%","2%","1%","0%"

