"Name","CD1 - conflicts [pretest]"
"Title","AI Policy on Wars and Conflicts"
"Date","October 02, 2023 at 08:00 PM (GMT)"
"Duration","18:00:09"
"Participants","49"
"Participant Limit","100"
"Total Screener Polls","10"
"Total Conversation Questions","12"


"Question ID","Question Type","Question","Responses","All(49)","O1: 18-24 (10)","O1: 25-34 (18)","O1: 33-44 (5)","O1: 45-54 (7)","O1: 55+ (9)","O2: Asian (6)","O2: Black (5)","O2: Hispanic (5)","O2: White (29)","O2: Mixed (4)","O2: Other (0)","O3: Male (21)","O3: Female (25)","O3: Other (1)","O3: Prefer not to say (2)","O4: Democrat (26)","O4: Republican (9)","O4: Independant (10)","O4: Other (4)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (1)","O5: High school or GED (16)","O5: College / Bachelors degree (24)","O5: Masters/ PhD or equivalent (8)","O6: A lot (18)","O6: A little (31)","O6: Nothing at all (0)","O7: Almost every day (2)","O7: Once or twice a week (8)","O7: Once or twice a month (14)","O7: Only once or twice ever (14)","O7: Never (11)","O7: Do not know what an AI assistant is (0)","O8: Yes, the public should help to decide how AI assistants answer difficult questions (34)","O8: No, I doubt the public has the insight useful to guide how AI assistants answer difficult questions (15)","O9: More excited than concerned (10)","O9: Equally concerned and excited (22)","O9: More concerned than excited (17)","O10: Christian - Protestant (10)","O10: Christian - Catholic (7)","O10: Christian - Mormon (1)","O10: Jewish (0)","O10: Muslim (1)","O10: Hindu (1)","O10: Other (5)","O10: None - I do not identify with any religious group or faith (24)","Religious (25)","Not religious (24)","White (29)","Not white (20)","Under 34 (28)","33-54 (12)","55+ (9)","AI belief change (pess -> opt) (1)"
"21db404d-3488-4d1b-aadc-d49d55a42378","Poll Single Select","What is your ethnicity?","White","59%","40%","56%","40%","71%","89%","0%","0%","0%","100%","0%","0%","48%","72%","0%","50%","46%","89%","70%","50%","0%","0%","0%","50%","58%","88%","56%","61%","0%","0%","63%","79%","50%","55%","0%","65%","47%","70%","55%","59%","70%","71%","100%","0%","100%","0%","0%","63%","56%","63%","100%","0%","50%","58%","89%","0%"
"21db404d-3488-4d1b-aadc-d49d55a42378","Poll Single Select","What is your ethnicity?","Mixed","8%","0%","17%","0%","14%","0%","0%","0%","0%","0%","100%","0%","10%","4%","100%","0%","8%","0%","0%","50%","0%","0%","0%","19%","4%","0%","0%","13%","0%","0%","13%","0%","14%","9%","0%","9%","7%","10%","9%","6%","0%","14%","0%","0%","0%","0%","40%","4%","12%","4%","0%","20%","11%","8%","0%","100%"
"21db404d-3488-4d1b-aadc-d49d55a42378","Poll Single Select","What is your ethnicity?","Other","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"

"Question ID","Question Type","Question","Responses","All(49)","O1: 18-24 (10)","O1: 25-34 (18)","O1: 33-44 (5)","O1: 45-54 (7)","O1: 55+ (9)","O2: Asian (6)","O2: Black (5)","O2: Hispanic (5)","O2: White (29)","O2: Mixed (4)","O2: Other (0)","O3: Male (21)","O3: Female (25)","O3: Other (1)","O3: Prefer not to say (2)","O4: Democrat (26)","O4: Republican (9)","O4: Independant (10)","O4: Other (4)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (1)","O5: High school or GED (16)","O5: College / Bachelors degree (24)","O5: Masters/ PhD or equivalent (8)","O6: A lot (18)","O6: A little (31)","O6: Nothing at all (0)","O7: Almost every day (2)","O7: Once or twice a week (8)","O7: Once or twice a month (14)","O7: Only once or twice ever (14)","O7: Never (11)","O7: Do not know what an AI assistant is (0)","O8: Yes, the public should help to decide how AI assistants answer difficult questions (34)","O8: No, I doubt the public has the insight useful to guide how AI assistants answer difficult questions (15)","O9: More excited than concerned (10)","O9: Equally concerned and excited (22)","O9: More concerned than excited (17)","O10: Christian - Protestant (10)","O10: Christian - Catholic (7)","O10: Christian - Mormon (1)","O10: Jewish (0)","O10: Muslim (1)","O10: Hindu (1)","O10: Other (5)","O10: None - I do not identify with any religious group or faith (24)","Religious (25)","Not religious (24)","White (29)","Not white (20)","Under 34 (28)","33-54 (12)","55+ (9)","AI belief change (pess -> opt) (1)"
"0822655f-65cf-44c8-bfbc-f5bc96a635ae","Poll Single Select","What gender do you identify with?","Male","43%","50%","44%","40%","57%","22%","50%","60%","60%","34%","50%","0%","100%","0%","0%","0%","35%","44%","60%","50%","0%","0%","0%","50%","42%","38%","50%","39%","0%","50%","50%","36%","43%","45%","0%","38%","53%","70%","41%","29%","60%","43%","0%","0%","0%","0%","40%","42%","44%","42%","34%","55%","46%","50%","22%","0%"
"0822655f-65cf-44c8-bfbc-f5bc96a635ae","Poll Single Select","What gender do you identify with?","Female","51%","50%","39%","60%","43%","78%","50%","40%","20%","62%","25%","0%","0%","100%","0%","0%","58%","56%","40%","25%","0%","0%","100%","44%","50%","63%","50%","52%","0%","50%","50%","64%","36%","55%","0%","56%","40%","30%","50%","65%","40%","57%","100%","0%","100%","100%","40%","50%","52%","50%","62%","35%","43%","50%","78%","100%"
"0822655f-65cf-44c8-bfbc-f5bc96a635ae","Poll Single Select","What gender do you identify with?","Other","2%","0%","6%","0%","0%","0%","0%","0%","0%","0%","25%","0%","0%","0%","100%","0%","4%","0%","0%","0%","0%","0%","0%","6%","0%","0%","0%","3%","0%","0%","0%","0%","7%","0%","0%","3%","0%","0%","5%","0%","0%","0%","0%","0%","0%","0%","20%","0%","4%","0%","0%","5%","4%","0%","0%","0%"
"0822655f-65cf-44c8-bfbc-f5bc96a635ae","Poll Single Select","What gender do you identify with?","Prefer not to say","4%","0%","11%","0%","0%","0%","0%","0%","20%","3%","0%","0%","0%","0%","0%","100%","4%","0%","0%","25%","0%","0%","0%","0%","8%","0%","0%","6%","0%","0%","0%","0%","14%","0%","0%","3%","7%","0%","5%","6%","0%","0%","0%","0%","0%","0%","0%","8%","0%","8%","3%","5%","7%","0%","0%","0%"

"Question ID","Question Type","Question","Responses","All(49)","O1: 18-24 (10)","O1: 25-34 (18)","O1: 33-44 (5)","O1: 45-54 (7)","O1: 55+ (9)","O2: Asian (6)","O2: Black (5)","O2: Hispanic (5)","O2: White (29)","O2: Mixed (4)","O2: Other (0)","O3: Male (21)","O3: Female (25)","O3: Other (1)","O3: Prefer not to say (2)","O4: Democrat (26)","O4: Republican (9)","O4: Independant (10)","O4: Other (4)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (1)","O5: High school or GED (16)","O5: College / Bachelors degree (24)","O5: Masters/ PhD or equivalent (8)","O6: A lot (18)","O6: A little (31)","O6: Nothing at all (0)","O7: Almost every day (2)","O7: Once or twice a week (8)","O7: Once or twice a month (14)","O7: Only once or twice ever (14)","O7: Never (11)","O7: Do not know what an AI assistant is (0)","O8: Yes, the public should help to decide how AI assistants answer difficult questions (34)","O8: No, I doubt the public has the insight useful to guide how AI assistants answer difficult questions (15)","O9: More excited than concerned (10)","O9: Equally concerned and excited (22)","O9: More concerned than excited (17)","O10: Christian - Protestant (10)","O10: Christian - Catholic (7)","O10: Christian - Mormon (1)","O10: Jewish (0)","O10: Muslim (1)","O10: Hindu (1)","O10: Other (5)","O10: None - I do not identify with any religious group or faith (24)","Religious (25)","Not religious (24)","White (29)","Not white (20)","Under 34 (28)","33-54 (12)","55+ (9)","AI belief change (pess -> opt) (1)"
"21f1098f-8116-4c5d-8272-f2182511c97c","Poll Single Select","What political party do you most identify with?","Democrat","53%","70%","50%","60%","43%","44%","100%","60%","60%","41%","50%","0%","43%","60%","100%","50%","100%","0%","0%","0%","0%","0%","100%","44%","58%","50%","61%","48%","0%","100%","50%","43%","71%","36%","0%","47%","67%","70%","59%","35%","40%","57%","0%","0%","0%","100%","80%","54%","52%","54%","41%","70%","57%","50%","44%","100%"
"21f1098f-8116-4c5d-8272-f2182511c97c","Poll Single Select","What political party do you most identify with?","Republican","18%","10%","17%","0%","29%","33%","0%","20%","0%","28%","0%","0%","19%","20%","0%","0%","0%","100%","0%","0%","0%","0%","0%","19%","13%","38%","17%","19%","0%","0%","25%","29%","0%","27%","0%","21%","13%","10%","14%","29%","50%","14%","0%","0%","100%","0%","0%","8%","28%","8%","28%","5%","14%","17%","33%","0%"
"21f1098f-8116-4c5d-8272-f2182511c97c","Poll Single Select","What political party do you most identify with?","Independant","20%","10%","22%","40%","14%","22%","0%","20%","40%","24%","0%","0%","29%","16%","0%","0%","0%","0%","100%","0%","0%","0%","0%","25%","21%","13%","22%","19%","0%","0%","25%","29%","14%","18%","0%","24%","13%","20%","23%","18%","10%","29%","0%","0%","0%","0%","0%","29%","12%","29%","24%","15%","18%","25%","22%","0%"
"21f1098f-8116-4c5d-8272-f2182511c97c","Poll Single Select","What political party do you most identify with?","Other","8%","10%","11%","0%","14%","0%","0%","0%","0%","7%","50%","0%","10%","4%","0%","50%","0%","0%","0%","100%","0%","0%","0%","13%","8%","0%","0%","13%","0%","0%","0%","0%","14%","18%","0%","9%","7%","0%","5%","18%","0%","0%","100%","0%","0%","0%","20%","8%","8%","8%","7%","10%","11%","8%","0%","0%"

"Question ID","Question Type","Question","Responses","All(49)","O1: 18-24 (10)","O1: 25-34 (18)","O1: 33-44 (5)","O1: 45-54 (7)","O1: 55+ (9)","O2: Asian (6)","O2: Black (5)","O2: Hispanic (5)","O2: White (29)","O2: Mixed (4)","O2: Other (0)","O3: Male (21)","O3: Female (25)","O3: Other (1)","O3: Prefer not to say (2)","O4: Democrat (26)","O4: Republican (9)","O4: Independant (10)","O4: Other (4)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (1)","O5: High school or GED (16)","O5: College / Bachelors degree (24)","O5: Masters/ PhD or equivalent (8)","O6: A lot (18)","O6: A little (31)","O6: Nothing at all (0)","O7: Almost every day (2)","O7: Once or twice a week (8)","O7: Once or twice a month (14)","O7: Only once or twice ever (14)","O7: Never (11)","O7: Do not know what an AI assistant is (0)","O8: Yes, the public should help to decide how AI assistants answer difficult questions (34)","O8: No, I doubt the public has the insight useful to guide how AI assistants answer difficult questions (15)","O9: More excited than concerned (10)","O9: Equally concerned and excited (22)","O9: More concerned than excited (17)","O10: Christian - Protestant (10)","O10: Christian - Catholic (7)","O10: Christian - Mormon (1)","O10: Jewish (0)","O10: Muslim (1)","O10: Hindu (1)","O10: Other (5)","O10: None - I do not identify with any religious group or faith (24)","Religious (25)","Not religious (24)","White (29)","Not white (20)","Under 34 (28)","33-54 (12)","55+ (9)","AI belief change (pess -> opt) (1)"
"d51c0008-53b2-4b3a-bdc0-fe93374ed808","Poll Single Select","What is your highest level of education?","No formal education","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"
"d51c0008-53b2-4b3a-bdc0-fe93374ed808","Poll Single Select","What is your highest level of education?","Elementary school","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"
"d51c0008-53b2-4b3a-bdc0-fe93374ed808","Poll Single Select","What is your highest level of education?","Middle school","2%","0%","0%","20%","0%","0%","0%","20%","0%","0%","0%","0%","0%","4%","0%","0%","4%","0%","0%","0%","0%","0%","100%","0%","0%","0%","6%","0%","0%","0%","0%","0%","0%","9%","0%","3%","0%","10%","0%","0%","0%","0%","0%","0%","0%","0%","20%","0%","4%","0%","0%","5%","0%","8%","0%","0%"
"d51c0008-53b2-4b3a-bdc0-fe93374ed808","Poll Single Select","What is your highest level of education?","High school or GED","33%","30%","28%","40%","57%","22%","33%","20%","40%","28%","75%","0%","38%","28%","100%","0%","27%","33%","40%","50%","0%","0%","0%","100%","0%","0%","17%","42%","0%","0%","0%","36%","43%","45%","0%","29%","40%","10%","32%","47%","30%","14%","0%","0%","0%","0%","40%","42%","24%","42%","28%","40%","29%","50%","22%","0%"
"d51c0008-53b2-4b3a-bdc0-fe93374ed808","Poll Single Select","What is your highest level of education?","College / Bachelors degree","49%","70%","50%","20%","43%","44%","67%","40%","60%","48%","25%","0%","48%","48%","0%","100%","54%","33%","50%","50%","0%","0%","0%","0%","100%","0%","56%","45%","0%","100%","75%","43%","36%","45%","0%","47%","53%","60%","50%","41%","40%","57%","100%","0%","0%","100%","20%","54%","44%","54%","48%","50%","57%","33%","44%","100%"
"d51c0008-53b2-4b3a-bdc0-fe93374ed808","Poll Single Select","What is your highest level of education?","Masters/ PhD or equivalent","16%","0%","22%","20%","0%","33%","0%","20%","0%","24%","0%","0%","14%","20%","0%","0%","15%","33%","10%","0%","0%","0%","0%","0%","0%","100%","22%","13%","0%","0%","25%","21%","21%","0%","0%","21%","7%","20%","18%","12%","30%","29%","0%","0%","100%","0%","20%","4%","28%","4%","24%","5%","14%","8%","33%","0%"

"Question ID","Question Type","Question","Responses","All(49)","O1: 18-24 (10)","O1: 25-34 (18)","O1: 33-44 (5)","O1: 45-54 (7)","O1: 55+ (9)","O2: Asian (6)","O2: Black (5)","O2: Hispanic (5)","O2: White (29)","O2: Mixed (4)","O2: Other (0)","O3: Male (21)","O3: Female (25)","O3: Other (1)","O3: Prefer not to say (2)","O4: Democrat (26)","O4: Republican (9)","O4: Independant (10)","O4: Other (4)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (1)","O5: High school or GED (16)","O5: College / Bachelors degree (24)","O5: Masters/ PhD or equivalent (8)","O6: A lot (18)","O6: A little (31)","O6: Nothing at all (0)","O7: Almost every day (2)","O7: Once or twice a week (8)","O7: Once or twice a month (14)","O7: Only once or twice ever (14)","O7: Never (11)","O7: Do not know what an AI assistant is (0)","O8: Yes, the public should help to decide how AI assistants answer difficult questions (34)","O8: No, I doubt the public has the insight useful to guide how AI assistants answer difficult questions (15)","O9: More excited than concerned (10)","O9: Equally concerned and excited (22)","O9: More concerned than excited (17)","O10: Christian - Protestant (10)","O10: Christian - Catholic (7)","O10: Christian - Mormon (1)","O10: Jewish (0)","O10: Muslim (1)","O10: Hindu (1)","O10: Other (5)","O10: None - I do not identify with any religious group or faith (24)","Religious (25)","Not religious (24)","White (29)","Not white (20)","Under 34 (28)","33-54 (12)","55+ (9)","AI belief change (pess -> opt) (1)"
"fcb1e598-fe4d-4560-b493-b1d0e1a84ce4","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","A lot","37%","30%","39%","80%","29%","22%","50%","60%","40%","34%","0%","0%","43%","36%","0%","0%","42%","33%","40%","0%","0%","0%","100%","19%","42%","50%","100%","0%","0%","100%","63%","36%","29%","18%","0%","38%","33%","50%","41%","24%","60%","29%","0%","0%","0%","100%","40%","29%","44%","29%","34%","40%","36%","50%","22%","0%"
"fcb1e598-fe4d-4560-b493-b1d0e1a84ce4","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","A little","63%","70%","61%","20%","71%","78%","50%","40%","60%","66%","100%","0%","57%","64%","100%","100%","58%","67%","60%","100%","0%","0%","0%","81%","58%","50%","0%","100%","0%","0%","38%","64%","71%","82%","0%","62%","67%","50%","59%","76%","40%","71%","100%","0%","100%","0%","60%","71%","56%","71%","66%","60%","64%","50%","78%","100%"
"fcb1e598-fe4d-4560-b493-b1d0e1a84ce4","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","Nothing at all","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"

"Question ID","Question Type","Question","Responses","All(49)","O1: 18-24 (10)","O1: 25-34 (18)","O1: 33-44 (5)","O1: 45-54 (7)","O1: 55+ (9)","O2: Asian (6)","O2: Black (5)","O2: Hispanic (5)","O2: White (29)","O2: Mixed (4)","O2: Other (0)","O3: Male (21)","O3: Female (25)","O3: Other (1)","O3: Prefer not to say (2)","O4: Democrat (26)","O4: Republican (9)","O4: Independant (10)","O4: Other (4)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (1)","O5: High school or GED (16)","O5: College / Bachelors degree (24)","O5: Masters/ PhD or equivalent (8)","O6: A lot (18)","O6: A little (31)","O6: Nothing at all (0)","O7: Almost every day (2)","O7: Once or twice a week (8)","O7: Once or twice a month (14)","O7: Only once or twice ever (14)","O7: Never (11)","O7: Do not know what an AI assistant is (0)","O8: Yes, the public should help to decide how AI assistants answer difficult questions (34)","O8: No, I doubt the public has the insight useful to guide how AI assistants answer difficult questions (15)","O9: More excited than concerned (10)","O9: Equally concerned and excited (22)","O9: More concerned than excited (17)","O10: Christian - Protestant (10)","O10: Christian - Catholic (7)","O10: Christian - Mormon (1)","O10: Jewish (0)","O10: Muslim (1)","O10: Hindu (1)","O10: Other (5)","O10: None - I do not identify with any religious group or faith (24)","Religious (25)","Not religious (24)","White (29)","Not white (20)","Under 34 (28)","33-54 (12)","55+ (9)","AI belief change (pess -> opt) (1)"
"201042fc-66cc-4164-ad60-7279c12a51a9","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Almost every day","4%","10%","6%","0%","0%","0%","17%","0%","20%","0%","0%","0%","5%","4%","0%","0%","8%","0%","0%","0%","0%","0%","0%","0%","8%","0%","11%","0%","0%","100%","0%","0%","0%","0%","0%","3%","7%","10%","0%","6%","0%","0%","0%","0%","0%","100%","0%","4%","4%","4%","0%","10%","7%","0%","0%","0%"
"201042fc-66cc-4164-ad60-7279c12a51a9","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Once or twice a week","16%","10%","22%","40%","14%","0%","17%","0%","20%","17%","25%","0%","19%","16%","0%","0%","15%","22%","20%","0%","0%","0%","0%","0%","25%","25%","28%","10%","0%","0%","100%","0%","0%","0%","0%","12%","27%","40%","18%","0%","30%","14%","0%","0%","100%","0%","0%","13%","20%","13%","17%","15%","18%","25%","0%","100%"
"201042fc-66cc-4164-ad60-7279c12a51a9","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Once or twice a month","29%","20%","22%","20%","14%","67%","17%","20%","20%","38%","0%","0%","24%","36%","0%","0%","23%","44%","40%","0%","0%","0%","0%","31%","25%","38%","28%","29%","0%","0%","0%","100%","0%","0%","0%","32%","20%","20%","27%","35%","40%","43%","0%","0%","0%","0%","20%","25%","32%","25%","38%","15%","21%","17%","67%","0%"
"201042fc-66cc-4164-ad60-7279c12a51a9","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Only once or twice ever","29%","30%","39%","20%","29%","11%","50%","20%","20%","24%","50%","0%","29%","20%","100%","100%","38%","0%","20%","50%","0%","0%","0%","38%","21%","38%","22%","32%","0%","0%","0%","0%","100%","0%","0%","29%","27%","20%","32%","29%","20%","29%","0%","0%","0%","0%","20%","38%","20%","38%","24%","35%","36%","25%","11%","0%"
"201042fc-66cc-4164-ad60-7279c12a51a9","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Never","22%","30%","11%","20%","43%","22%","0%","60%","20%","21%","25%","0%","24%","24%","0%","0%","15%","33%","20%","50%","0%","0%","100%","31%","21%","0%","11%","29%","0%","0%","0%","0%","0%","100%","0%","24%","20%","10%","23%","29%","10%","14%","100%","0%","0%","0%","60%","21%","24%","21%","21%","25%","18%","33%","22%","0%"
"201042fc-66cc-4164-ad60-7279c12a51a9","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Do not know what an AI assistant is","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"

