"Name","Collective Dialogue #2 - pretest [med]"
"Title","AI and medical advice"
"Date","August 25, 2023 at 06:56 PM (GMT)"
"Duration","06:19:36"
"Participants","53"
"Participant Limit","100"
"Total Screener Polls","10"
"Total Conversation Questions","10"


"Question ID","Question Type","Question","Responses","All(53)","O1: 18-24 (11)","O1: 25-34 (20)","O1: 33-44 (11)","O1: 45-54 (4)","O1: 55+ (7)","O2: Asian (2)","O2: Black (3)","O2: Hispanic (5)","O2: White (40)","O2: Mixed (3)","O2: Other (0)","O3: Male (28)","O3: Female (23)","O3: Other (1)","O3: Prefer not to say (1)","O4: Democrat (27)","O4: Republican (7)","O4: Independant (16)","O4: Other (3)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (0)","O5: High school or GED (25)","O5: College / Bachelors degree (26)","O5: Masters/ PhD or equivalent (2)","O6: A lot (27)","O6: A little (26)","O6: Nothing at all (0)","O7: Almost every day (5)","O7: Once or twice a week (12)","O7: Once or twice a month (14)","O7: Only once or twice ever (13)","O7: Never (9)","O7: Do not know what an AI assistant is (0)","O8: Bad for humanity (12)","O8: Good for humanity (41)","O9: Mostly excited (14)","O9: Somewhat excited (9)","O9: Totally neutral (7)","O9: Somewhat concerned (14)","O9: Mostly concerned (9)","O10: Christian - Protestant (8)","O10: Christian - Catholic (10)","O10: Christian - Mormon (0)","O10: Jewish (0)","O10: Muslim (1)","O10: Hindu (0)","O10: Other (7)","O10: None - I do not identify with any religious group or faith (27)","Religious (26)","Not religious (27)","White (40)","Not white (13)","Under 34 (31)","33-54 (15)","55+ (7)","Support initial policy (42)","Unsure on initial policy (8)","Don't support initial policy (2)","unsure/don't support policy (10)"
"e563ef4b-2880-4c71-9913-1eb62804342c","Poll Single Select","What is your ethnicity?","White","75%","45%","75%","82%","100%","100%","0%","0%","0%","100%","0%","0%","68%","87%","100%","0%","81%","71%","69%","67%","0%","0%","0%","76%","73%","100%","67%","85%","0%","80%","67%","86%","69%","78%","0%","58%","80%","64%","78%","86%","86%","67%","75%","60%","0%","0%","0%","0%","86%","81%","69%","81%","100%","0%","65%","87%","100%","76%","75%","50%","70%"
"e563ef4b-2880-4c71-9913-1eb62804342c","Poll Single Select","What is your ethnicity?","Mixed","6%","9%","5%","9%","0%","0%","0%","0%","0%","0%","100%","0%","7%","4%","0%","0%","4%","0%","13%","0%","0%","0%","0%","8%","4%","0%","4%","8%","0%","0%","8%","7%","0%","11%","0%","8%","5%","7%","11%","14%","0%","0%","25%","10%","0%","0%","0%","0%","0%","0%","12%","0%","0%","23%","6%","7%","0%","7%","0%","0%","0%"
"e563ef4b-2880-4c71-9913-1eb62804342c","Poll Single Select","What is your ethnicity?","Other","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"

"Question ID","Question Type","Question","Responses","All(53)","O1: 18-24 (11)","O1: 25-34 (20)","O1: 33-44 (11)","O1: 45-54 (4)","O1: 55+ (7)","O2: Asian (2)","O2: Black (3)","O2: Hispanic (5)","O2: White (40)","O2: Mixed (3)","O2: Other (0)","O3: Male (28)","O3: Female (23)","O3: Other (1)","O3: Prefer not to say (1)","O4: Democrat (27)","O4: Republican (7)","O4: Independant (16)","O4: Other (3)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (0)","O5: High school or GED (25)","O5: College / Bachelors degree (26)","O5: Masters/ PhD or equivalent (2)","O6: A lot (27)","O6: A little (26)","O6: Nothing at all (0)","O7: Almost every day (5)","O7: Once or twice a week (12)","O7: Once or twice a month (14)","O7: Only once or twice ever (13)","O7: Never (9)","O7: Do not know what an AI assistant is (0)","O8: Bad for humanity (12)","O8: Good for humanity (41)","O9: Mostly excited (14)","O9: Somewhat excited (9)","O9: Totally neutral (7)","O9: Somewhat concerned (14)","O9: Mostly concerned (9)","O10: Christian - Protestant (8)","O10: Christian - Catholic (10)","O10: Christian - Mormon (0)","O10: Jewish (0)","O10: Muslim (1)","O10: Hindu (0)","O10: Other (7)","O10: None - I do not identify with any religious group or faith (27)","Religious (26)","Not religious (27)","White (40)","Not white (13)","Under 34 (31)","33-54 (15)","55+ (7)","Support initial policy (42)","Unsure on initial policy (8)","Don't support initial policy (2)","unsure/don't support policy (10)"
"337c6822-7a6f-4b52-aad7-a7165082d41a","Poll Single Select","What gender do you identify with?","Male","53%","64%","55%","64%","50%","14%","100%","67%","60%","48%","67%","0%","100%","0%","0%","0%","37%","71%","75%","33%","0%","0%","0%","56%","54%","0%","59%","46%","0%","40%","67%","79%","31%","33%","0%","50%","54%","64%","78%","57%","43%","22%","38%","60%","0%","0%","100%","0%","43%","56%","50%","56%","48%","69%","58%","60%","14%","57%","50%","0%","40%"
"337c6822-7a6f-4b52-aad7-a7165082d41a","Poll Single Select","What gender do you identify with?","Female","43%","27%","40%","36%","50%","86%","0%","0%","40%","50%","33%","0%","0%","100%","0%","0%","63%","29%","25%","0%","0%","0%","0%","36%","46%","100%","33%","54%","0%","60%","33%","21%","69%","44%","0%","42%","44%","36%","22%","43%","57%","56%","63%","40%","0%","0%","0%","0%","43%","41%","46%","41%","50%","23%","35%","40%","86%","40%","50%","50%","50%"
"337c6822-7a6f-4b52-aad7-a7165082d41a","Poll Single Select","What gender do you identify with?","Other","2%","0%","5%","0%","0%","0%","0%","0%","0%","3%","0%","0%","0%","0%","100%","0%","0%","0%","0%","33%","0%","0%","0%","4%","0%","0%","4%","0%","0%","0%","0%","0%","0%","11%","0%","0%","2%","0%","0%","0%","0%","11%","0%","0%","0%","0%","0%","0%","14%","0%","4%","0%","3%","0%","3%","0%","0%","2%","0%","0%","0%"
"337c6822-7a6f-4b52-aad7-a7165082d41a","Poll Single Select","What gender do you identify with?","Prefer not to say","2%","9%","0%","0%","0%","0%","0%","33%","0%","0%","0%","0%","0%","0%","0%","100%","0%","0%","0%","33%","0%","0%","0%","4%","0%","0%","4%","0%","0%","0%","0%","0%","0%","11%","0%","8%","0%","0%","0%","0%","0%","11%","0%","0%","0%","0%","0%","0%","0%","4%","0%","4%","0%","8%","3%","0%","0%","0%","0%","50%","10%"

"Question ID","Question Type","Question","Responses","All(53)","O1: 18-24 (11)","O1: 25-34 (20)","O1: 33-44 (11)","O1: 45-54 (4)","O1: 55+ (7)","O2: Asian (2)","O2: Black (3)","O2: Hispanic (5)","O2: White (40)","O2: Mixed (3)","O2: Other (0)","O3: Male (28)","O3: Female (23)","O3: Other (1)","O3: Prefer not to say (1)","O4: Democrat (27)","O4: Republican (7)","O4: Independant (16)","O4: Other (3)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (0)","O5: High school or GED (25)","O5: College / Bachelors degree (26)","O5: Masters/ PhD or equivalent (2)","O6: A lot (27)","O6: A little (26)","O6: Nothing at all (0)","O7: Almost every day (5)","O7: Once or twice a week (12)","O7: Once or twice a month (14)","O7: Only once or twice ever (13)","O7: Never (9)","O7: Do not know what an AI assistant is (0)","O8: Bad for humanity (12)","O8: Good for humanity (41)","O9: Mostly excited (14)","O9: Somewhat excited (9)","O9: Totally neutral (7)","O9: Somewhat concerned (14)","O9: Mostly concerned (9)","O10: Christian - Protestant (8)","O10: Christian - Catholic (10)","O10: Christian - Mormon (0)","O10: Jewish (0)","O10: Muslim (1)","O10: Hindu (0)","O10: Other (7)","O10: None - I do not identify with any religious group or faith (27)","Religious (26)","Not religious (27)","White (40)","Not white (13)","Under 34 (31)","33-54 (15)","55+ (7)","Support initial policy (42)","Unsure on initial policy (8)","Don't support initial policy (2)","unsure/don't support policy (10)"
"1b58174a-fe25-4588-aed7-b72025d041b8","Poll Single Select","What political party do you most identify with?","Democrat","51%","64%","45%","27%","50%","86%","50%","33%","40%","55%","33%","0%","36%","74%","0%","0%","100%","0%","0%","0%","0%","0%","0%","48%","50%","100%","48%","54%","0%","60%","25%","50%","92%","22%","0%","50%","51%","36%","33%","43%","86%","44%","50%","40%","0%","0%","0%","0%","43%","59%","42%","59%","55%","38%","52%","33%","86%","52%","50%","50%","50%"
"1b58174a-fe25-4588-aed7-b72025d041b8","Poll Single Select","What political party do you most identify with?","Republican","13%","18%","10%","9%","25%","14%","50%","33%","0%","13%","0%","0%","18%","9%","0%","0%","0%","100%","0%","0%","0%","0%","0%","16%","12%","0%","15%","12%","0%","20%","17%","14%","0%","22%","0%","8%","15%","29%","22%","14%","0%","0%","25%","0%","0%","0%","100%","0%","14%","11%","15%","11%","13%","15%","13%","13%","14%","12%","13%","0%","10%"
"1b58174a-fe25-4588-aed7-b72025d041b8","Poll Single Select","What political party do you most identify with?","Independant","30%","9%","40%","55%","25%","0%","0%","0%","60%","28%","67%","0%","43%","17%","0%","0%","0%","0%","100%","0%","0%","0%","0%","28%","35%","0%","26%","35%","0%","20%","50%","36%","8%","33%","0%","25%","32%","36%","44%","43%","14%","22%","25%","60%","0%","0%","0%","0%","29%","22%","38%","22%","28%","38%","29%","47%","0%","31%","38%","0%","30%"
"1b58174a-fe25-4588-aed7-b72025d041b8","Poll Single Select","What political party do you most identify with?","Other","6%","9%","5%","9%","0%","0%","0%","33%","0%","5%","0%","0%","4%","0%","100%","100%","0%","0%","0%","100%","0%","0%","0%","8%","4%","0%","11%","0%","0%","0%","8%","0%","0%","22%","0%","17%","2%","0%","0%","0%","0%","33%","0%","0%","0%","0%","0%","0%","14%","7%","4%","7%","5%","8%","6%","7%","0%","5%","0%","50%","10%"

"Question ID","Question Type","Question","Responses","All(53)","O1: 18-24 (11)","O1: 25-34 (20)","O1: 33-44 (11)","O1: 45-54 (4)","O1: 55+ (7)","O2: Asian (2)","O2: Black (3)","O2: Hispanic (5)","O2: White (40)","O2: Mixed (3)","O2: Other (0)","O3: Male (28)","O3: Female (23)","O3: Other (1)","O3: Prefer not to say (1)","O4: Democrat (27)","O4: Republican (7)","O4: Independant (16)","O4: Other (3)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (0)","O5: High school or GED (25)","O5: College / Bachelors degree (26)","O5: Masters/ PhD or equivalent (2)","O6: A lot (27)","O6: A little (26)","O6: Nothing at all (0)","O7: Almost every day (5)","O7: Once or twice a week (12)","O7: Once or twice a month (14)","O7: Only once or twice ever (13)","O7: Never (9)","O7: Do not know what an AI assistant is (0)","O8: Bad for humanity (12)","O8: Good for humanity (41)","O9: Mostly excited (14)","O9: Somewhat excited (9)","O9: Totally neutral (7)","O9: Somewhat concerned (14)","O9: Mostly concerned (9)","O10: Christian - Protestant (8)","O10: Christian - Catholic (10)","O10: Christian - Mormon (0)","O10: Jewish (0)","O10: Muslim (1)","O10: Hindu (0)","O10: Other (7)","O10: None - I do not identify with any religious group or faith (27)","Religious (26)","Not religious (27)","White (40)","Not white (13)","Under 34 (31)","33-54 (15)","55+ (7)","Support initial policy (42)","Unsure on initial policy (8)","Don't support initial policy (2)","unsure/don't support policy (10)"
"feb4799b-4c11-4501-8266-3f5eaf5afaea","Poll Single Select","What is your highest level of education?","No formal education","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"
"feb4799b-4c11-4501-8266-3f5eaf5afaea","Poll Single Select","What is your highest level of education?","Elementary school","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"
"feb4799b-4c11-4501-8266-3f5eaf5afaea","Poll Single Select","What is your highest level of education?","Middle school","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"
"feb4799b-4c11-4501-8266-3f5eaf5afaea","Poll Single Select","What is your highest level of education?","High school or GED","47%","64%","50%","18%","75%","43%","50%","100%","0%","48%","67%","0%","50%","39%","100%","100%","44%","57%","44%","67%","0%","0%","0%","100%","0%","0%","59%","35%","0%","40%","42%","57%","31%","67%","0%","58%","44%","50%","33%","57%","50%","44%","63%","20%","0%","0%","0%","0%","57%","52%","42%","52%","48%","46%","55%","33%","43%","48%","38%","100%","50%"
"feb4799b-4c11-4501-8266-3f5eaf5afaea","Poll Single Select","What is your highest level of education?","College / Bachelors degree","49%","36%","45%","73%","25%","57%","50%","0%","100%","48%","33%","0%","50%","52%","0%","0%","48%","43%","56%","33%","0%","0%","0%","0%","100%","0%","37%","62%","0%","60%","58%","36%","62%","33%","0%","33%","54%","50%","67%","43%","43%","44%","38%","70%","0%","0%","100%","0%","43%","44%","54%","44%","48%","54%","42%","60%","57%","48%","63%","0%","50%"
"feb4799b-4c11-4501-8266-3f5eaf5afaea","Poll Single Select","What is your highest level of education?","Masters/ PhD or equivalent","4%","0%","5%","9%","0%","0%","0%","0%","0%","5%","0%","0%","0%","9%","0%","0%","7%","0%","0%","0%","0%","0%","0%","0%","0%","100%","4%","4%","0%","0%","0%","7%","8%","0%","0%","8%","2%","0%","0%","0%","7%","11%","0%","10%","0%","0%","0%","0%","0%","4%","4%","4%","5%","0%","3%","7%","0%","5%","0%","0%","0%"

"Question ID","Question Type","Question","Responses","All(53)","O1: 18-24 (11)","O1: 25-34 (20)","O1: 33-44 (11)","O1: 45-54 (4)","O1: 55+ (7)","O2: Asian (2)","O2: Black (3)","O2: Hispanic (5)","O2: White (40)","O2: Mixed (3)","O2: Other (0)","O3: Male (28)","O3: Female (23)","O3: Other (1)","O3: Prefer not to say (1)","O4: Democrat (27)","O4: Republican (7)","O4: Independant (16)","O4: Other (3)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (0)","O5: High school or GED (25)","O5: College / Bachelors degree (26)","O5: Masters/ PhD or equivalent (2)","O6: A lot (27)","O6: A little (26)","O6: Nothing at all (0)","O7: Almost every day (5)","O7: Once or twice a week (12)","O7: Once or twice a month (14)","O7: Only once or twice ever (13)","O7: Never (9)","O7: Do not know what an AI assistant is (0)","O8: Bad for humanity (12)","O8: Good for humanity (41)","O9: Mostly excited (14)","O9: Somewhat excited (9)","O9: Totally neutral (7)","O9: Somewhat concerned (14)","O9: Mostly concerned (9)","O10: Christian - Protestant (8)","O10: Christian - Catholic (10)","O10: Christian - Mormon (0)","O10: Jewish (0)","O10: Muslim (1)","O10: Hindu (0)","O10: Other (7)","O10: None - I do not identify with any religious group or faith (27)","Religious (26)","Not religious (27)","White (40)","Not white (13)","Under 34 (31)","33-54 (15)","55+ (7)","Support initial policy (42)","Unsure on initial policy (8)","Don't support initial policy (2)","unsure/don't support policy (10)"
"1ef9ab79-c4fe-44b0-a212-5868616f30bb","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","A lot","51%","64%","55%","45%","75%","14%","100%","67%","80%","45%","33%","0%","57%","39%","100%","100%","48%","57%","44%","100%","0%","0%","0%","64%","38%","50%","100%","0%","0%","80%","67%","50%","31%","44%","0%","67%","46%","71%","22%","29%","43%","78%","50%","20%","0%","0%","100%","0%","86%","52%","50%","52%","45%","69%","58%","53%","14%","52%","38%","100%","50%"
"1ef9ab79-c4fe-44b0-a212-5868616f30bb","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","A little","49%","36%","45%","55%","25%","86%","0%","33%","20%","55%","67%","0%","43%","61%","0%","0%","52%","43%","56%","0%","0%","0%","0%","36%","62%","50%","0%","100%","0%","20%","33%","50%","69%","56%","0%","33%","54%","29%","78%","71%","57%","22%","50%","80%","0%","0%","0%","0%","14%","48%","50%","48%","55%","31%","42%","47%","86%","48%","63%","0%","50%"
"1ef9ab79-c4fe-44b0-a212-5868616f30bb","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","Nothing at all","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"

"Question ID","Question Type","Question","Responses","All(53)","O1: 18-24 (11)","O1: 25-34 (20)","O1: 33-44 (11)","O1: 45-54 (4)","O1: 55+ (7)","O2: Asian (2)","O2: Black (3)","O2: Hispanic (5)","O2: White (40)","O2: Mixed (3)","O2: Other (0)","O3: Male (28)","O3: Female (23)","O3: Other (1)","O3: Prefer not to say (1)","O4: Democrat (27)","O4: Republican (7)","O4: Independant (16)","O4: Other (3)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (0)","O5: High school or GED (25)","O5: College / Bachelors degree (26)","O5: Masters/ PhD or equivalent (2)","O6: A lot (27)","O6: A little (26)","O6: Nothing at all (0)","O7: Almost every day (5)","O7: Once or twice a week (12)","O7: Once or twice a month (14)","O7: Only once or twice ever (13)","O7: Never (9)","O7: Do not know what an AI assistant is (0)","O8: Bad for humanity (12)","O8: Good for humanity (41)","O9: Mostly excited (14)","O9: Somewhat excited (9)","O9: Totally neutral (7)","O9: Somewhat concerned (14)","O9: Mostly concerned (9)","O10: Christian - Protestant (8)","O10: Christian - Catholic (10)","O10: Christian - Mormon (0)","O10: Jewish (0)","O10: Muslim (1)","O10: Hindu (0)","O10: Other (7)","O10: None - I do not identify with any religious group or faith (27)","Religious (26)","Not religious (27)","White (40)","Not white (13)","Under 34 (31)","33-54 (15)","55+ (7)","Support initial policy (42)","Unsure on initial policy (8)","Don't support initial policy (2)","unsure/don't support policy (10)"
"b396481d-31de-4a66-b8e8-9e26031bab9b","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Almost every day","9%","9%","10%","0%","25%","14%","50%","0%","0%","10%","0%","0%","7%","13%","0%","0%","11%","14%","6%","0%","0%","0%","0%","8%","12%","0%","15%","4%","0%","100%","0%","0%","0%","0%","0%","0%","12%","21%","0%","14%","7%","0%","13%","0%","0%","0%","100%","0%","29%","4%","15%","4%","10%","8%","10%","7%","14%","7%","13%","50%","20%"
"b396481d-31de-4a66-b8e8-9e26031bab9b","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Once or twice a week","23%","18%","20%","36%","25%","14%","50%","0%","40%","20%","33%","0%","29%","17%","0%","0%","11%","29%","38%","33%","0%","0%","0%","20%","27%","0%","30%","15%","0%","0%","100%","0%","0%","0%","0%","33%","20%","36%","33%","0%","14%","22%","13%","30%","0%","0%","0%","0%","14%","26%","19%","26%","20%","31%","19%","33%","14%","24%","13%","0%","10%"
"b396481d-31de-4a66-b8e8-9e26031bab9b","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Once or twice a month","26%","27%","30%","27%","25%","14%","0%","33%","0%","30%","33%","0%","39%","13%","0%","0%","26%","29%","31%","0%","0%","0%","0%","32%","19%","50%","26%","27%","0%","0%","0%","100%","0%","0%","0%","17%","29%","21%","44%","29%","29%","11%","38%","10%","0%","0%","0%","0%","0%","37%","15%","37%","30%","15%","29%","27%","14%","31%","13%","0%","10%"
"b396481d-31de-4a66-b8e8-9e26031bab9b","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Only once or twice ever","25%","18%","20%","18%","25%","57%","0%","33%","60%","23%","0%","0%","14%","39%","0%","0%","44%","0%","6%","0%","0%","0%","0%","16%","31%","50%","15%","35%","0%","0%","0%","0%","100%","0%","0%","25%","24%","7%","11%","29%","43%","33%","13%","50%","0%","0%","0%","0%","14%","22%","27%","22%","23%","31%","19%","20%","57%","21%","50%","0%","40%"
"b396481d-31de-4a66-b8e8-9e26031bab9b","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Never","17%","27%","20%","18%","0%","0%","0%","33%","0%","18%","33%","0%","11%","17%","100%","100%","7%","29%","19%","67%","0%","0%","0%","24%","12%","0%","15%","19%","0%","0%","0%","0%","0%","100%","0%","25%","15%","14%","11%","29%","7%","33%","25%","10%","0%","0%","0%","0%","43%","11%","23%","11%","18%","15%","23%","13%","0%","17%","13%","50%","20%"
