"c934eebc-a73b-46bf-8f4c-2c0e66148904","Poll Single Select","What is your ethnicity?","Hispanic","7%","12%","12%","6%","9%","1%","0%","0%","100%","0%","0%","0%","10%","4%","7%","0%","6%","7%","7%","9%","0%","0%","0%","7%","6%","7%","7%","7%","33%","10%","7%","6%","8%","3%","0%","7%","8%","6%","6%","14%","0%","0%","0%","0%","6%","12%","7%","1%","6%","8%","3%","7%","8%","5%","6%","0%","0%","39%","7%","6%","7%","7%","8%","4%","7%","6%"
"c934eebc-a73b-46bf-8f4c-2c0e66148904","Poll Single Select","What is your ethnicity?","White","67%","56%","59%","62%","61%","83%","0%","0%","0%","100%","0%","0%","65%","70%","64%","0%","63%","73%","67%","73%","0%","0%","88%","69%","63%","71%","63%","73%","33%","53%","64%","75%","71%","71%","100%","69%","67%","67%","67%","69%","80%","85%","13%","20%","56%","58%","62%","83%","71%","66%","72%","66%","68%","55%","71%","100%","0%","0%","70%","63%","71%","66%","69%","68%","66%","71%"
"c934eebc-a73b-46bf-8f4c-2c0e66148904","Poll Single Select","What is your ethnicity?","Mixed","4%","5%","4%","7%","5%","3%","0%","0%","0%","0%","100%","0%","4%","4%","21%","0%","4%","3%","5%","0%","0%","0%","0%","4%","4%","5%","5%","4%","33%","5%","5%","3%","3%","5%","0%","5%","3%","5%","2%","2%","20%","8%","0%","0%","6%","4%","6%","3%","6%","3%","6%","6%","2%","5%","6%","0%","0%","24%","4%","4%","5%","4%","2%","10%","4%","5%"
"c934eebc-a73b-46bf-8f4c-2c0e66148904","Poll Single Select","What is your ethnicity?","Other","1%","0%","2%","0%","0%","2%","0%","0%","0%","0%","0%","100%","1%","1%","0%","0%","1%","1%","1%","0%","0%","0%","0%","1%","1%","1%","0%","1%","0%","1%","0%","0%","2%","1%","0%","1%","1%","0%","1%","0%","0%","8%","25%","0%","0%","1%","0%","2%","1%","1%","0%","1%","0%","3%","1%","0%","0%","5%","1%","1%","1%","1%","0%","2%","1%","1%"

"Question ID","Question Type","Question","Responses","All(929)","O1: 18-24 (104)","O1: 25-34 (186)","O1: 35-44 (166)","O1: 45-54 (161)","O1: 55+ (312)","O2: Asian (52)","O2: Black (140)","O2: Hispanic (63)","O2: White (627)","O2: Mixed (39)","O2: Other (8)","O3: Male (441)","O3: Female (474)","O3: Other (14)","O3: Prefer not to say (0)","O4: Democrat (325)","O4: Republican (258)","O4: Independant (335)","O4: Other (11)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (8)","O5: High school or GED (462)","O5: College / Bachelors degree (336)","O5: Masters/ PhD or equivalent (123)","O6: A lot (503)","O6: A little (423)","O6: Nothing at all (3)","O7: Almost every day (134)","O7: Once or twice a week (264)","O7: Once or twice a month (205)","O7: Only once or twice ever (182)","O7: Never (140)","O7: Do not know what an AI assistant is (4)","O8: More excited than concerned (292)","O8: Equally concerned and excited (412)","O8: More concerned than excited (225)","O9: Christian - Protestant (301)","O9: Christian - Catholic (150)","O9: Christian - Mormon (5)","O9: Jewish (13)","O9: Muslim (8)","O9: Hindu (5)","O9: Other (85)","Under 34 (290)","33-54 (327)","55+ (312)","O9: None - I do not identify with any religious group or faith (362)","Initial support (633)","Initial unsure (125)","Initial not support (145)","Christian (456)","Religious - non-christian (111)","Non-religious (362)","White (627)","Black (140)","Not white or black (162)","High school or less (470)","College / Bachelors degree (336)","Masters / PhD (123)","FInal support (706)","Final unsure (97)","Final don't support (97)","O10: Yes, the public should help to decide how AI assistants answer difficult questions (698)","O10: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions (231)"
"4e5b0e80-46a2-464c-870b-467da3c60976","Poll Single Select","What gender do you identify with?","Male","47%","50%","54%","50%","47%","41%","65%","41%","67%","46%","41%","50%","100%","0%","0%","0%","45%","50%","48%","55%","0%","0%","75%","45%","51%","46%","56%","38%","33%","60%","59%","48%","36%","28%","25%","58%","46%","36%","44%","54%","60%","54%","25%","100%","38%","53%","49%","41%","49%","51%","42%","39%","47%","41%","49%","46%","41%","59%","46%","51%","46%","50%","36%","43%","45%","54%"
"4e5b0e80-46a2-464c-870b-467da3c60976","Poll Single Select","What gender do you identify with?","Female","51%","45%","45%","49%","50%","58%","35%","58%","32%","53%","51%","50%","0%","100%","0%","0%","54%","50%","49%","45%","0%","0%","25%","53%","49%","52%","42%","61%","67%","38%","40%","50%","62%","70%","75%","41%","52%","62%","56%","46%","40%","38%","75%","0%","54%","45%","50%","58%","49%","48%","55%","59%","53%","51%","49%","53%","58%","38%","52%","49%","52%","49%","62%","56%","53%","44%"
"4e5b0e80-46a2-464c-870b-467da3c60976","Poll Single Select","What gender do you identify with?","Other","2%","5%","1%","1%","2%","1%","0%","1%","2%","1%","8%","0%","0%","0%","100%","0%","1%","0%","3%","0%","0%","0%","0%","2%","0%","2%","2%","1%","0%","1%","1%","1%","2%","2%","0%","1%","2%","2%","0%","0%","0%","8%","0%","0%","8%","2%","2%","1%","2%","1%","2%","1%","0%","7%","2%","1%","1%","2%","2%","0%","2%","2%","2%","1%","1%","2%"
"4e5b0e80-46a2-464c-870b-467da3c60976","Poll Single Select","What gender do you identify with?","Prefer not to say","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"

"Question ID","Question Type","Question","Responses","All(929)","O1: 18-24 (104)","O1: 25-34 (186)","O1: 35-44 (166)","O1: 45-54 (161)","O1: 55+ (312)","O2: Asian (52)","O2: Black (140)","O2: Hispanic (63)","O2: White (627)","O2: Mixed (39)","O2: Other (8)","O3: Male (441)","O3: Female (474)","O3: Other (14)","O3: Prefer not to say (0)","O4: Democrat (325)","O4: Republican (258)","O4: Independant (335)","O4: Other (11)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (8)","O5: High school or GED (462)","O5: College / Bachelors degree (336)","O5: Masters/ PhD or equivalent (123)","O6: A lot (503)","O6: A little (423)","O6: Nothing at all (3)","O7: Almost every day (134)","O7: Once or twice a week (264)","O7: Once or twice a month (205)","O7: Only once or twice ever (182)","O7: Never (140)","O7: Do not know what an AI assistant is (4)","O8: More excited than concerned (292)","O8: Equally concerned and excited (412)","O8: More concerned than excited (225)","O9: Christian - Protestant (301)","O9: Christian - Catholic (150)","O9: Christian - Mormon (5)","O9: Jewish (13)","O9: Muslim (8)","O9: Hindu (5)","O9: Other (85)","Under 34 (290)","33-54 (327)","55+ (312)","O9: None - I do not identify with any religious group or faith (362)","Initial support (633)","Initial unsure (125)","Initial not support (145)","Christian (456)","Religious - non-christian (111)","Non-religious (362)","White (627)","Black (140)","Not white or black (162)","High school or less (470)","College / Bachelors degree (336)","Masters / PhD (123)","FInal support (706)","Final unsure (97)","Final don't support (97)","O10: Yes, the public should help to decide how AI assistants answer difficult questions (698)","O10: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions (231)"
"6e24d0d0-fd18-4110-b9d5-df4f77ea5062","Poll Single Select","What political party do you most identify with?","Democrat","35%","35%","32%","30%","32%","41%","23%","53%","33%","33%","31%","25%","33%","37%","29%","0%","100%","0%","0%","0%","0%","0%","25%","33%","37%","37%","36%","34%","33%","41%","32%","38%","33%","34%","25%","38%","35%","31%","26%","35%","40%","54%","63%","40%","31%","33%","31%","41%","42%","40%","22%","22%","29%","36%","42%","33%","53%","29%","33%","37%","37%","39%","26%","18%","36%","31%"
"6e24d0d0-fd18-4110-b9d5-df4f77ea5062","Poll Single Select","What political party do you most identify with?","Republican","28%","16%","25%","24%","29%","35%","37%","15%","29%","30%","23%","25%","29%","27%","7%","0%","0%","100%","0%","0%","0%","0%","38%","29%","26%","26%","27%","28%","67%","31%","28%","25%","25%","31%","25%","28%","24%","33%","46%","41%","60%","8%","0%","0%","13%","22%","26%","35%","12%","25%","30%","37%","44%","11%","12%","30%","15%","30%","29%","26%","26%","25%","33%","39%","26%","35%"
"6e24d0d0-fd18-4110-b9d5-df4f77ea5062","Poll Single Select","What political party do you most identify with?","Independant","36%","47%","42%","45%","37%","23%","38%","31%","37%","36%","46%","50%","37%","35%","64%","0%","0%","0%","100%","0%","0%","0%","38%","35%","37%","36%","35%","37%","0%","28%","39%","35%","41%","33%","50%","34%","39%","34%","28%","21%","0%","31%","38%","60%","54%","44%","41%","23%","45%","33%","48%","39%","25%","50%","45%","36%","31%","40%","36%","37%","36%","35%","40%","41%","37%","33%"
"6e24d0d0-fd18-4110-b9d5-df4f77ea5062","Poll Single Select","What political party do you most identify with?","Other","1%","2%","1%","1%","2%","1%","2%","1%","2%","1%","0%","0%","1%","1%","0%","0%","0%","0%","0%","100%","0%","0%","0%","2%","0%","1%","1%","1%","0%","0%","1%","2%","1%","2%","0%","0%","2%","2%","1%","2%","0%","8%","0%","0%","2%","1%","2%","1%","1%","1%","1%","2%","1%","3%","1%","1%","1%","1%","2%","0%","1%","1%","1%","2%","1%","1%"

"Question ID","Question Type","Question","Responses","All(929)","O1: 18-24 (104)","O1: 25-34 (186)","O1: 35-44 (166)","O1: 45-54 (161)","O1: 55+ (312)","O2: Asian (52)","O2: Black (140)","O2: Hispanic (63)","O2: White (627)","O2: Mixed (39)","O2: Other (8)","O3: Male (441)","O3: Female (474)","O3: Other (14)","O3: Prefer not to say (0)","O4: Democrat (325)","O4: Republican (258)","O4: Independant (335)","O4: Other (11)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (8)","O5: High school or GED (462)","O5: College / Bachelors degree (336)","O5: Masters/ PhD or equivalent (123)","O6: A lot (503)","O6: A little (423)","O6: Nothing at all (3)","O7: Almost every day (134)","O7: Once or twice a week (264)","O7: Once or twice a month (205)","O7: Only once or twice ever (182)","O7: Never (140)","O7: Do not know what an AI assistant is (4)","O8: More excited than concerned (292)","O8: Equally concerned and excited (412)","O8: More concerned than excited (225)","O9: Christian - Protestant (301)","O9: Christian - Catholic (150)","O9: Christian - Mormon (5)","O9: Jewish (13)","O9: Muslim (8)","O9: Hindu (5)","O9: Other (85)","Under 34 (290)","33-54 (327)","55+ (312)","O9: None - I do not identify with any religious group or faith (362)","Initial support (633)","Initial unsure (125)","Initial not support (145)","Christian (456)","Religious - non-christian (111)","Non-religious (362)","White (627)","Black (140)","Not white or black (162)","High school or less (470)","College / Bachelors degree (336)","Masters / PhD (123)","FInal support (706)","Final unsure (97)","Final don't support (97)","O10: Yes, the public should help to decide how AI assistants answer difficult questions (698)","O10: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions (231)"
"8ee53939-d333-4b3b-bc84-939c521cf4f9","Poll Single Select","What is your highest level of education?","No formal education","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"
"8ee53939-d333-4b3b-bc84-939c521cf4f9","Poll Single Select","What is your highest level of education?","Elementary school","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"
"8ee53939-d333-4b3b-bc84-939c521cf4f9","Poll Single Select","What is your highest level of education?","Middle school","1%","2%","0%","1%","2%","0%","2%","0%","0%","1%","0%","0%","1%","0%","0%","0%","1%","1%","1%","0%","0%","0%","100%","0%","0%","0%","1%","1%","0%","1%","0%","1%","0%","1%","0%","2%","1%","0%","2%","1%","0%","0%","0%","0%","1%","1%","2%","0%","0%","1%","1%","1%","1%","1%","0%","1%","0%","1%","2%","0%","0%","1%","0%","2%","1%","2%"
"8ee53939-d333-4b3b-bc84-939c521cf4f9","Poll Single Select","What is your highest level of education?","High school or GED","50%","52%","54%","57%","49%","43%","33%","49%","52%","51%","51%","50%","47%","51%","71%","0%","47%","52%","49%","91%","0%","0%","0%","100%","0%","0%","45%","56%","67%","37%","41%","51%","63%","60%","50%","45%","52%","52%","45%","37%","20%","23%","50%","60%","59%","53%","53%","43%","58%","46%","58%","59%","42%","54%","58%","51%","49%","46%","98%","0%","0%","48%","52%","57%","48%","55%"
"8ee53939-d333-4b3b-bc84-939c521cf4f9","Poll Single Select","What is your highest level of education?","College / Bachelors degree","36%","40%","33%","29%","33%","42%","50%","43%","33%","34%","33%","38%","39%","35%","7%","0%","38%","34%","37%","0%","0%","0%","0%","0%","100%","0%","41%","30%","33%","49%","42%","33%","27%","29%","50%","41%","33%","36%","37%","47%","60%","38%","25%","20%","28%","36%","31%","42%","33%","39%","30%","28%","40%","29%","33%","34%","43%","39%","0%","100%","0%","38%","37%","24%","37%","32%"
"8ee53939-d333-4b3b-bc84-939c521cf4f9","Poll Single Select","What is your highest level of education?","Masters/ PhD or equivalent","13%","6%","13%","13%","16%","15%","15%","9%","14%","14%","15%","13%","13%","14%","21%","0%","14%","12%","13%","9%","0%","0%","0%","0%","0%","100%","13%","13%","0%","13%","17%","14%","9%","9%","0%","12%","15%","12%","17%","15%","20%","38%","25%","20%","12%","10%","14%","15%","9%","14%","10%","12%","16%","16%","9%","14%","9%","15%","0%","0%","100%","13%","11%","18%","14%","10%"

"Question ID","Question Type","Question","Responses","All(929)","O1: 18-24 (104)","O1: 25-34 (186)","O1: 35-44 (166)","O1: 45-54 (161)","O1: 55+ (312)","O2: Asian (52)","O2: Black (140)","O2: Hispanic (63)","O2: White (627)","O2: Mixed (39)","O2: Other (8)","O3: Male (441)","O3: Female (474)","O3: Other (14)","O3: Prefer not to say (0)","O4: Democrat (325)","O4: Republican (258)","O4: Independant (335)","O4: Other (11)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (8)","O5: High school or GED (462)","O5: College / Bachelors degree (336)","O5: Masters/ PhD or equivalent (123)","O6: A lot (503)","O6: A little (423)","O6: Nothing at all (3)","O7: Almost every day (134)","O7: Once or twice a week (264)","O7: Once or twice a month (205)","O7: Only once or twice ever (182)","O7: Never (140)","O7: Do not know what an AI assistant is (4)","O8: More excited than concerned (292)","O8: Equally concerned and excited (412)","O8: More concerned than excited (225)","O9: Christian - Protestant (301)","O9: Christian - Catholic (150)","O9: Christian - Mormon (5)","O9: Jewish (13)","O9: Muslim (8)","O9: Hindu (5)","O9: Other (85)","Under 34 (290)","33-54 (327)","55+ (312)","O9: None - I do not identify with any religious group or faith (362)","Initial support (633)","Initial unsure (125)","Initial not support (145)","Christian (456)","Religious - non-christian (111)","Non-religious (362)","White (627)","Black (140)","Not white or black (162)","High school or less (470)","College / Bachelors degree (336)","Masters / PhD (123)","FInal support (706)","Final unsure (97)","Final don't support (97)","O10: Yes, the public should help to decide how AI assistants answer difficult questions (698)","O10: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions (231)"
"c66ca31e-6d1f-46cc-9aa8-d37fb170a9e9","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","A lot","54%","56%","51%","60%","59%","50%","71%","64%","54%","51%","59%","25%","64%","45%","64%","0%","56%","53%","53%","45%","0%","0%","50%","49%","62%","54%","100%","0%","0%","92%","69%","53%","33%","22%","0%","70%","51%","40%","52%","58%","40%","46%","38%","80%","61%","53%","59%","50%","53%","56%","48%","52%","54%","59%","53%","51%","64%","59%","49%","62%","54%","56%","44%","52%","54%","56%"
"c66ca31e-6d1f-46cc-9aa8-d37fb170a9e9","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","A little","46%","43%","49%","40%","41%","50%","29%","36%","44%","49%","38%","75%","36%","55%","36%","0%","44%","46%","47%","55%","0%","0%","50%","51%","38%","46%","0%","100%","0%","8%","31%","47%","67%","76%","100%","30%","49%","60%","48%","41%","40%","54%","63%","20%","39%","47%","40%","50%","47%","44%","52%","48%","45%","41%","47%","49%","36%","40%","51%","38%","46%","44%","56%","47%","46%","43%"
"c66ca31e-6d1f-46cc-9aa8-d37fb170a9e9","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","Nothing at all","0%","1%","0%","1%","0%","0%","0%","0%","2%","0%","3%","0%","0%","0%","0%","0%","0%","1%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","1%","0%","0%","0%","1%","0%","1%","20%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","1%","1%","0%","0%","0%","0%","1%","0%","0%","0%","0%","0%","1%","0%","1%"

"Question ID","Question Type","Question","Responses","All(929)","O1: 18-24 (104)","O1: 25-34 (186)","O1: 35-44 (166)","O1: 45-54 (161)","O1: 55+ (312)","O2: Asian (52)","O2: Black (140)","O2: Hispanic (63)","O2: White (627)","O2: Mixed (39)","O2: Other (8)","O3: Male (441)","O3: Female (474)","O3: Other (14)","O3: Prefer not to say (0)","O4: Democrat (325)","O4: Republican (258)","O4: Independant (335)","O4: Other (11)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (8)","O5: High school or GED (462)","O5: College / Bachelors degree (336)","O5: Masters/ PhD or equivalent (123)","O6: A lot (503)","O6: A little (423)","O6: Nothing at all (3)","O7: Almost every day (134)","O7: Once or twice a week (264)","O7: Once or twice a month (205)","O7: Only once or twice ever (182)","O7: Never (140)","O7: Do not know what an AI assistant is (4)","O8: More excited than concerned (292)","O8: Equally concerned and excited (412)","O8: More concerned than excited (225)","O9: Christian - Protestant (301)","O9: Christian - Catholic (150)","O9: Christian - Mormon (5)","O9: Jewish (13)","O9: Muslim (8)","O9: Hindu (5)","O9: Other (85)","Under 34 (290)","33-54 (327)","55+ (312)","O9: None - I do not identify with any religious group or faith (362)","Initial support (633)","Initial unsure (125)","Initial not support (145)","Christian (456)","Religious - non-christian (111)","Non-religious (362)","White (627)","Black (140)","Not white or black (162)","High school or less (470)","College / Bachelors degree (336)","Masters / PhD (123)","FInal support (706)","Final unsure (97)","Final don't support (97)","O10: Yes, the public should help to decide how AI assistants answer difficult questions (698)","O10: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions (231)"
"15be743c-52a5-4c4a-9c9c-9c5a2c1640c5","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Almost every day","14%","17%","17%","16%","17%","10%","29%","19%","21%","11%","18%","25%","18%","11%","14%","0%","17%","16%","11%","0%","0%","0%","25%","11%","19%","15%","24%","3%","0%","100%","0%","0%","0%","0%","0%","22%","14%","5%","12%","17%","0%","23%","13%","20%","21%","17%","17%","10%","14%","17%","8%","7%","13%","21%","14%","11%","19%","23%","11%","19%","15%","16%","6%","8%","16%","10%"
"15be743c-52a5-4c4a-9c9c-9c5a2c1640c5","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Once or twice a week","28%","23%","34%","28%","27%","28%","29%","34%","30%","27%","33%","0%","35%","22%","21%","0%","26%","29%","31%","18%","0%","0%","13%","23%","33%","37%","36%","20%","0%","0%","100%","0%","0%","0%","0%","39%","27%","18%","30%","33%","60%","15%","38%","60%","18%","30%","28%","28%","27%","30%","32%","18%","31%","21%","27%","27%","34%","29%","23%","33%","37%","30%","20%","24%","27%","32%"
"15be743c-52a5-4c4a-9c9c-9c5a2c1640c5","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Once or twice a month","22%","21%","24%","22%","24%","20%","21%","16%","19%","24%","15%","0%","22%","22%","21%","0%","24%","20%","21%","36%","0%","0%","38%","23%","20%","24%","21%","23%","33%","0%","0%","100%","0%","0%","0%","23%","24%","17%","21%","22%","40%","8%","13%","20%","20%","23%","23%","20%","24%","23%","20%","21%","21%","18%","24%","24%","16%","18%","23%","20%","24%","22%","24%","20%","21%","25%"
"15be743c-52a5-4c4a-9c9c-9c5a2c1640c5","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Only once or twice ever","20%","25%","15%","22%","16%","21%","12%","16%","24%","21%","15%","50%","15%","24%","21%","0%","18%","18%","22%","18%","0%","0%","0%","25%","15%","14%","12%","29%","0%","0%","0%","0%","100%","0%","0%","13%","19%","29%","20%","18%","0%","31%","25%","0%","26%","18%","19%","21%","19%","17%","24%","28%","19%","25%","19%","21%","16%","19%","24%","15%","14%","18%","28%","26%","21%","16%"
