,id,subject,prompt template,agent_opinion_list,prompt,response,time,full_response,STEP 1,STEP 2,STEP 3,STEP 4,model,query1_size,agent_id_sample,query1_response,comment,agent_comment
130,"(581, (361,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""Bowling Green and Warren County must allocate resources effectively to meet the community’s needs, including education, infrastructure, and public services, ensuring quality of life and equal opportunities for everyone.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:42:33,,,,,,gpt-4-0314,,,,"Bowling Green and Warren County must allocate resources effectively to meet the community’s needs, including education, infrastructure, and public services, ensuring quality of life and equal opportunities for everyone.","City School taxes are too high , they need to budget more"
131,0,basic_explain_common_ground,"Below is a list of people with various opinions on a topic. Follow the following steps: 
            1. Determine what topic they are discussing. What are the key axes of disagreement here?
            2. For each person, give them a number and write down what their main beliefs are, and how they compare to the crowd. 
            3. Reflect on which opinions are commonly held and which opinions are less commonly held. Where might people find common ground? 
            4. Write a single specific statement that the most possible people would agree with. You should try to find common ground among the different opinions. But also, the statement you generate should not be wishy-washy: it should represent a single specific viewpoint on the topic. It should sound like an opinionated statement one of the people in the list would make.
{agent_opinion_list}
This concludes the list of people, now start following the steps. Your output should be a Python dictionary with key-val pairs:{{""STEP 1"": """"""<writing for step 1>"""""", ""STEP 2"": """"""<writing for step 2>"""""", ""STEP 3"":, """"""<writing for step 3>"""""", ""STEP 4"": """"""<writing for step 4>"""""".}} Output only the Python dict and nothing else.","- We need to renovate the run down businesses and store fronts, instead of building new places
- Post-secondary training programs for special education students.
- Broadband should be expanded to places like Rockfield, Woodburn, and Alvaton.
- Our sidewalks need more connectivity. It's too piecemealed and makes some areas unusable.
- We need better cable options.
- Human trafficking in Bowling Green needs to be investigated by the FBI before it becomes a larger problem swept under the rug.
- Complete the ky. 185 restructuring project.
- Wal-Mart and Kroger grocery pick-up should have to accept EBT for the elderly and disabled
- Locally owned, small businesses should get incentives and assistance -- not chains and outside investors.
- There should be officers more readily available to the county areas; ex. for domestic violence disputes.
- Expand Nashville Rd all the way past Chaney’s & Buchanan park.  Very dangerous area.. very much so for a school area & young drivers.
- animal cruelty laws need to exist and be enforced
- If the state cannot provide good retirement benefits to KRS employees, the county/city should supplement the retirement with a 401k.
- Parking lots should be monitored to prevent illegal parking in handicap spaces.
- City School taxes are too high , they need to budget more
- Need new schools in Warren County to keep up with population growth, CTE is falling down, Drakes and Greenwood high are way overcrowded
- A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents.
- Older apartment complexes deteriorate.  Creates blighted areas, crime increases.  Stricter Landlord/Tenant rules needed!
- A way to improve Bowling Green and the surrounding areas is to improve traffic flow & circulation by limiting the number of traffic lights.
- Develop a manufacturing Work training program for jail inmates that qualify","Below is a list of people with various opinions on a topic. Follow the following steps: 
            1. Determine what topic they are discussing. What are the key axes of disagreement here?
            2. For each person, give them a number and write down what their main beliefs are, and how they compare to the crowd. 
            3. Reflect on which opinions are commonly held and which opinions are less commonly held. Where might people find common ground? 
            4. Write a single specific statement that the most possible people would agree with. You should try to find common ground among the different opinions. But also, the statement you generate should not be wishy-washy: it should represent a single specific viewpoint on the topic. It should sound like an opinionated statement one of the people in the list would make.
- We need to renovate the run down businesses and store fronts, instead of building new places
- Post-secondary training programs for special education students.
- Broadband should be expanded to places like Rockfield, Woodburn, and Alvaton.
- Our sidewalks need more connectivity. It's too piecemealed and makes some areas unusable.
- We need better cable options.
- Human trafficking in Bowling Green needs to be investigated by the FBI before it becomes a larger problem swept under the rug.
- Complete the ky. 185 restructuring project.
- Wal-Mart and Kroger grocery pick-up should have to accept EBT for the elderly and disabled
- Locally owned, small businesses should get incentives and assistance -- not chains and outside investors.
- There should be officers more readily available to the county areas; ex. for domestic violence disputes.
- Expand Nashville Rd all the way past Chaney’s & Buchanan park.  Very dangerous area.. very much so for a school area & young drivers.
- animal cruelty laws need to exist and be enforced
- If the state cannot provide good retirement benefits to KRS employees, the county/city should supplement the retirement with a 401k.
- Parking lots should be monitored to prevent illegal parking in handicap spaces.
- City School taxes are too high , they need to budget more
- Need new schools in Warren County to keep up with population growth, CTE is falling down, Drakes and Greenwood high are way overcrowded
- A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents.
- Older apartment complexes deteriorate.  Creates blighted areas, crime increases.  Stricter Landlord/Tenant rules needed!
- A way to improve Bowling Green and the surrounding areas is to improve traffic flow & circulation by limiting the number of traffic lights.
- Develop a manufacturing Work training program for jail inmates that qualify
This concludes the list of people, now start following the steps. Your output should be a Python dictionary with key-val pairs:{""STEP 1"": """"""<writing for step 1>"""""", ""STEP 2"": """"""<writing for step 2>"""""", ""STEP 3"":, """"""<writing for step 3>"""""", ""STEP 4"": """"""<writing for step 4>"""""".} Output only the Python dict and nothing else.","Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.",2023-08-14-21:43:23,"{""STEP 1"": ""The topic they are discussing is the improvement of Bowling Green and the local area, with key axes of disagreement being infrastructure, social services, housing, and resources."",
 ""STEP 2"": ""1. Believes in renovating run-down businesses and store fronts.\n2. Advocates post-secondary training programs for special education students.\n3. Wants to expand broadband to rural areas.\n4. Considers sidewalk connectivity a priority.\n5. Thinks better cable options are needed.\n6. Concerned about human trafficking in Bowling Green.\n7. Urges for the completion of the KY. 185 restructuring project.\n8. Suggests Walmart and Kroger allow EBT pick-up for elderly and disabled.\n9. Supports incentives and assistance for locally owned small businesses.\n10. Believes more police officers should be available for county areas.\n11. Sees the need to expand Nashville Rd for safety reasons.\n12. Advocates for stronger animal cruelty laws and enforcement.\n13. Suggests supplementing retirement benefits for KRS employees.\n14. Wants better monitoring of handicap parking spaces.\n15. Believes city school taxes are too high.\n16. Sees the need for new schools to accommodate population growth.\n17. Advocates for a fresh food grocery store in specific neighborhoods.\n18. Concerned about older apartment complexes leading to blight and crime.\n19. Proposes improving traffic flow by reducing the number of traffic lights.\n20. Suggests a manufacturing work training program for qualifying jail inmates."",
 ""STEP 3"": ""Commonly held opinions focus on infrastructure, social services, and education. Less common opinions involve specific concerns like human trafficking and animal cruelty laws. Common ground can be found in improving community resources, ensuring safety, and supporting vulnerable populations."",
 ""STEP 4"": ""Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.""}","The topic they are discussing is the improvement of Bowling Green and the local area, with key axes of disagreement being infrastructure, social services, housing, and resources.","1. Believes in renovating run-down businesses and store fronts.
2. Advocates post-secondary training programs for special education students.
3. Wants to expand broadband to rural areas.
4. Considers sidewalk connectivity a priority.
5. Thinks better cable options are needed.
6. Concerned about human trafficking in Bowling Green.
7. Urges for the completion of the KY. 185 restructuring project.
8. Suggests Walmart and Kroger allow EBT pick-up for elderly and disabled.
9. Supports incentives and assistance for locally owned small businesses.
10. Believes more police officers should be available for county areas.
11. Sees the need to expand Nashville Rd for safety reasons.
12. Advocates for stronger animal cruelty laws and enforcement.
13. Suggests supplementing retirement benefits for KRS employees.
14. Wants better monitoring of handicap parking spaces.
15. Believes city school taxes are too high.
16. Sees the need for new schools to accommodate population growth.
17. Advocates for a fresh food grocery store in specific neighborhoods.
18. Concerned about older apartment complexes leading to blight and crime.
19. Proposes improving traffic flow by reducing the number of traffic lights.
20. Suggests a manufacturing work training program for qualifying jail inmates.","Commonly held opinions focus on infrastructure, social services, and education. Less common opinions involve specific concerns like human trafficking and animal cruelty laws. Common ground can be found in improving community resources, ensuring safety, and supporting vulnerable populations.","Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.",gpt-4-0314,20.0,"['(1459, (731,))' '(393, (263,))' '(453, (290,))' '(240, (146,))'
 '(1001, (495,))' '(181, (124,))' '(980, (478,))' '(1123, (580,))'
 '(1560, (820,))' '(1290, (668,))' '(1166, (596,))' '(1123, (583,))'
 '(6, (42,))' '(462, (300,))' '(581, (361,))' '(842, (430,))'
 '(892, (446,))' '(1652, (876,))' '(1371, (718,))' '(360, (244,))']","Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.",,
132,"(1459, (731,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""We need to renovate the run down businesses and store fronts, instead of building new places"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""We need to renovate the run down businesses and store fronts, instead of building new places"" Would they agree with this: ""Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:43:24,,,,,,gpt-4-0314,,,,"Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.","We need to renovate the run down businesses and store fronts, instead of building new places"
133,"(393, (263,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Post-secondary training programs for special education students."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Post-secondary training programs for special education students."" Would they agree with this: ""Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:43:25,,,,,,gpt-4-0314,,,,"Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.",Post-secondary training programs for special education students.
134,"(453, (290,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Broadband should be expanded to places like Rockfield, Woodburn, and Alvaton."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Broadband should be expanded to places like Rockfield, Woodburn, and Alvaton."" Would they agree with this: ""Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:43:26,,,,,,gpt-4-0314,,,,"Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.","Broadband should be expanded to places like Rockfield, Woodburn, and Alvaton."
135,"(240, (146,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Our sidewalks need more connectivity. It's too piecemealed and makes some areas unusable."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Our sidewalks need more connectivity. It's too piecemealed and makes some areas unusable."" Would they agree with this: ""Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:43:29,,,,,,gpt-4-0314,,,,"Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.",Our sidewalks need more connectivity. It's too piecemealed and makes some areas unusable.
136,"(1001, (495,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""We need better cable options."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""We need better cable options."" Would they agree with this: ""Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:43:30,,,,,,gpt-4-0314,,,,"Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.",We need better cable options.
137,"(181, (124,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Human trafficking in Bowling Green needs to be investigated by the FBI before it becomes a larger problem swept under the rug."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Human trafficking in Bowling Green needs to be investigated by the FBI before it becomes a larger problem swept under the rug."" Would they agree with this: ""Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:43:31,,,,,,gpt-4-0314,,,,"Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.",Human trafficking in Bowling Green needs to be investigated by the FBI before it becomes a larger problem swept under the rug.
138,"(980, (478,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Complete the ky. 185 restructuring project."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Complete the ky. 185 restructuring project."" Would they agree with this: ""Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:43:32,,,,,,gpt-4-0314,,,,"Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.",Complete the ky. 185 restructuring project.
139,"(1123, (580,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Wal-Mart and Kroger grocery pick-up should have to accept EBT for the elderly and disabled"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Wal-Mart and Kroger grocery pick-up should have to accept EBT for the elderly and disabled"" Would they agree with this: ""Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:43:32,,,,,,gpt-4-0314,,,,"Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.",Wal-Mart and Kroger grocery pick-up should have to accept EBT for the elderly and disabled
140,"(1560, (820,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Locally owned, small businesses should get incentives and assistance -- not chains and outside investors."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Locally owned, small businesses should get incentives and assistance -- not chains and outside investors."" Would they agree with this: ""Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:43:33,,,,,,gpt-4-0314,,,,"Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.","Locally owned, small businesses should get incentives and assistance -- not chains and outside investors."
141,"(1290, (668,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""There should be officers more readily available to the county areas; ex. for domestic violence disputes."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""There should be officers more readily available to the county areas; ex. for domestic violence disputes."" Would they agree with this: ""Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:43:35,,,,,,gpt-4-0314,,,,"Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.",There should be officers more readily available to the county areas; ex. for domestic violence disputes.
142,"(1166, (596,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Expand Nashville Rd all the way past Chaney’s & Buchanan park.  Very dangerous area.. very much so for a school area & young drivers."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Expand Nashville Rd all the way past Chaney’s & Buchanan park.  Very dangerous area.. very much so for a school area & young drivers."" Would they agree with this: ""Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:43:36,,,,,,gpt-4-0314,,,,"Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.",Expand Nashville Rd all the way past Chaney’s & Buchanan park.  Very dangerous area.. very much so for a school area & young drivers.
143,"(1123, (583,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""animal cruelty laws need to exist and be enforced"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""animal cruelty laws need to exist and be enforced"" Would they agree with this: ""Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:43:37,,,,,,gpt-4-0314,,,,"Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.",animal cruelty laws need to exist and be enforced
144,"(6, (42,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""If the state cannot provide good retirement benefits to KRS employees, the county/city should supplement the retirement with a 401k."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""If the state cannot provide good retirement benefits to KRS employees, the county/city should supplement the retirement with a 401k."" Would they agree with this: ""Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:43:38,,,,,,gpt-4-0314,,,,"Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.","If the state cannot provide good retirement benefits to KRS employees, the county/city should supplement the retirement with a 401k."
145,"(462, (300,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Parking lots should be monitored to prevent illegal parking in handicap spaces."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Parking lots should be monitored to prevent illegal parking in handicap spaces."" Would they agree with this: ""Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:43:39,,,,,,gpt-4-0314,,,,"Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.",Parking lots should be monitored to prevent illegal parking in handicap spaces.
146,"(581, (361,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:43:40,,,,,,gpt-4-0314,,,,"Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.","City School taxes are too high , they need to budget more"
147,"(842, (430,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Need new schools in Warren County to keep up with population growth, CTE is falling down, Drakes and Greenwood high are way overcrowded"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Need new schools in Warren County to keep up with population growth, CTE is falling down, Drakes and Greenwood high are way overcrowded"" Would they agree with this: ""Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:43:41,,,,,,gpt-4-0314,,,,"Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.","Need new schools in Warren County to keep up with population growth, CTE is falling down, Drakes and Greenwood high are way overcrowded"
148,"(892, (446,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:43:42,,,,,,gpt-4-0314,,,,"Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.",A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents.
149,"(1652, (876,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Older apartment complexes deteriorate.  Creates blighted areas, crime increases.  Stricter Landlord/Tenant rules needed!"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Older apartment complexes deteriorate.  Creates blighted areas, crime increases.  Stricter Landlord/Tenant rules needed!"" Would they agree with this: ""Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:43:43,,,,,,gpt-4-0314,,,,"Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.","Older apartment complexes deteriorate.  Creates blighted areas, crime increases.  Stricter Landlord/Tenant rules needed!"
150,"(1371, (718,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""A way to improve Bowling Green and the surrounding areas is to improve traffic flow & circulation by limiting the number of traffic lights."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""A way to improve Bowling Green and the surrounding areas is to improve traffic flow & circulation by limiting the number of traffic lights."" Would they agree with this: ""Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:43:44,,,,,,gpt-4-0314,,,,"Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.",A way to improve Bowling Green and the surrounding areas is to improve traffic flow & circulation by limiting the number of traffic lights.
151,"(360, (244,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Develop a manufacturing Work training program for jail inmates that qualify"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Develop a manufacturing Work training program for jail inmates that qualify"" Would they agree with this: ""Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:43:46,,,,,,gpt-4-0314,,,,"Improving the local area should prioritize infrastructure, education, and resources for a safer and more connected community.",Develop a manufacturing Work training program for jail inmates that qualify
