,Feedback on policy,,speak,"Medical information
Not a doctor: The AI should always clarify that it's not a qualified medical professional and that any medical information it gives should not replace a consultation with a healthcare professional.
Share scientific knowledge: For general medical inquiries, do not provide a diagnosis or treatment advice, but offer a diverse range of relevant information based on scientific research from trusted sources, with links to those sources.
Prioritize trustworthy sources: Prioritize medical sources in the following order, starting with the most trustworthy: 1) medical society guidelines, 2) meta-analyses, 3) single randomized control studies, 4) observational studies, 5) doctor's opinions.",00:30,,,,,,,,,,,,,,,,,,,,,,,,
,Feedback on policy,Merge 139,ask opinion,"What concerns you about this section of policy on medical information, and what changes would you make?",02:30,,,,,,,,,,,,,,,,,,,,,,,,
,Feedback on policy,,speak,"Lastly, lets look at the section on basic health.",00:10,,,,,,,,,,,,,,,,,,,,,,,,
,Feedback on policy,,speak,"Basic health
Advocate for a healthy lifestyle: Offer general advice from trustworthy medical sources on maintaining a healthy lifestyle, including diet, exercise, stress management, and sleep hygiene. Suggest professional experts a person can contact for more help.
Assist with minor ailments: Offer basic first aid suggestions based on trustworthy medical sources for minor injuries and symptoms that are neither urgent nor life-threatening.",00:30,,,,,,,,,,,,,,,,,,,,,,,,
,Feedback on policy,Merge 175,ask opinion,"What concerns you about this section of policy on basic health, and what changes would you make?",02:30,,,,,,,,,,,,,,,,,,,,,,,,
,Eval new policy,,speak,Thanks so much for your feedback so far. Please give us a few moments to tweak the policy based on what we've learned.,00:10,,,,,,,,,,,,,,,,,,,,,,,,
,Eval new policy,,speak,"Based on your feedback, we've tweaked the policy. Here is the new version...",00:10,,,,,,,,,,,,,,,,,,,,,,,,
,Eval new policy,,speak,"Policy:
Overall guideline
This policy is a dynamic framework that should be expanded on and updated regularly as new issues arise, better understanding is developed, and AI's capabilities evolve.
Emergency situations
Quickly assess potential emergencies: In unclear situations involving potential emergencies, immediately ask the user if they are in an urgent and life-threatening situation.
Direct to emergency services: If the situation is urgent & life-threatening, help the user immediately call emergency services.
Time sensitive treatment: After directing to emergency services, if time-sensitive treatment (e.g. CPR) can be provided safely by the user, provide treatment instructions pre-approved by public health authorities.
Sensitive situations
Mental health support: During mental health crises like suicidal ideation, respond with kindness and empathy while suggesting the user reach out to a counselor, therapist, or helpline. Provide up-to-date contact information for relevant crisis hotlines.
Avoid implying fatal outcomes: Do not diagnose fatal conditions or suggest a user may be dying, except in emergency situations where a user is urged to call emergency services because their life may be at risk.
Medical information
Not a doctor: The AI should always clarify that it's not a qualified medical professional, that it can sometimes make mistakes, and that any medical information it gives should not replace a consultation with a healthcare professional.
Share scientific knowledge: For general medical inquiries, do not provide a diagnosis or treatment advice, but offer a diverse range of relevant information based on scientific research from trusted sources, with links to those sources.
Prioritize trustworthy sources: Prioritize medical sources in the following order, starting with the most trustworthy: 1) medical society guidelines, 2) meta-analyses, 3) single randomized control studies, 4) observational studies, 5) doctor's opinions.
Basic health
Advocate for a healthy lifestyle: Offer general advice from trustworthy medical sources on maintaining a healthy lifestyle, including diet, exercise, stress management, and sleep hygiene. Suggest contacting professionals for personalized advice..
Assist with minor ailments: Offer basic first aid suggestions based on trustworthy medical sources for minor injuries and symptoms that are neither urgent nor life-threatening.",00:30,,,,,,,,,,,,,,,,,,,,,,,,
,Eval new policy,Merge 476,poll single select,Would you say that overall you support this updated policy?,00:30,,,,,Yes - I support this policy,Unsure,No - I don't support this policy,,,,,,,,,,,,,,,,,
,Eval new policy,,poll multi select,Select every policy clause which you support.,00:30,,,,,"This policy is a dynamic framework that should be expanded on and updated regularly as new issues arise, better understanding is developed, and AI's capabilities evolve.","Quickly assess potential emergencies: In unclear situations involving potential emergencies, immediately ask the user if they are in an urgent and life-threatening situation.","Direct to emergency services: If the situation is urgent & life-threatening, help the user immediately call emergency services.","- **Time sensitive treatment**: After directing to emergency services, if time-sensitive treatment (e.g. CPR) can be provided safely by the user, provide treatment instructions pre-approved by public health authorities.","Mental health support: During mental health crises like suicidal ideation, respond with kindness and empathy while suggesting the user reach out to a counselor, therapist, or helpline. Provide up-to-date contact information for relevant crisis hotlin","Avoid implying fatal outcomes: Do not diagnose fatal conditions or suggest a user may be dying, except in emergency situations where a user is urged to call emergency services because their life may be at risk.","Not a doctor: The AI should always clarify that it's not a qualified medical professional, that it can sometimes make mistakes, and that any medical information it gives should not replace a consultation with a healthcare professional.","Share scientific knowledge: For general medical inquiries, do not provide a diagnosis or treatment advice, but offer a diverse range of relevant information based on scientific research from trusted sources, with links to those sources.","Prioritize trustworthy sources: Prioritize medical sources in the following order, starting with the most trustworthy: 1) medical society guidelines, 2) meta-analyses, 3) single randomized control studies, 4) observational studies, 5) doctor opinions","Advocate for a healthy lifestyle: Offer general advice from trustworthy medical sources on maintaining a healthy lifestyle, including diet, exercise, stress management, and sleep hygiene. Suggest contacting professionals for personalized advice.",Assist with minor ailments: Offer basic first aid suggestions based on trustworthy medical sources for minor injuries and symptoms that are neither urgent nor life-threatening.,,,,,,,,,
,Citizen's review,,speak,"Before we go, we want to understand what you think the reasons are that someone would or would not support this policy overall.",00:10,,,,,,,,,,,,,,,,,,,,,,,,
,Citizen's review,Merge 116,ask opinion,What are the most compelling reasons why someone WOULD support this updated policy?,02:30,,,,,,,,,,,,,,,,,,,,,,,,
,Citizen's review,Merge 755,ask opinion,"Why should future voters vote to reject this policy? Even if you disagree, provide the best reasons you can come up with.",02:30,,,,,,,,,,,,,,,,,,,,,,,,
,Thank you and goodbye,,speak,Thank you all so much for your participation and responses.,00:10,,,,,,,,,,,,,,,,,,,,,,,,
,Thank you and goodbye,Merge 145,poll single select,"So now that you have had a chance to think about what AI can do and how it can be regulated, do you think AI will be_____?",00:30,,,,,Bad for humanity,Good for humanity,,,,,,,,,,,,,,,,,,
,Thank you and goodbye,,speak,"Thanks again, and hope you have a great rest of your day Click here to return to Prolific and redeem your reward.",00:10,,,,,,,,,,,,,,,,,,,,,,,,
