"Name","Collective Dialogue #2 - Medical Advice"
"Title","Policy on AI and medical advice"
"Date","August 30, 2023 at 06:00 PM (GMT)"
"Duration","01:39:17"
"Participants","238"
"Participant Limit","300"
"Total Onboarding Polls","10"
"Total Conversation Questions","11"


"Question ID","Question Type","Question","Responses","All(238)","O1: 18-24 (23)","O1: 25-34 (63)","O1: 33-44 (57)","O1: 45-54 (39)","O1: 55+ (56)","O2: Asian (14)","O2: Black (33)","O2: Hispanic (20)","O2: White (161)","O2: Mixed (9)","O2: Other (1)","O3: Male (125)","O3: Female (106)","O3: Other (6)","O3: Prefer not to say (1)","O4: Democrat (107)","O4: Republican (71)","O4: Independant (60)","O4: Other (0)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (1)","O5: High school or GED (90)","O5: College / Bachelors degree (121)","O5: Masters/ PhD or equivalent (26)","O6: A lot (129)","O6: A little (107)","O6: Nothing at all (2)","O7: Almost every day (34)","O7: Once or twice a week (71)","O7: Once or twice a month (53)","O7: Only once or twice ever (45)","O7: Never (34)","O7: Do not know what an AI assistant is (1)","O8: Bad for humanity (47)","O8: Good for humanity (191)","O9: Mostly excited (74)","O9: Somewhat excited (63)","O9: Totally neutral (15)","O9: Somewhat concerned (44)","O9: Mostly concerned (42)","O10: Christian - Protestant (77)","O10: Christian - Catholic (41)","O10: Christian - Mormon (1)","O10: Jewish (4)","O10: Muslim (4)","O10: Hindu (0)","O10: Other (17)","O10: None - I do not identify with any religious group or faith (94)","Religious (144)","Not religious (94)","White (161)","Not white (77)","Under 34 (86)","33-54 (96)","55+ (56)","Support initial policy (153)","Unsure on initial policy (23)","Don't support initial policy (6)","Flipped to yes (1)"
"06fa9ca4-d67c-45d3-a006-8c41a169ead6","Poll Single Select","What is your highest level of education?","College / Bachelors degree","51%","52%","54%","54%","46%","46%","57%","52%","45%","52%","44%","0%","52%","48%","67%","100%","59%","39%","50%","0%","0%","0%","0%","0%","100%","0%","56%","44%","100%","65%","49%","53%","38%","56%","0%","55%","50%","50%","52%","60%","45%","52%","47%","54%","0%","100%","0%","0%","47%","54%","49%","54%","52%","49%","53%","51%","46%","48%","57%","50%","100%"
"06fa9ca4-d67c-45d3-a006-8c41a169ead6","Poll Single Select","What is your highest level of education?","Masters/ PhD or equivalent","11%","0%","3%","12%","13%","21%","21%","18%","5%","9%","22%","0%","7%","16%","0%","0%","15%","11%","3%","0%","0%","0%","0%","0%","0%","100%","10%","12%","0%","15%","11%","9%","9%","12%","0%","9%","12%","12%","8%","7%","11%","14%","16%","12%","100%","0%","50%","0%","6%","5%","15%","5%","9%","16%","2%","13%","21%","9%","9%","0%","0%"

"Question ID","Question Type","Question","Responses","All(238)","O1: 18-24 (23)","O1: 25-34 (63)","O1: 33-44 (57)","O1: 45-54 (39)","O1: 55+ (56)","O2: Asian (14)","O2: Black (33)","O2: Hispanic (20)","O2: White (161)","O2: Mixed (9)","O2: Other (1)","O3: Male (125)","O3: Female (106)","O3: Other (6)","O3: Prefer not to say (1)","O4: Democrat (107)","O4: Republican (71)","O4: Independant (60)","O4: Other (0)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (1)","O5: High school or GED (90)","O5: College / Bachelors degree (121)","O5: Masters/ PhD or equivalent (26)","O6: A lot (129)","O6: A little (107)","O6: Nothing at all (2)","O7: Almost every day (34)","O7: Once or twice a week (71)","O7: Once or twice a month (53)","O7: Only once or twice ever (45)","O7: Never (34)","O7: Do not know what an AI assistant is (1)","O8: Bad for humanity (47)","O8: Good for humanity (191)","O9: Mostly excited (74)","O9: Somewhat excited (63)","O9: Totally neutral (15)","O9: Somewhat concerned (44)","O9: Mostly concerned (42)","O10: Christian - Protestant (77)","O10: Christian - Catholic (41)","O10: Christian - Mormon (1)","O10: Jewish (4)","O10: Muslim (4)","O10: Hindu (0)","O10: Other (17)","O10: None - I do not identify with any religious group or faith (94)","Religious (144)","Not religious (94)","White (161)","Not white (77)","Under 34 (86)","33-54 (96)","55+ (56)","Support initial policy (153)","Unsure on initial policy (23)","Don't support initial policy (6)","Flipped to yes (1)"
"b6d9de28-c1ba-4c5d-b343-292266e85930","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","A lot","54%","65%","48%","49%","64%","55%","71%","76%","60%","49%","33%","0%","62%","45%","50%","0%","62%","44%","53%","0%","0%","0%","100%","48%","60%","50%","100%","0%","0%","91%","65%","40%","38%","41%","0%","64%","52%","65%","40%","33%","57%","62%","53%","56%","0%","75%","25%","0%","41%","57%","52%","57%","49%","65%","52%","55%","55%","53%","48%","67%","100%"
"b6d9de28-c1ba-4c5d-b343-292266e85930","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","A little","45%","35%","52%","51%","36%","41%","29%","24%","40%","50%","67%","100%","38%","53%","50%","100%","37%","55%","47%","0%","0%","0%","0%","52%","39%","50%","0%","100%","0%","9%","35%","60%","62%","53%","100%","34%","48%","35%","59%","60%","43%","38%","47%","44%","100%","25%","75%","0%","59%","40%","48%","40%","50%","35%","48%","45%","41%","47%","52%","33%","0%"
"b6d9de28-c1ba-4c5d-b343-292266e85930","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","Nothing at all","1%","0%","0%","0%","0%","4%","0%","0%","0%","1%","0%","0%","0%","2%","0%","0%","1%","1%","0%","0%","0%","0%","0%","0%","2%","0%","0%","0%","100%","0%","0%","0%","0%","6%","0%","2%","1%","0%","2%","7%","0%","0%","0%","0%","0%","0%","0%","0%","0%","2%","0%","2%","1%","0%","0%","0%","4%","0%","0%","0%","0%"

"Question ID","Question Type","Question","Responses","All(238)","O1: 18-24 (23)","O1: 25-34 (63)","O1: 33-44 (57)","O1: 45-54 (39)","O1: 55+ (56)","O2: Asian (14)","O2: Black (33)","O2: Hispanic (20)","O2: White (161)","O2: Mixed (9)","O2: Other (1)","O3: Male (125)","O3: Female (106)","O3: Other (6)","O3: Prefer not to say (1)","O4: Democrat (107)","O4: Republican (71)","O4: Independant (60)","O4: Other (0)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (1)","O5: High school or GED (90)","O5: College / Bachelors degree (121)","O5: Masters/ PhD or equivalent (26)","O6: A lot (129)","O6: A little (107)","O6: Nothing at all (2)","O7: Almost every day (34)","O7: Once or twice a week (71)","O7: Once or twice a month (53)","O7: Only once or twice ever (45)","O7: Never (34)","O7: Do not know what an AI assistant is (1)","O8: Bad for humanity (47)","O8: Good for humanity (191)","O9: Mostly excited (74)","O9: Somewhat excited (63)","O9: Totally neutral (15)","O9: Somewhat concerned (44)","O9: Mostly concerned (42)","O10: Christian - Protestant (77)","O10: Christian - Catholic (41)","O10: Christian - Mormon (1)","O10: Jewish (4)","O10: Muslim (4)","O10: Hindu (0)","O10: Other (17)","O10: None - I do not identify with any religious group or faith (94)","Religious (144)","Not religious (94)","White (161)","Not white (77)","Under 34 (86)","33-54 (96)","55+ (56)","Support initial policy (153)","Unsure on initial policy (23)","Don't support initial policy (6)","Flipped to yes (1)"
"51d3d4f9-e509-40b0-9221-87322acaa66c","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Almost every day","14%","22%","11%","9%","15%","20%","21%","30%","20%","11%","0%","0%","17%","10%","33%","0%","18%","11%","12%","0%","0%","0%","0%","8%","18%","19%","24%","3%","0%","100%","0%","0%","0%","0%","0%","4%","17%","27%","11%","7%","7%","7%","14%","24%","0%","25%","25%","0%","12%","10%","17%","10%","11%","22%","14%","11%","20%","12%","9%","17%","100%"
"51d3d4f9-e509-40b0-9221-87322acaa66c","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Once or twice a week","30%","22%","33%","35%","26%","27%","14%","39%","35%","28%","44%","0%","30%","29%","33%","0%","27%","30%","35%","0%","0%","0%","0%","31%","29%","31%","36%","23%","0%","0%","100%","0%","0%","0%","0%","17%","33%","39%","30%","20%","32%","14%","32%","20%","100%","25%","0%","0%","12%","36%","26%","36%","28%","34%","30%","31%","27%","30%","26%","0%","0%"
"51d3d4f9-e509-40b0-9221-87322acaa66c","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Once or twice a month","22%","26%","27%","25%","23%","13%","29%","12%","35%","23%","0%","100%","22%","24%","17%","0%","24%","23%","18%","0%","0%","0%","100%","21%","23%","19%","16%","30%","0%","0%","0%","100%","0%","0%","0%","17%","24%","23%","24%","13%","20%","24%","18%","32%","0%","25%","25%","0%","18%","22%","22%","22%","23%","21%","27%","24%","13%","26%","13%","17%","0%"
"51d3d4f9-e509-40b0-9221-87322acaa66c","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Only once or twice ever","19%","26%","14%","21%","18%","20%","29%","6%","5%","22%","33%","0%","21%","16%","17%","100%","15%","23%","22%","0%","0%","0%","0%","27%","14%","15%","13%","26%","0%","0%","0%","0%","100%","0%","0%","32%","16%","5%","21%","33%","23%","31%","16%","17%","0%","25%","25%","0%","35%","19%","19%","19%","22%","13%","17%","20%","20%","18%","35%","50%","0%"
"51d3d4f9-e509-40b0-9221-87322acaa66c","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Never","14%","4%","14%","11%","15%","21%","7%","12%","5%","16%","22%","0%","10%","21%","0%","0%","15%","14%","13%","0%","0%","0%","0%","12%","16%","15%","11%","17%","100%","0%","0%","0%","0%","100%","0%","30%","10%","5%","13%","27%","18%","24%","18%","7%","0%","0%","25%","0%","24%","13%","15%","13%","16%","10%","12%","13%","21%","12%","17%","17%","0%"
