"Name","Collective Dialogue #1 - Medical Advice"
"Title","AI assistants and medical advice"
"Date","August 18, 2023 at 07:55 PM (GMT)"
"Duration","01:13:31"
"Participants","222"
"Participant Limit","1000"
"Total Onboarding Polls","10"
"Total Conversation Questions","13"


"Question ID","Question Type","Question","Responses","All(222)","O1: 18-24 (17)","O1: 25-34 (51)","O1: 33-44 (52)","O1: 45-54 (46)","O1: 55+ (56)","O2: Asian (15)","O2: Black (34)","O2: Hispanic (9)","O2: White (159)","O2: Mixed (3)","O2: Other (2)","O3: Male (120)","O3: Female (100)","O3: Other (2)","O3: Prefer not to say (0)","O4: Democrat (98)","O4: Republican (62)","O4: Independant (61)","O4: Other (1)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (0)","O5: High school or GED (61)","O5: College / Bachelors degree (131)","O5: Masters/ PhD or equivalent (30)","O6: A lot (132)","O6: A little (89)","O6: Nothing at all (1)","O7: Almost every day (46)","O7: Once or twice a week (81)","O7: Once or twice a month (41)","O7: Only once or twice ever (30)","O7: Never (24)","O7: Do not know what an AI assistant is (0)","O8: Bad for humanity (47)","O8: Good for humanity (175)","O9: Mostly excited (76)","O9: Somewhat excited (49)","O9: Totally neutral (17)","O9: Somewhat concerned (52)","O9: Mostly concerned (28)","O10: Christian - Protestant (73)","O10: Christian - Catholic (34)","O10: Christian - Mormon (2)","O10: Jewish (8)","O10: Muslim (2)","O10: Hindu (1)","O10: Other (12)","O10: None - I do not identify with any religious group or faith (90)","Religious (132)","Not religious (90)","White (159)","Not white (63)","Under 34 (68)","33-54 (98)","55+ (56)"
"f0cb2e83-a981-4f46-99e2-7761e04a57ee","Poll Single Select","What is your ethnicity?","White","72%","53%","55%","85%","67%","84%","0%","0%","0%","100%","0%","0%","72%","71%","100%","0%","68%","81%","67%","100%","0%","0%","0%","77%","66%","83%","73%","70%","100%","78%","70%","73%","70%","63%","0%","62%","74%","71%","73%","71%","75%","64%","66%","62%","100%","88%","50%","0%","75%","79%","67%","79%","100%","0%","54%","77%","84%"
"f0cb2e83-a981-4f46-99e2-7761e04a57ee","Poll Single Select","What is your ethnicity?","Mixed","1%","6%","4%","0%","0%","0%","0%","0%","0%","0%","100%","0%","1%","2%","0%","0%","1%","0%","3%","0%","0%","0%","0%","2%","1%","3%","1%","2%","0%","0%","0%","5%","3%","0%","0%","4%","1%","0%","0%","0%","4%","4%","1%","0%","0%","0%","0%","0%","0%","2%","1%","2%","0%","5%","4%","0%","0%"
"f0cb2e83-a981-4f46-99e2-7761e04a57ee","Poll Single Select","What is your ethnicity?","Other","1%","0%","0%","0%","0%","4%","0%","0%","0%","0%","0%","100%","1%","1%","0%","0%","1%","0%","2%","0%","0%","0%","0%","2%","1%","0%","1%","1%","0%","0%","0%","0%","0%","8%","0%","2%","1%","1%","0%","0%","2%","0%","0%","0%","0%","13%","0%","0%","0%","1%","1%","1%","0%","3%","0%","0%","4%"

"Question ID","Question Type","Question","Responses","All(222)","O1: 18-24 (17)","O1: 25-34 (51)","O1: 33-44 (52)","O1: 45-54 (46)","O1: 55+ (56)","O2: Asian (15)","O2: Black (34)","O2: Hispanic (9)","O2: White (159)","O2: Mixed (3)","O2: Other (2)","O3: Male (120)","O3: Female (100)","O3: Other (2)","O3: Prefer not to say (0)","O4: Democrat (98)","O4: Republican (62)","O4: Independant (61)","O4: Other (1)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (0)","O5: High school or GED (61)","O5: College / Bachelors degree (131)","O5: Masters/ PhD or equivalent (30)","O6: A lot (132)","O6: A little (89)","O6: Nothing at all (1)","O7: Almost every day (46)","O7: Once or twice a week (81)","O7: Once or twice a month (41)","O7: Only once or twice ever (30)","O7: Never (24)","O7: Do not know what an AI assistant is (0)","O8: Bad for humanity (47)","O8: Good for humanity (175)","O9: Mostly excited (76)","O9: Somewhat excited (49)","O9: Totally neutral (17)","O9: Somewhat concerned (52)","O9: Mostly concerned (28)","O10: Christian - Protestant (73)","O10: Christian - Catholic (34)","O10: Christian - Mormon (2)","O10: Jewish (8)","O10: Muslim (2)","O10: Hindu (1)","O10: Other (12)","O10: None - I do not identify with any religious group or faith (90)","Religious (132)","Not religious (90)","White (159)","Not white (63)","Under 34 (68)","33-54 (98)","55+ (56)"
"23dd51fa-9a7b-452b-a466-3e55fe08c3ec","Poll Single Select","What gender do you identify with?","Male","54%","47%","63%","58%","48%","50%","73%","47%","56%","54%","33%","50%","100%","0%","0%","0%","50%","61%","52%","100%","0%","0%","0%","44%","58%","57%","64%","40%","0%","70%","56%","61%","33%","33%","0%","49%","55%","61%","49%","65%","40%","64%","58%","59%","50%","38%","50%","100%","42%","52%","55%","52%","54%","54%","59%","53%","50%"
"23dd51fa-9a7b-452b-a466-3e55fe08c3ec","Poll Single Select","What gender do you identify with?","Female","45%","53%","37%","38%","52%","50%","27%","53%","44%","45%","67%","50%","0%","100%","0%","0%","49%","39%","46%","0%","0%","0%","0%","54%","41%","43%","36%","58%","100%","30%","44%","37%","63%","67%","0%","49%","44%","39%","51%","35%","58%","32%","42%","41%","50%","63%","50%","0%","58%","46%","45%","46%","45%","46%","41%","45%","50%"
"23dd51fa-9a7b-452b-a466-3e55fe08c3ec","Poll Single Select","What gender do you identify with?","Other","1%","0%","0%","4%","0%","0%","0%","0%","0%","1%","0%","0%","0%","0%","100%","0%","1%","0%","2%","0%","0%","0%","0%","2%","1%","0%","1%","1%","0%","0%","0%","2%","3%","0%","0%","2%","1%","0%","0%","0%","2%","4%","0%","0%","0%","0%","0%","0%","0%","2%","0%","2%","1%","0%","0%","2%","0%"
"23dd51fa-9a7b-452b-a466-3e55fe08c3ec","Poll Single Select","What gender do you identify with?","Prefer not to say","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"

"Question ID","Question Type","Question","Responses","All(222)","O1: 18-24 (17)","O1: 25-34 (51)","O1: 33-44 (52)","O1: 45-54 (46)","O1: 55+ (56)","O2: Asian (15)","O2: Black (34)","O2: Hispanic (9)","O2: White (159)","O2: Mixed (3)","O2: Other (2)","O3: Male (120)","O3: Female (100)","O3: Other (2)","O3: Prefer not to say (0)","O4: Democrat (98)","O4: Republican (62)","O4: Independant (61)","O4: Other (1)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (0)","O5: High school or GED (61)","O5: College / Bachelors degree (131)","O5: Masters/ PhD or equivalent (30)","O6: A lot (132)","O6: A little (89)","O6: Nothing at all (1)","O7: Almost every day (46)","O7: Once or twice a week (81)","O7: Once or twice a month (41)","O7: Only once or twice ever (30)","O7: Never (24)","O7: Do not know what an AI assistant is (0)","O8: Bad for humanity (47)","O8: Good for humanity (175)","O9: Mostly excited (76)","O9: Somewhat excited (49)","O9: Totally neutral (17)","O9: Somewhat concerned (52)","O9: Mostly concerned (28)","O10: Christian - Protestant (73)","O10: Christian - Catholic (34)","O10: Christian - Mormon (2)","O10: Jewish (8)","O10: Muslim (2)","O10: Hindu (1)","O10: Other (12)","O10: None - I do not identify with any religious group or faith (90)","Religious (132)","Not religious (90)","White (159)","Not white (63)","Under 34 (68)","33-54 (98)","55+ (56)"
"6cf5dcfd-7081-4ed6-a09c-d6d8339c3e80","Poll Single Select","What political party do you most identify with?","Democrat","44%","47%","37%","50%","41%","46%","33%","59%","44%","42%","33%","50%","41%","48%","50%","0%","100%","0%","0%","0%","0%","0%","0%","41%","46%","43%","42%","47%","0%","37%","47%","39%","47%","54%","0%","45%","44%","39%","49%","29%","54%","39%","37%","41%","0%","88%","50%","0%","50%","48%","42%","48%","42%","49%","40%","46%","46%"
"6cf5dcfd-7081-4ed6-a09c-d6d8339c3e80","Poll Single Select","What political party do you most identify with?","Republican","28%","18%","24%","19%","41%","32%","33%","15%","22%","31%","0%","0%","32%","24%","0%","0%","0%","100%","0%","0%","0%","0%","0%","26%","30%","23%","31%","22%","100%","33%","32%","29%","20%","13%","0%","21%","30%","29%","27%","47%","17%","36%","45%","41%","0%","0%","50%","100%","25%","11%","39%","11%","31%","19%","22%","30%","32%"
"6cf5dcfd-7081-4ed6-a09c-d6d8339c3e80","Poll Single Select","What political party do you most identify with?","Independant","27%","35%","39%","29%","17%","21%","33%","26%","33%","26%","67%","50%","27%","28%","50%","0%","0%","0%","100%","0%","0%","0%","0%","33%","24%","30%","26%","30%","0%","28%","21%","32%","33%","33%","0%","32%","26%","32%","24%","24%","27%","25%","18%","18%","100%","0%","0%","0%","25%","41%","18%","41%","26%","32%","38%","23%","21%"
"6cf5dcfd-7081-4ed6-a09c-d6d8339c3e80","Poll Single Select","What political party do you most identify with?","Other","0%","0%","0%","2%","0%","0%","0%","0%","0%","1%","0%","0%","1%","0%","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","3%","1%","0%","0%","2%","0%","0%","0%","0%","0%","2%","0%","0%","0%","0%","2%","0%","0%","0%","0%","13%","0%","0%","0%","0%","1%","0%","1%","0%","0%","1%","0%"

"Question ID","Question Type","Question","Responses","All(222)","O1: 18-24 (17)","O1: 25-34 (51)","O1: 33-44 (52)","O1: 45-54 (46)","O1: 55+ (56)","O2: Asian (15)","O2: Black (34)","O2: Hispanic (9)","O2: White (159)","O2: Mixed (3)","O2: Other (2)","O3: Male (120)","O3: Female (100)","O3: Other (2)","O3: Prefer not to say (0)","O4: Democrat (98)","O4: Republican (62)","O4: Independant (61)","O4: Other (1)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (0)","O5: High school or GED (61)","O5: College / Bachelors degree (131)","O5: Masters/ PhD or equivalent (30)","O6: A lot (132)","O6: A little (89)","O6: Nothing at all (1)","O7: Almost every day (46)","O7: Once or twice a week (81)","O7: Once or twice a month (41)","O7: Only once or twice ever (30)","O7: Never (24)","O7: Do not know what an AI assistant is (0)","O8: Bad for humanity (47)","O8: Good for humanity (175)","O9: Mostly excited (76)","O9: Somewhat excited (49)","O9: Totally neutral (17)","O9: Somewhat concerned (52)","O9: Mostly concerned (28)","O10: Christian - Protestant (73)","O10: Christian - Catholic (34)","O10: Christian - Mormon (2)","O10: Jewish (8)","O10: Muslim (2)","O10: Hindu (1)","O10: Other (12)","O10: None - I do not identify with any religious group or faith (90)","Religious (132)","Not religious (90)","White (159)","Not white (63)","Under 34 (68)","33-54 (98)","55+ (56)"
"d46d55e4-1f51-4a07-a47a-39a648e343f7","Poll Single Select","What is your highest level of education?","No formal education","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"
"d46d55e4-1f51-4a07-a47a-39a648e343f7","Poll Single Select","What is your highest level of education?","Elementary school","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"
"d46d55e4-1f51-4a07-a47a-39a648e343f7","Poll Single Select","What is your highest level of education?","Middle school","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"
"d46d55e4-1f51-4a07-a47a-39a648e343f7","Poll Single Select","What is your highest level of education?","High school or GED","27%","12%","45%","27%","26%","18%","20%","18%","33%","30%","33%","50%","23%","33%","50%","0%","26%","26%","33%","0%","0%","0%","0%","100%","0%","0%","23%","34%","0%","15%","17%","49%","40%","33%","0%","34%","26%","24%","29%","29%","29%","32%","25%","29%","0%","25%","0%","0%","25%","31%","25%","31%","30%","22%","37%","27%","18%"
"d46d55e4-1f51-4a07-a47a-39a648e343f7","Poll Single Select","What is your highest level of education?","College / Bachelors degree","59%","88%","45%","63%","57%","61%","73%","79%","44%","55%","33%","50%","63%","54%","50%","0%","61%","63%","52%","0%","0%","0%","0%","0%","100%","0%","63%","53%","100%","72%","65%","34%","57%","58%","0%","53%","61%","62%","61%","47%","56%","61%","59%","65%","50%","38%","50%","100%","67%","58%","60%","58%","55%","70%","56%","60%","61%"
"d46d55e4-1f51-4a07-a47a-39a648e343f7","Poll Single Select","What is your highest level of education?","Masters/ PhD or equivalent","14%","0%","10%","10%","17%","21%","7%","3%","22%","16%","33%","0%","14%","13%","0%","0%","13%","11%","15%","100%","0%","0%","0%","0%","0%","100%","14%","13%","0%","13%","17%","17%","3%","8%","0%","13%","14%","14%","10%","24%","15%","7%","16%","6%","50%","38%","50%","0%","8%","11%","15%","11%","16%","8%","7%","13%","21%"

"Question ID","Question Type","Question","Responses","All(222)","O1: 18-24 (17)","O1: 25-34 (51)","O1: 33-44 (52)","O1: 45-54 (46)","O1: 55+ (56)","O2: Asian (15)","O2: Black (34)","O2: Hispanic (9)","O2: White (159)","O2: Mixed (3)","O2: Other (2)","O3: Male (120)","O3: Female (100)","O3: Other (2)","O3: Prefer not to say (0)","O4: Democrat (98)","O4: Republican (62)","O4: Independant (61)","O4: Other (1)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (0)","O5: High school or GED (61)","O5: College / Bachelors degree (131)","O5: Masters/ PhD or equivalent (30)","O6: A lot (132)","O6: A little (89)","O6: Nothing at all (1)","O7: Almost every day (46)","O7: Once or twice a week (81)","O7: Once or twice a month (41)","O7: Only once or twice ever (30)","O7: Never (24)","O7: Do not know what an AI assistant is (0)","O8: Bad for humanity (47)","O8: Good for humanity (175)","O9: Mostly excited (76)","O9: Somewhat excited (49)","O9: Totally neutral (17)","O9: Somewhat concerned (52)","O9: Mostly concerned (28)","O10: Christian - Protestant (73)","O10: Christian - Catholic (34)","O10: Christian - Mormon (2)","O10: Jewish (8)","O10: Muslim (2)","O10: Hindu (1)","O10: Other (12)","O10: None - I do not identify with any religious group or faith (90)","Religious (132)","Not religious (90)","White (159)","Not white (63)","Under 34 (68)","33-54 (98)","55+ (56)"
"1cd95f66-3e79-424e-b5c7-96dd071e8aaf","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","A lot","59%","47%","51%","65%","76%","52%","47%","62%","67%","60%","33%","50%","70%","47%","50%","0%","57%","66%","56%","100%","0%","0%","0%","51%","63%","60%","100%","0%","0%","87%","69%","54%","20%","33%","0%","51%","62%","76%","61%","47%","46%","43%","63%","71%","50%","50%","50%","100%","50%","54%","63%","54%","60%","57%","50%","70%","52%"
"1cd95f66-3e79-424e-b5c7-96dd071e8aaf","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","A little","40%","53%","49%","35%","24%","46%","53%","38%","33%","39%","67%","50%","30%","52%","50%","0%","43%","32%","44%","0%","0%","0%","0%","49%","36%","40%","0%","100%","0%","13%","30%","46%","80%","67%","0%","49%","38%","24%","39%","53%","52%","57%","36%","29%","50%","50%","50%","0%","50%","46%","36%","46%","39%","43%","50%","30%","46%"
"1cd95f66-3e79-424e-b5c7-96dd071e8aaf","Poll Single Select","How much have you heard or read about AI (Artificial Intelligence)?","Nothing at all","0%","0%","0%","0%","0%","2%","0%","0%","0%","1%","0%","0%","0%","1%","0%","0%","0%","2%","0%","0%","0%","0%","0%","0%","1%","0%","0%","0%","100%","0%","1%","0%","0%","0%","0%","0%","1%","0%","0%","0%","2%","0%","1%","0%","0%","0%","0%","0%","0%","0%","1%","0%","1%","0%","0%","0%","2%"

"Question ID","Question Type","Question","Responses","All(222)","O1: 18-24 (17)","O1: 25-34 (51)","O1: 33-44 (52)","O1: 45-54 (46)","O1: 55+ (56)","O2: Asian (15)","O2: Black (34)","O2: Hispanic (9)","O2: White (159)","O2: Mixed (3)","O2: Other (2)","O3: Male (120)","O3: Female (100)","O3: Other (2)","O3: Prefer not to say (0)","O4: Democrat (98)","O4: Republican (62)","O4: Independant (61)","O4: Other (1)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (0)","O5: High school or GED (61)","O5: College / Bachelors degree (131)","O5: Masters/ PhD or equivalent (30)","O6: A lot (132)","O6: A little (89)","O6: Nothing at all (1)","O7: Almost every day (46)","O7: Once or twice a week (81)","O7: Once or twice a month (41)","O7: Only once or twice ever (30)","O7: Never (24)","O7: Do not know what an AI assistant is (0)","O8: Bad for humanity (47)","O8: Good for humanity (175)","O9: Mostly excited (76)","O9: Somewhat excited (49)","O9: Totally neutral (17)","O9: Somewhat concerned (52)","O9: Mostly concerned (28)","O10: Christian - Protestant (73)","O10: Christian - Catholic (34)","O10: Christian - Mormon (2)","O10: Jewish (8)","O10: Muslim (2)","O10: Hindu (1)","O10: Other (12)","O10: None - I do not identify with any religious group or faith (90)","Religious (132)","Not religious (90)","White (159)","Not white (63)","Under 34 (68)","33-54 (98)","55+ (56)"
"2a783826-0dad-406d-85b2-a369c3cfaa6b","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Almost every day","21%","12%","14%","27%","28%","18%","27%","15%","11%","23%","0%","0%","27%","14%","0%","0%","17%","24%","21%","100%","0%","0%","0%","11%","25%","20%","30%","7%","0%","100%","0%","0%","0%","0%","0%","11%","23%","30%","20%","12%","13%","14%","25%","24%","50%","13%","50%","0%","25%","16%","24%","16%","23%","16%","13%","28%","18%"
"2a783826-0dad-406d-85b2-a369c3cfaa6b","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Once or twice a week","36%","29%","41%","33%","39%","36%","33%","47%","33%","36%","0%","0%","38%","36%","0%","0%","39%","42%","28%","0%","0%","0%","0%","23%","40%","47%","42%","27%","100%","0%","100%","0%","0%","0%","0%","23%","40%","41%","39%","24%","35%","32%","44%","38%","0%","50%","0%","100%","25%","31%","40%","31%","36%","38%","38%","36%","36%"
"2a783826-0dad-406d-85b2-a369c3cfaa6b","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Once or twice a month","18%","18%","22%","19%","15%","18%","7%","18%","22%","19%","67%","0%","21%","15%","50%","0%","16%","19%","21%","0%","0%","0%","0%","33%","11%","23%","17%","21%","0%","0%","0%","100%","0%","0%","0%","21%","18%","17%","18%","29%","15%","21%","16%","24%","50%","0%","0%","0%","25%","19%","18%","19%","19%","17%","21%","17%","18%"
"2a783826-0dad-406d-85b2-a369c3cfaa6b","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Only once or twice ever","14%","29%","12%","13%","7%","16%","20%","9%","22%","13%","33%","0%","8%","19%","50%","0%","14%","10%","16%","0%","0%","0%","0%","20%","13%","3%","5%","27%","0%","0%","0%","0%","100%","0%","0%","19%","12%","7%","14%","24%","19%","14%","10%","9%","0%","0%","0%","0%","17%","20%","9%","20%","13%","14%","16%","10%","16%"
"2a783826-0dad-406d-85b2-a369c3cfaa6b","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Never","11%","12%","12%","8%","11%","13%","13%","12%","11%","9%","0%","100%","7%","16%","0%","0%","13%","5%","13%","0%","0%","0%","0%","13%","11%","7%","6%","18%","0%","0%","0%","0%","0%","100%","0%","26%","7%","5%","8%","12%","17%","18%","5%","6%","0%","38%","50%","0%","8%","14%","8%","14%","9%","14%","12%","9%","13%"
"2a783826-0dad-406d-85b2-a369c3cfaa6b","Poll Single Select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","Do not know what an AI assistant is","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%"

